scaffold_number	gene_id	intron_start	intron_end	strand	motif	Annotation	unique_reads	multi_reads	overhang	annotated	novel
DS571262	NA	30862	30939	2	2	0	1	0	56	No	Yes
DS571263	NA	733	1136	2	2	0	1	0	29	No	Yes
DS571263	NA	21830	21899	1	1	0	1	0	52	No	Yes
DS571264	NA	4817	4883	2	2	0	2	0	23	No	Yes
DS571264	NA	30441	30514	1	1	0	1	0	32	No	Yes
DS571264	NA	39856	39914	2	2	0	1	0	38	No	Yes
DS571265	NA	19456	19556	1	1	0	1	0	66	No	Yes
DS571266	NA	3069	3158	1	1	0	1	0	54	No	Yes
DS571266	NA	14985	15037	2	2	0	1	0	51	No	Yes
DS571266	NA	25837	25899	2	2	0	1	0	72	No	Yes
DS571266	NA	27923	27948	0	0	0	3	0	57	No	Yes
DS571266	NA	28051	28096	1	3	0	1	0	62	No	Yes
DS571268	NA	10861	10935	2	2	0	1	0	41	No	Yes
DS571268	NA	18353	18425	2	2	0	2	0	51	No	Yes
DS571268	NA	19374	19417	2	2	0	1	0	47	No	Yes
DS571268	EHI_035170	24525	24581	1	1	0	1	0	41	Yes	No
DS571269	NA	28807	28951	1	1	0	1	0	67	No	Yes
DS571269	NA	36610	36694	1	1	0	1	0	26	No	Yes
DS571270	NA	10572	10640	2	2	0	1	0	45	No	Yes
DS571270	NA	32831	32906	2	2	0	1	0	14	No	Yes
DS571271	NA	16879	16955	1	1	0	1	0	16	No	Yes
DS571272	NA	19137	19217	1	1	0	2	0	72	No	Yes
DS571273	NA	26904	26936	0	0	0	3	0	49	No	Yes
DS571274	NA	24242	24535	0	0	0	4	0	65	No	Yes
DS571274	NA	37801	37889	1	1	0	3	0	64	No	Yes
DS571275	NA	20543	20612	1	1	0	1	0	61	No	Yes
DS571276	NA	6595	6691	1	1	0	1	0	32	No	Yes
DS571276	NA	14437	14670	1	1	0	1	0	24	No	Yes
DS571276	NA	27985	28072	1	1	0	2	0	58	No	Yes
DS571276	NA	28951	29014	2	2	0	2	0	19	No	Yes
DS571276	NA	34920	35092	1	1	0	1	0	36	No	Yes
DS571277	NA	13849	13934	1	1	0	1	0	55	No	Yes
DS571277	NA	13849	13939	1	1	0	3	0	71	No	Yes
DS571277	NA	13945	14001	1	1	0	2	0	69	No	Yes
DS571277	NA	25758	26418	1	1	0	2	0	66	No	Yes
DS571277	NA	27935	27992	1	1	0	2	0	46	No	Yes
DS571277	NA	38877	38903	2	2	0	1	0	20	No	Yes
DS571277	NA	41439	41484	2	2	0	1	0	36	No	Yes
DS571278	NA	30532	30594	1	1	0	1	0	45	No	Yes
DS571279	NA	18560	18615	2	2	0	1	0	59	No	Yes
DS571279	NA	21305	21342	1	1	0	1	0	56	No	Yes
DS571279	NA	21305	21454	1	1	0	1	0	62	No	Yes
DS571279	NA	21487	21597	0	0	0	3	0	65	No	Yes
DS571279	NA	37341	37433	1	1	0	1	0	37	No	Yes
DS571280	NA	16438	16488	1	1	0	1	0	12	No	Yes
DS571280	NA	20375	20452	2	2	0	1	0	48	No	Yes
DS571281	NA	9752	9837	0	0	0	3	0	37	No	Yes
DS571281	EHI_122810	19544	19607	2	2	0	2	0	19	Yes	No
DS571281	NA	29898	29955	0	0	0	3	0	30	No	Yes
DS571282	NA	17043	17098	2	2	0	1	0	57	No	Yes
DS571283	NA	1513	1584	1	1	0	1	0	15	No	Yes
DS571283	NA	1931	1969	2	2	0	1	0	54	No	Yes
DS571283	NA	26826	26872	1	1	0	1	0	41	No	Yes
DS571283	NA	40107	40187	1	5	0	1	0	22	No	Yes
DS571284	NA	9205	9319	2	2	0	1	0	53	No	Yes
DS571284	NA	13980	14043	1	5	0	2	0	36	No	Yes
DS571284	NA	29248	29302	1	1	0	1	0	48	No	Yes
DS571284	NA	31765	32072	1	1	0	1	0	69	No	Yes
DS571285	NA	5170	5197	0	0	0	3	0	47	No	Yes
DS571285	NA	7293	7399	1	1	0	2	0	34	No	Yes
DS571285	NA	15684	15743	1	1	0	2	0	32	No	Yes
DS571285	NA	18362	18467	1	1	0	1	0	13	No	Yes
DS571285	NA	24132	24180	1	1	0	1	0	22	No	Yes
DS571286	NA	30049	30103	1	1	0	2	0	67	No	Yes
DS571286	NA	30268	30347	1	1	0	1	0	27	No	Yes
DS571286	NA	32626	32799	1	1	0	1	0	31	No	Yes
DS571286	NA	32626	32819	1	1	0	1	0	62	No	Yes
DS571286	NA	33137	33209	1	1	0	1	0	55	No	Yes
DS571287	NA	12954	13099	1	1	0	2	0	41	No	Yes
DS571287	NA	13764	13917	2	2	0	2	0	50	No	Yes
DS571287	NA	31155	31198	2	2	0	1	0	56	No	Yes
DS571288	NA	16820	16933	1	1	0	1	0	47	No	Yes
DS571288	NA	16824	16884	1	1	0	1	0	46	No	Yes
DS571288	NA	35433	35781	2	2	0	1	0	48	No	Yes
DS571288	NA	35472	35648	1	1	0	1	0	61	No	Yes
DS571288	NA	39260	39312	2	2	0	1	0	18	No	Yes
DS571290	NA	3286	3331	1	1	0	1	0	73	No	Yes
DS571290	NA	3286	3337	1	1	0	1	0	44	No	Yes
DS571291	NA	10325	10385	2	2	0	2	0	16	No	Yes
DS571292	NA	16590	17144	0	0	0	3	0	60	No	Yes
DS571292	NA	17206	17280	1	1	0	1	0	53	No	Yes
DS571293	NA	18429	18535	2	2	0	1	0	65	No	Yes
DS571293	NA	32550	32654	1	1	0	1	0	33	No	Yes
DS571294	NA	10394	10530	1	1	0	1	0	64	No	Yes
DS571294	NA	13792	13859	2	2	0	1	0	44	No	Yes
DS571294	EHI_081720	14816	14874	1	1	0	1	0	48	Yes	No
DS571294	NA	17956	18019	1	1	0	1	0	57	No	Yes
DS571295	NA	23566	23612	1	1	0	1	0	55	No	Yes
DS571295	NA	28579	28815	2	2	0	1	0	14	No	Yes
DS571296	NA	8060	8137	0	0	0	3	0	46	No	Yes
DS571296	EHI_099250	17535	17585	1	1	0	1	0	34	Yes	No
DS571297	NA	4226	4320	1	1	0	3	0	62	No	Yes
DS571297	NA	10654	10703	1	1	0	1	0	45	No	Yes
DS571297	NA	13430	13517	1	1	0	1	0	17	No	Yes
DS571297	NA	20372	20438	2	2	0	1	0	64	No	Yes
DS571297	NA	27279	27333	2	2	0	2	0	33	No	Yes
DS571299	NA	1539	1595	1	1	0	1	0	27	No	Yes
DS571299	NA	15096	15277	1	1	0	1	0	67	No	Yes
DS571299	NA	21555	21632	1	1	0	1	0	32	No	Yes
DS571299	NA	25657	25698	1	1	0	2	0	15	No	Yes
DS571300	NA	36101	36308	1	1	0	1	0	33	No	Yes
DS571301	EHI_060390	25097	25179	1	1	0	1	0	55	Yes	No
DS571302	NA	26864	27002	2	2	0	1	0	37	No	Yes
DS571303	NA	14262	14364	1	1	0	2	0	58	No	Yes
DS571304	NA	16128	16230	0	0	0	3	0	60	No	Yes
DS571304	NA	22207	22256	1	1	0	1	0	48	No	Yes
DS571304	NA	25775	25893	1	1	0	1	0	43	No	Yes
DS571305	NA	8035	8133	0	0	0	3	0	70	No	Yes
DS571308	EHI_184500	6381	6435	1	1	0	2	0	65	Yes	No
DS571308	NA	13744	13799	2	2	0	1	0	73	No	Yes
DS571312	EHI_033120	12911	12975	2	2	0	1	0	52	Yes	No
DS571312	NA	19122	19169	2	6	0	1	0	42	No	Yes
DS571312	NA	19819	19879	2	2	0	1	0	63	No	Yes
DS571313	NA	9128	9170	1	1	0	1	0	12	No	Yes
DS571313	NA	13360	13548	2	2	0	1	0	55	No	Yes
DS571313	NA	13414	13551	2	2	0	1	0	29	No	Yes
DS571313	NA	13767	13850	2	2	0	2	0	55	No	Yes
DS571313	NA	13792	13850	2	2	0	1	0	34	No	Yes
DS571313	NA	25912	25999	2	2	0	1	0	14	No	Yes
DS571314	NA	11322	11433	2	2	0	1	0	68	No	Yes
DS571314	NA	12106	12215	2	2	0	1	0	67	No	Yes
DS571315	NA	21212	21286	2	2	0	1	0	21	No	Yes
DS571315	NA	22170	22228	2	2	0	1	0	47	No	Yes
DS571315	NA	23262	23334	2	2	0	2	0	48	No	Yes
DS571315	NA	23450	23504	1	1	0	2	0	39	No	Yes
DS571315	NA	24981	25034	1	1	0	1	0	38	No	Yes
DS571315	NA	28553	28600	2	2	0	1	0	25	No	Yes
DS571316	NA	4734	4783	1	1	0	1	0	27	No	Yes
DS571316	NA	5277	5337	2	2	0	1	0	74	No	Yes
DS571316	NA	5586	5639	2	2	0	1	0	21	No	Yes
DS571316	NA	29591	29661	2	2	0	1	0	20	No	Yes
DS571317	NA	5633	5793	1	1	0	1	0	51	No	Yes
DS571317	NA	21152	21205	1	1	0	1	0	59	No	Yes
DS571318	NA	8306	8392	0	0	0	3	0	64	No	Yes
DS571318	NA	19698	19769	1	1	0	1	0	23	No	Yes
DS571320	EHI_044350	27294	27344	1	1	0	2	0	17	Yes	No
DS571322	NA	29808	29878	1	1	0	1	0	53	No	Yes
DS571322	NA	29932	30031	1	1	0	1	0	34	No	Yes
DS571323	NA	27753	27856	1	1	0	1	0	73	No	Yes
DS571325	NA	12526	12947	2	2	0	1	0	37	No	Yes
DS571326	NA	7420	7508	1	1	0	1	0	16	No	Yes
DS571326	NA	8531	8620	1	1	0	1	0	40	No	Yes
DS571326	NA	8941	9006	1	1	0	1	0	12	No	Yes
DS571327	NA	11100	11150	2	2	0	1	0	63	No	Yes
DS571327	NA	15651	15725	1	1	0	1	0	20	No	Yes
DS571329	NA	22114	22169	1	1	0	10	0	56	No	Yes
DS571330	NA	25846	25891	2	2	0	2	0	23	No	Yes
DS571330	NA	29866	29913	2	2	0	1	0	18	No	Yes
DS571331	NA	6650	6741	1	1	0	1	0	73	No	Yes
DS571331	NA	7134	7180	1	1	0	1	0	34	No	Yes
DS571332	NA	8465	8543	1	1	0	1	0	41	No	Yes
DS571332	NA	12480	12894	2	2	0	1	0	41	No	Yes
DS571332	NA	14685	14734	2	2	0	1	0	75	No	Yes
DS571332	NA	22820	22925	1	1	0	1	0	63	No	Yes
DS571332	NA	23140	23236	1	1	0	1	0	43	No	Yes
DS571334	NA	26452	26504	2	2	0	1	0	65	No	Yes
DS571339	NA	18613	18689	2	2	0	2	0	35	No	Yes
DS571339	NA	19776	19865	2	2	0	1	0	42	No	Yes
DS571339	NA	21714	21734	0	0	0	4	0	58	No	Yes
DS571340	NA	10356	10404	1	1	0	2	0	39	No	Yes
DS571340	NA	20895	21581	1	1	0	1	0	43	No	Yes
DS571342	NA	14073	14105	1	1	0	1	0	69	No	Yes
DS571343	NA	1959	2001	2	2	0	1	0	55	No	Yes
DS571344	NA	24948	24994	1	1	0	1	0	41	No	Yes
DS571345	NA	4984	5043	1	1	0	1	0	50	No	Yes
DS571345	NA	19202	19247	2	2	0	1	0	35	No	Yes
DS571346	NA	1136	1273	2	2	0	4	0	72	No	Yes
DS571346	NA	8838	8980	2	2	0	1	0	18	No	Yes
DS571346	NA	25769	25875	1	1	0	1	0	18	No	Yes
DS571347	NA	2375	2480	2	2	0	2	0	18	No	Yes
DS571347	NA	7988	8093	2	2	0	2	0	17	No	Yes
DS571349	EHI_098760	9120	9169	2	2	0	1	0	40	Yes	No
DS571350	NA	9961	10039	2	2	0	1	0	16	No	Yes
DS571350	NA	19161	19236	1	1	0	2	0	41	No	Yes
DS571350	NA	26226	26282	1	1	0	1	0	52	No	Yes
DS571350	NA	26226	26334	1	1	0	2	0	64	No	Yes
DS571350	NA	29659	29730	1	1	0	2	0	12	No	Yes
DS571351	NA	18246	18313	2	2	0	2	0	63	No	Yes
DS571352	NA	13624	13675	1	1	0	1	0	45	No	Yes
DS571352	NA	17933	18081	1	1	0	1	0	32	No	Yes
DS571353	NA	12747	12958	1	1	0	2	0	53	No	Yes
DS571355	NA	22605	22693	2	2	0	1	0	42	No	Yes
DS571356	NA	8691	8768	1	1	0	1	0	32	No	Yes
DS571356	NA	20531	21014	2	2	0	2	0	29	No	Yes
DS571356	EHI_185610	22443	22493	2	2	0	1	0	63	Yes	No
DS571357	NA	7390	7473	1	1	0	1	0	30	No	Yes
DS571357	NA	23492	23543	1	1	0	1	0	63	No	Yes
DS571358	NA	14238	14323	1	1	0	2	0	32	No	Yes
DS571360	NA	25196	25242	2	2	0	1	0	74	No	Yes
DS571361	NA	11462	12295	2	2	0	2	0	58	No	Yes
DS571361	NA	12088	12408	2	2	0	1	0	58	No	Yes
DS571365	NA	14155	14355	0	0	0	3	0	67	No	Yes
DS571365	NA	22021	22122	2	2	0	2	0	30	No	Yes
DS571365	NA	22064	22122	2	2	0	1	0	43	No	Yes
DS571367	NA	12685	12738	2	2	0	1	0	41	No	Yes
DS571367	NA	15630	15707	2	2	0	5	0	59	No	Yes
DS571367	NA	24640	24688	2	2	0	1	0	75	No	Yes
DS571370	NA	4275	4360	1	1	0	1	0	29	No	Yes
DS571370	NA	20897	20954	2	2	0	3	0	65	No	Yes
DS571371	NA	308	370	2	2	0	1	0	46	No	Yes
DS571372	NA	3803	3888	1	1	0	2	0	20	No	Yes
DS571372	NA	11995	12082	2	2	0	1	0	69	No	Yes
DS571373	NA	7979	8030	2	2	0	1	0	27	No	Yes
DS571373	EHI_181610	25751	25793	1	1	0	1	0	14	Yes	No
DS571377	NA	12747	12799	2	2	0	1	0	51	No	Yes
DS571377	NA	13385	13440	2	2	0	1	0	62	No	Yes
DS571377	NA	18078	18194	2	2	0	1	0	51	No	Yes
DS571378	NA	2622	2666	2	2	0	1	0	18	No	Yes
DS571378	NA	3090	3125	0	0	0	3	0	73	No	Yes
DS571378	NA	3258	3290	0	0	0	3	0	38	No	Yes
DS571378	NA	18033	18103	2	2	0	1	0	29	No	Yes
DS571380	NA	751	1014	2	2	0	5	0	63	No	Yes
DS571380	NA	871	966	2	2	0	1	0	59	No	Yes
DS571380	NA	3633	3652	1	1	0	1	0	69	No	Yes
DS571380	EHI_080230	14634	14687	1	1	0	5	0	45	Yes	No
DS571382	NA	7357	7412	1	1	0	1	0	16	No	Yes
DS571382	NA	9617	9699	2	2	0	4	0	60	No	Yes
DS571382	NA	9865	9937	2	2	0	1	0	21	No	Yes
DS571382	NA	16946	17208	1	1	0	1	0	18	No	Yes
DS571382	NA	21136	21200	2	2	0	1	0	37	No	Yes
DS571383	NA	6326	6526	1	1	0	1	0	18	No	Yes
DS571384	NA	6204	6311	2	2	0	2	0	59	No	Yes
DS571385	NA	4008	4078	2	2	0	1	0	26	No	Yes
DS571387	NA	10819	11553	0	0	0	5	0	56	No	Yes
DS571387	NA	11256	11342	0	0	0	3	0	72	No	Yes
DS571387	NA	19321	19375	2	2	0	1	0	24	No	Yes
DS571388	NA	14650	14768	2	2	0	2	0	56	No	Yes
DS571389	NA	19668	19786	1	1	0	1	0	56	No	Yes
DS571392	NA	10043	10102	1	1	0	1	0	25	No	Yes
DS571392	NA	20647	20710	1	1	0	1	0	37	No	Yes
DS571393	NA	19049	19124	1	1	0	1	0	34	No	Yes
DS571396	NA	5321	5388	1	1	0	1	0	23	No	Yes
DS571397	NA	9930	10059	2	2	0	1	0	48	No	Yes
DS571397	NA	9971	10059	2	2	0	2	0	33	No	Yes
DS571397	NA	17858	18001	1	1	0	1	0	49	No	Yes
DS571398	NA	15539	15601	2	2	0	1	0	17	No	Yes
DS571398	NA	20085	20181	2	4	0	2	0	48	No	Yes
DS571400	EHI_091450	2427	2485	2	2	0	1	0	58	Yes	No
DS571400	NA	14995	15041	2	4	0	1	0	34	No	Yes
DS571400	NA	18156	18227	1	1	0	3	0	63	No	Yes
DS571401	NA	11268	11345	2	2	0	1	0	36	No	Yes
DS571402	NA	7120	7193	2	2	0	1	0	14	No	Yes
DS571402	NA	8226	8338	2	2	0	1	0	23	No	Yes
DS571403	EHI_105850	16988	17042	2	2	0	1	0	71	Yes	No
DS571403	NA	17565	17618	2	2	0	1	0	55	No	Yes
DS571404	NA	16350	16399	1	1	0	1	0	21	No	Yes
DS571406	NA	17653	17741	2	2	0	1	0	44	No	Yes
DS571408	NA	3966	4028	1	1	0	1	0	45	No	Yes
DS571410	NA	8089	8134	1	1	0	1	0	56	No	Yes
DS571410	NA	9535	9561	1	1	0	2	0	32	No	Yes
DS571410	NA	12415	12475	2	2	0	1	0	49	No	Yes
DS571411	NA	7188	7226	2	6	0	4	0	14	No	Yes
DS571411	NA	11632	12107	2	2	0	1	0	37	No	Yes
DS571411	NA	13421	13481	2	2	0	1	0	20	No	Yes
DS571413	NA	4906	4970	2	2	0	3	0	58	No	Yes
DS571417	NA	13359	13411	2	2	0	1	0	23	No	Yes
DS571418	NA	14156	14209	1	1	0	1	0	53	No	Yes
DS571424	NA	6391	6618	1	1	0	3	0	50	No	Yes
DS571427	EHI_036880	9411	9459	2	2	0	2	0	13	Yes	No
DS571429	NA	11590	11696	1	1	0	1	0	35	No	Yes
DS571430	NA	17827	17910	1	1	0	2	0	74	No	Yes
DS571430	NA	17827	17914	1	1	0	1	0	45	No	Yes
DS571431	NA	14722	14805	1	1	0	1	0	64	No	Yes
DS571432	NA	11608	11654	1	1	0	1	0	43	No	Yes
DS571436	NA	5984	6031	1	1	0	1	0	69	No	Yes
DS571436	EHI_184250	12163	12222	2	2	0	4	0	41	Yes	No
DS571438	NA	5004	5124	1	1	0	1	0	65	No	Yes
DS571438	EHI_146510	5075	5124	1	1	0	6	0	30	Yes	No
DS571438	NA	12507	12529	1	1	0	1	0	15	No	Yes
DS571439	NA	14598	14730	2	2	0	1	0	13	No	Yes
DS571449	NA	807	866	2	2	0	1	0	66	No	Yes
DS571451	NA	3162	3268	1	1	0	1	0	24	No	Yes
DS571451	NA	3268	3294	1	1	0	2	0	59	No	Yes
DS571452	NA	3127	3172	1	1	0	1	0	50	No	Yes
DS571452	NA	11834	11903	1	1	0	2	0	61	No	Yes
DS571453	NA	13568	13623	1	5	0	3	0	31	No	Yes
DS571456	NA	3068	3130	2	2	0	1	0	71	No	Yes
DS571460	NA	10991	11052	2	2	0	1	0	67	No	Yes
DS571462	NA	8115	8176	1	1	0	1	0	19	No	Yes
DS571463	NA	7303	7641	1	1	0	1	0	16	No	Yes
DS571471	NA	12715	12770	1	1	0	1	0	56	No	Yes
DS571473	NA	10739	10870	1	1	0	1	0	45	No	Yes
DS571474	NA	588	647	2	2	0	1	0	72	No	Yes
DS571474	NA	1292	1585	1	1	0	1	0	35	No	Yes
DS571481	NA	10256	10319	1	1	0	2	0	70	No	Yes
DS571481	NA	11324	11356	2	2	0	1	0	55	No	Yes
DS571481	NA	11324	11383	2	2	0	1	0	61	No	Yes
DS571481	NA	11324	11416	2	2	0	1	0	35	No	Yes
DS571481	NA	13238	13288	1	5	0	2	0	63	No	Yes
DS571482	NA	3615	3664	0	0	0	6	0	72	No	Yes
DS571485	NA	5941	6091	1	1	0	1	0	57	No	Yes
DS571485	NA	10117	10166	1	5	0	1	0	61	No	Yes
DS571486	NA	5263	5315	2	2	0	1	0	22	No	Yes
DS571488	NA	10524	11045	0	0	0	3	0	45	No	Yes
DS571490	NA	6908	7004	2	2	0	1	0	32	No	Yes
DS571494	NA	3118	3185	2	2	0	1	0	47	No	Yes
DS571494	NA	5480	5536	1	1	0	1	0	61	No	Yes
DS571494	NA	9700	9879	2	2	0	1	0	70	No	Yes
DS571494	NA	10928	11066	2	2	0	2	0	39	No	Yes
DS571497	NA	7242	7670	0	0	0	3	0	65	No	Yes
DS571497	NA	9393	9459	1	1	0	1	0	71	No	Yes
DS571506	NA	1446	1506	1	1	0	2	0	57	No	Yes
DS571508	NA	4073	4275	1	1	0	1	0	55	No	Yes
DS571508	NA	4927	5275	1	1	0	1	0	40	No	Yes
DS571515	NA	8654	8923	0	0	0	3	0	37	No	Yes
DS571521	NA	5007	5065	2	2	0	1	0	70	No	Yes
DS571537	NA	5565	5768	0	0	0	4	0	52	No	Yes
DS571537	NA	5832	5867	0	0	0	4	0	58	No	Yes
DS571539	NA	5707	5764	1	1	0	1	0	24	No	Yes
DS571546	NA	4647	4763	1	1	0	1	0	62	No	Yes
DS571554	NA	1453	1972	1	5	0	1	0	59	No	Yes
DS571558	NA	6144	6491	0	0	0	19	0	72	No	Yes
DS571559	NA	2086	2148	1	1	0	1	0	67	No	Yes
DS571561	NA	5222	5306	1	1	0	1	0	24	No	Yes
DS571561	NA	5583	5621	1	3	0	3	0	61	No	Yes
DS571565	NA	3394	3479	1	1	0	1	0	57	No	Yes
DS571574	NA	8425	8486	1	1	0	1	0	41	No	Yes
DS571575	NA	4344	4400	0	0	0	4	0	74	No	Yes
DS571578	NA	2235	2349	1	1	0	1	0	26	No	Yes
DS571579	NA	2313	2348	1	5	0	9	0	65	No	Yes
DS571579	NA	2498	2635	0	0	0	3	0	57	No	Yes
DS571579	NA	3094	3121	2	2	0	4	0	14	No	Yes
DS571581	NA	1113	1172	2	2	0	1	0	46	No	Yes
DS571581	NA	8430	8460	2	2	0	1	0	56	No	Yes
DS571588	NA	784	841	1	1	0	14	0	46	No	Yes
DS571588	EHI_028670	8809	8895	2	2	0	3	0	29	Yes	No
DS571591	NA	7583	7868	1	1	0	1	0	25	No	Yes
DS571594	NA	161	295	2	2	0	1	0	44	No	Yes
DS571594	NA	357	607	1	1	0	1	0	16	No	Yes
DS571605	NA	3980	4055	2	2	0	1	0	62	No	Yes
DS571607	NA	1171	1236	1	1	0	1	0	55	No	Yes
DS571622	NA	4234	4358	1	1	0	3	0	43	No	Yes
DS571641	NA	1588	1650	2	2	0	2	0	58	No	Yes
DS571641	NA	2990	3016	1	1	0	2	0	12	No	Yes
DS571641	NA	3297	3386	0	0	0	3	0	62	No	Yes
DS571646	NA	5509	5581	1	1	0	1	0	35	No	Yes
DS571646	NA	5708	5765	1	1	0	2	0	52	No	Yes
DS571661	NA	1229	1517	2	2	0	1	0	19	No	Yes
DS571661	NA	1277	1397	2	2	0	2	0	40	No	Yes
DS571680	NA	3896	3988	1	1	0	3	0	35	No	Yes
DS571702	NA	3564	3616	2	2	0	2	0	39	No	Yes
DS571705	NA	1706	1754	2	2	0	2	0	40	No	Yes
DS571736	NA	1537	1572	1	1	0	1	0	35	No	Yes
DS571740	NA	1863	1929	1	1	0	1	0	14	No	Yes
DS571743	NA	214	262	2	2	0	1	0	25	No	Yes
DS571743	NA	262	491	2	2	0	1	0	42	No	Yes
DS571779	NA	507	625	1	1	0	1	0	52	No	Yes
DS571795	NA	1090	1148	2	2	0	1	0	36	No	Yes
DS571795	NA	1975	2027	2	2	0	1	0	17	No	Yes
DS571824	NA	3232	3283	2	2	0	1	0	47	No	Yes
DS571830	NA	622	672	1	1	0	2	0	56	No	Yes
DS571845	NA	1891	1968	1	1	0	1	0	26	No	Yes
DS571851	NA	1764	1844	1	1	0	1	0	54	No	Yes
DS571919	NA	1585	1646	2	2	0	1	0	29	No	Yes
DS571925	NA	771	814	2	2	0	3	0	30	No	Yes
DS571969	NA	641	832	1	1	0	1	0	64	No	Yes
DS571976	NA	1251	1455	2	2	0	1	0	16	No	Yes
DS571976	NA	1318	1377	0	0	0	19	0	55	No	Yes
DS571976	NA	1369	1418	1	1	0	1	0	20	No	Yes
DS571976	NA	1387	1677	2	2	0	1	0	46	No	Yes
DS571976	NA	1474	1545	2	2	0	3	0	72	No	Yes
DS571976	NA	1491	1527	2	2	0	1	0	42	No	Yes
DS571976	NA	1498	1545	2	2	0	1	0	35	No	Yes
DS571976	NA	1510	1551	2	2	0	1	0	61	No	Yes
DS571976	NA	1558	1611	2	2	0	1	0	13	No	Yes
DS572019	NA	1218	1272	1	1	0	1	0	28	No	Yes
DS572051	NA	1021	1148	1	1	0	1	0	38	No	Yes
DS572199	NA	472	550	2	2	0	2	0	67	No	Yes
DS572199	NA	1048	1106	1	1	0	1	0	54	No	Yes
DS572310	NA	591	651	1	1	0	2	0	53	No	Yes
DS572413	NA	253	332	1	5	0	4	0	74	No	Yes
DS572413	NA	384	455	1	1	0	1	0	19	No	Yes
DS572471	EHI_059440	560	607	1	1	0	1	0	18	Yes	No
DS572478	NA	705	768	2	2	0	2	0	49	No	Yes
DS572543	NA	500	562	2	2	0	1	0	42	No	Yes
DS572543	NA	509	530	2	2	0	1	0	49	No	Yes
DS572543	NA	521	541	2	2	0	4	0	49	No	Yes
DS572585	NA	59	120	1	1	0	1	0	16	No	Yes
DS572585	NA	546	695	0	0	0	3	0	44	No	Yes
DS572590	NA	305	355	2	2	0	4	0	68	No	Yes
EH4254	NA	1583	1705	1	1	0	1	0	30	No	Yes
EH4254	NA	2222	2264	2	2	0	1	0	29	No	Yes
EH4254	NA	2441	2532	1	1	0	1	0	34	No	Yes
DS571145	NA	31887	32316	1	1	0	2	0	62	No	Yes
DS571145	NA	43174	43332	2	2	0	1	0	28	No	Yes
DS571145	EHI_151420	62014	62082	2	2	0	6	0	64	Yes	No
DS571145	NA	68074	68208	2	2	0	1	0	67	No	Yes
DS571145	NA	68089	68208	2	2	0	1	0	48	No	Yes
DS571145	NA	88466	88610	2	2	0	1	0	63	No	Yes
DS571145	NA	151790	151982	2	2	0	2	0	62	No	Yes
DS571145	NA	168231	168295	1	1	0	1	0	32	No	Yes
DS571145	NA	196146	196433	1	1	0	2	0	72	No	Yes
DS571145	NA	220395	220471	2	2	0	2	0	65	No	Yes
DS571145	NA	251543	251695	2	2	0	1	0	55	No	Yes
DS571145	NA	279258	279309	1	1	0	1	0	12	No	Yes
DS571145	NA	289243	289296	1	1	0	1	0	36	No	Yes
DS571145	NA	294134	294192	2	2	0	1	0	28	No	Yes
DS571145	NA	328021	328099	2	2	0	1	0	19	No	Yes
DS571145	NA	383110	383262	1	1	0	1	0	65	No	Yes
DS571145	NA	417120	417189	1	1	0	1	0	61	No	Yes
DS571145	NA	445939	445993	1	1	0	1	0	53	No	Yes
DS571145	NA	488079	488216	1	1	0	1	0	22	No	Yes
DS571145	NA	495282	495338	2	2	0	1	0	53	No	Yes
DS571145	NA	495285	495338	2	2	0	2	0	32	No	Yes
DS571145	NA	495460	495512	2	2	0	2	0	31	No	Yes
DS571146	NA	3613	3700	2	2	0	1	0	20	No	Yes
DS571146	NA	7261	7309	1	1	0	1	0	45	No	Yes
DS571146	NA	28446	28497	1	1	0	5	0	29	No	Yes
DS571146	NA	35854	35897	2	2	0	1	0	72	No	Yes
DS571146	NA	52040	52095	2	2	0	2	0	71	No	Yes
DS571146	NA	58138	58200	2	2	0	1	0	33	No	Yes
DS571146	NA	85742	85835	1	1	0	1	0	20	No	Yes
DS571146	NA	95513	95532	2	2	0	1	0	59	No	Yes
DS571146	NA	158174	158446	1	1	0	1	0	28	No	Yes
DS571146	NA	170809	171042	1	1	0	1	0	42	No	Yes
DS571146	NA	196794	196896	2	2	0	1	0	51	No	Yes
DS571147	NA	4880	4933	2	2	0	1	0	26	No	Yes
DS571147	NA	23901	23948	1	1	0	1	0	17	No	Yes
DS571147	NA	43294	43341	1	1	0	10	0	13	No	Yes
DS571147	NA	80456	80504	2	2	0	1	0	33	No	Yes
DS571147	NA	80582	80638	2	2	0	1	0	24	No	Yes
DS571147	NA	98630	98705	2	2	0	1	0	30	No	Yes
DS571147	NA	110497	110546	2	2	0	1	0	72	No	Yes
DS571147	NA	120069	120479	1	1	0	1	0	45	No	Yes
DS571147	NA	127533	127608	1	1	0	1	0	22	No	Yes
DS571147	NA	180276	180324	2	2	0	1	0	58	No	Yes
DS571148	NA	50570	50593	2	2	0	2	0	43	No	Yes
DS571148	NA	126127	126265	1	1	0	1	0	40	No	Yes
DS571148	NA	133324	133389	1	1	0	1	0	61	No	Yes
DS571148	NA	153710	153859	1	1	0	2	0	45	No	Yes
DS571148	EHI_012530	158150	158199	1	1	0	2	0	58	Yes	No
DS571148	NA	163714	163873	1	1	0	1	0	36	No	Yes
DS571148	NA	170952	171008	1	1	0	1	0	23	No	Yes
DS571148	NA	171215	171264	0	0	0	3	0	50	No	Yes
