scaffold_number	gene_id	intron_start	intron_end	orf_rep1_reads(u)	normalize value(Rep1)	orf_rep2_reads(u)	Normalize value(Rep2)	toc_rep1_reads(u)	Normalized value(Rep1)	toc_rep2_reads(u)	Normalized value(Rep2)	annotated	novel
DS571195	NA	46930	47019	16	23.25581395	16	28.1888654	9	12.61387526	13	14.88776913	No	Yes
DS571195	EHI_005010	50919	51004	259	376.4534884	197	347.0754052	188	263.4898388	253	289.7388914	Yes	No
DS571195	EHI_005010	51088	51173	391	568.3139535	289	509.1613813	284	398.0378416	432	494.7320202	Yes	No
DS571195	EHI_005010	51276	51329	424	616.2790698	279	491.5433404	292	409.2501752	420	480.989464	Yes	No
DS571195	EHI_005010	51390	51445	220	319.7674419	142	250.1761804	159	222.8451296	203	232.478241	Yes	No
DS571195	EHI_005070	60000	60057	158	229.6511628	123	216.7019027	227	318.149965	263	301.1910215	Yes	No
DS571195	EHI_005070	60216	60278	93	135.1744186	51	89.85200846	188	263.4898388	189	216.4452588	Yes	No
DS571196	EHI_064550	43155	43206	61	88.6627907	72	126.8498943	44	61.66783462	62	71.0032066	Yes	No
DS571196	EHI_064640	58551	58601	603	876.4534884	296	521.4940099	693	971.2683952	793	908.1539166	Yes	No
DS571196	EHI_064720	73234	73276	30	43.60465116	37	65.18675123	10	14.01541696	22	25.19468621	Yes	No
DS571196	EHI_064720	73900	73974	24	34.88372093	23	40.52149401	23	32.235459	26	29.77553825	Yes	No
DS571197	EHI_006880	44776	44829	37	53.77906977	29	51.09231853	12	16.81850035	15	17.17819514	Yes	No
DS571197	NA	44779	44829	48	69.76744186	78	137.4207188	29	40.64470918	57	65.27714155	No	Yes
DS571197	EHI_006880	44967	45107	181	263.0813953	200	352.3608175	94	131.7449194	146	167.2010994	Yes	No
DS571197	NA	50845	50899	38	55.23255814	57	100.422833	34	47.65241766	34	38.93724233	No	Yes
DS571197	EHI_006940	53338	53483	416	604.6511628	104	183.2276251	650	911.0021023	708	810.8108108	Yes	No
DS571197	NA	65255	65386	182	264.5348837	35	61.66314306	189	264.8913805	228	261.1085662	No	Yes
DS571198	EHI_024360	8822	8870	12	17.44186047	15	26.42706131	19	26.62929222	17	19.46862116	Yes	No
DS571198	EHI_024370	9425	9467	35	50.87209302	22	38.75968992	100	140.1541696	114	130.5542831	Yes	No
DS571198	EHI_024370	9819	9873	29	42.15116279	43	75.75757576	66	92.50175193	69	79.01969766	Yes	No
DS571198	EHI_024380	11132	11189	113	164.244186	52	91.61381254	25	35.0385424	23	26.33989922	Yes	No
DS571198	NA	11354	11401	97	140.9883721	44	77.51937984	23	32.235459	22	25.19468621	No	Yes
DS571198	EHI_024390	12419	12474	28	40.69767442	31	54.61592671	14	19.62158374	9	10.30691709	Yes	No
DS571198	EHI_024450	23380	23443	22	31.97674419	45	79.28118393	45	63.06937631	62	71.0032066	Yes	No
DS571198	EHI_024520	40569	40621	9	13.08139535	15	26.42706131	16	22.42466713	8	9.161704077	Yes	No
DS571198	EHI_024670	71120	71173	72	104.6511628	22	38.75968992	97	135.9495445	71	81.31012368	Yes	No
DS571199	EHI_008400	15867	15917	54	78.48837209	63	110.9936575	83	116.3279608	83	95.0526798	Yes	No
DS571199	EHI_008430	21264	21350	5	7.26744186	7	12.33262861	11	15.41695865	8	9.161704077	Yes	No
DS571199	NA	23625	23676	59	85.75581395	58	102.1846371	65	91.10021023	53	60.69628951	No	Yes
DS571199	EHI_008660	42518	42582	94	136.627907	44	77.51937984	56	78.48633497	76	87.03618873	Yes	No
DS571199	EHI_008660	42727	42909	54	78.48837209	53	93.37561663	58	81.28941836	54	61.84150252	Yes	No
DS571199	EHI_008680	48021	48072	11	15.98837209	34	59.90133897	20	28.03083392	13	14.88776913	Yes	No
DS571199	EHI_008690	48729	48892	18	26.1627907	21	36.99788584	14	19.62158374	14	16.03298213	Yes	No
DS571199	EHI_008760	64722	64773	50	72.6744186	55	96.89922481	27	37.84162579	37	42.37288136	Yes	No
DS571200	NA	30613	30667	13	18.89534884	20	35.23608175	6	8.409250175	15	17.17819514	No	Yes
DS571200	EHI_009940	31110	31296	471	684.5930233	446	785.764623	789	1105.816398	1058	1211.635364	Yes	No
DS571200	EHI_009970	40199	40251	10	14.53488372	14	24.66525722	8	11.21233357	11	12.59734311	Yes	No
DS571200	EHI_010030	46405	46454	225	327.0348837	325	572.5863284	269	377.0147162	392	448.9234998	Yes	No
DS571200	EHI_010040	47836	47899	56	81.39534884	39	68.71035941	26	36.44008409	34	38.93724233	Yes	No
DS571200	NA	48908	48934	36	52.3255814	41	72.23396758	30	42.04625088	49	56.11543747	No	Yes
DS571200	EHI_010060	51871	51921	558	811.0465116	680	1198.026779	448	627.8906797	617	706.5964269	Yes	No
DS571200	EHI_010080	54538	54598	12	17.44186047	4	7.04721635	26	36.44008409	28	32.06596427	Yes	No
DS571201	EHI_100290	24901	24962	108	156.9767442	61	107.4700493	51	71.47862649	61	69.85799359	Yes	No
DS571201	EHI_100440	61941	62053	18	26.1627907	8	14.0944327	19	26.62929222	28	32.06596427	Yes	No
DS571201	EHI_100450	62749	62971	38	55.23255814	31	54.61592671	37	51.85704275	41	46.95373339	Yes	No
DS571201	EHI_100460	64157	64234	36	52.3255814	31	54.61592671	9	12.61387526	10	11.4521301	Yes	No
DS571201	EHI_100460	64519	64604	53	77.03488372	30	52.85412262	13	18.22004205	12	13.74255612	Yes	No
DS571201	EHI_100480	67911	67977	245	356.1046512	236	415.7857646	217	304.134548	294	336.6926248	Yes	No
DS571201	EHI_100480	68231	68284	167	242.7325581	223	392.8823115	143	200.4204625	169	193.5409986	Yes	No
DS571201	EHI_100500	70551	70604	9	13.08139535	8	14.0944327	21	29.43237561	19	21.75904718	Yes	No
DS571201	NA	71183	71234	40	58.13953488	49	86.32840028	150	210.2312544	196	224.4617499	No	Yes
DS571202	EHI_015230	14035	14080	97	140.9883721	102	179.7040169	201	281.7098809	214	245.0755841	Yes	No
DS571202	EHI_015230	14322	14371	71	103.1976744	92	162.085976	126	176.5942537	129	147.7324782	Yes	No
DS571202	EHI_015230	14657	14724	65	94.47674419	67	118.0408739	125	175.192712	102	116.811727	Yes	No
DS571202	EHI_015250	20909	20963	78	113.372093	4	7.04721635	45	63.06937631	62	71.0032066	Yes	No
DS571202	EHI_015300	30861	30913	836	1215.116279	473	833.3333333	1091	1529.08199	1146	1312.414109	Yes	No
DS571202	EHI_015420	58964	59017	97	140.9883721	13	22.90345314	97	135.9495445	131	150.0229043	Yes	No
DS571202	EHI_015440	63611	63673	196	284.8837209	230	405.2149401	187	262.0882971	172	196.9766377	Yes	No
DS571203	EHI_134950	5521	5580	16	23.25581395	19	33.47427766	37	51.85704275	29	33.21117728	Yes	No
DS571203	EHI_134950	5740	5786	11	15.98837209	4	7.04721635	29	40.64470918	19	21.75904718	Yes	No
DS571203	NA	6252	6297	9	13.08139535	9	15.85623679	16	22.42466713	28	32.06596427	No	Yes
DS571203	EHI_134970	8550	8602	51	74.12790698	25	44.04510218	67	93.90329362	65	74.43884563	Yes	No
DS571203	EHI_134980	11682	11760	20	29.06976744	24	42.2832981	9	12.61387526	13	14.88776913	Yes	No
DS571203	EHI_135050	30870	30922	24	34.88372093	17	29.95066949	38	53.25858444	29	33.21117728	Yes	No
DS571203	EHI_135050	31349	31407	20	29.06976744	11	19.37984496	45	63.06937631	25	28.63032524	Yes	No
DS571203	EHI_135070	33216	33269	30	43.60465116	25	44.04510218	23	32.235459	22	25.19468621	Yes	No
DS571203	EHI_135070	33503	33578	47	68.31395349	24	42.2832981	29	40.64470918	27	30.92075126	Yes	No
DS571203	EHI_135070	33711	33782	33	47.96511628	29	51.09231853	32	44.84933427	40	45.80852038	Yes	No
DS571203	EHI_135200	55597	55644	79	114.8255814	57	100.422833	72	100.9110021	91	104.2143839	Yes	No
DS571203	NA	56970	57018	22	31.97674419	29	51.09231853	19	26.62929222	21	24.0494732	No	Yes
DS571204	EHI_104940	8801	8845	78	113.372093	31	54.61592671	50	70.07708479	89	101.9239579	Yes	No
DS571204	NA	9446	9499	31	45.05813953	9	15.85623679	5	7.007708479	7	8.016491067	No	Yes
DS571204	EHI_104950	10063	10118	90	130.8139535	27	47.56871036	116	162.5788367	133	152.3133303	Yes	No
DS571204	NA	16806	16872	39	56.68604651	31	54.61592671	35	49.05395936	46	52.67979844	No	Yes
DS571204	NA	20761	20805	123	178.7790698	147	258.9852008	175	245.2697968	201	230.1878149	No	Yes
DS571204	NA	21209	21257	39	56.68604651	12	21.14164905	34	47.65241766	46	52.67979844	No	Yes
DS571204	EHI_105110	21375	21421	138	200.5813953	39	68.71035941	132	185.0035039	135	154.6037563	Yes	No
DS571204	EHI_105190	32075	32135	11	15.98837209	11	19.37984496	5	7.007708479	16	18.32340815	Yes	No
DS571204	EHI_105280	46317	46366	72	104.6511628	60	105.7082452	125	175.192712	148	169.4915254	Yes	No
DS571204	EHI_105290	47048	47096	6	8.720930233	13	22.90345314	22	30.83391731	21	24.0494732	Yes	No
DS571204	EHI_105300	48293	48348	30	43.60465116	12	21.14164905	28	39.24316748	32	36.64681631	Yes	No
DS571204	EHI_105310	49089	49148	10	14.53488372	6	10.57082452	22	30.83391731	19	21.75904718	Yes	No
DS571205	EHI_107040	17922	17970	302	438.9534884	321	565.5391121	208	291.5206727	265	303.4814475	Yes	No
DS571205	EHI_107140	33361	33409	28	40.69767442	15	26.42706131	23	32.235459	29	33.21117728	Yes	No
DS571205	EHI_107140	33570	33622	40	58.13953488	17	29.95066949	33	46.25087596	40	45.80852038	Yes	No
DS571205	EHI_107260	57052	57124	12	17.44186047	13	22.90345314	13	18.22004205	15	17.17819514	Yes	No
DS571206	EHI_188010	10081	10138	17	24.70930233	11	19.37984496	34	47.65241766	53	60.69628951	Yes	No
DS571206	EHI_188020	10782	10833	17	24.70930233	22	38.75968992	41	57.46320953	31	35.5016033	Yes	No
DS571206	EHI_188050	17569	17624	12	17.44186047	8	14.0944327	11	15.41695865	23	26.33989922	Yes	No
DS571206	EHI_188070	19946	19991	182	264.5348837	123	216.7019027	170	238.2620883	226	258.8181402	Yes	No
DS571206	EHI_188080	20230	20296	27	39.24418605	43	75.75757576	24	33.6370007	26	29.77553825	Yes	No
DS571206	EHI_188100	27286	27344	132	191.8604651	60	105.7082452	69	96.70637701	109	124.828218	Yes	No
DS571206	EHI_188100	27836	27891	120	174.4186047	91	160.324172	54	75.68325158	61	69.85799359	Yes	No
DS571206	EHI_188130	32984	33046	21	30.52325581	33	58.13953488	56	78.48633497	89	101.9239579	Yes	No
DS571206	EHI_188250	57972	58029	37	53.77906977	24	42.2832981	72	100.9110021	41	46.95373339	Yes	No
DS571206	EHI_188280	62694	62750	25	36.3372093	38	66.94855532	36	50.45550105	54	61.84150252	Yes	No
DS571207	EHI_169840	12189	12234	244	354.6511628	224	394.6441156	298	417.6594254	400	458.0852038	Yes	No
DS571207	EHI_169840	12283	12330	299	434.5930233	232	408.7385483	371	519.9719692	489	560.0091617	Yes	No
DS571207	EHI_169850	13241	13293	60	87.20930233	22	38.75968992	36	50.45550105	54	61.84150252	Yes	No
DS571207	EHI_169890	23493	23542	8	11.62790698	5	8.809020437	13	18.22004205	11	12.59734311	Yes	No
DS571207	NA	25332	25389	12	17.44186047	10	17.61804087	19	26.62929222	21	24.0494732	No	Yes
DS571207	EHI_169990	36496	36551	120	174.4186047	109	192.0366455	133	186.4050456	176	201.5574897	Yes	No
DS571207	NA	36906	36958	39	56.68604651	78	137.4207188	33	46.25087596	28	32.06596427	No	Yes
DS571207	NA	37152	37196	33	47.96511628	45	79.28118393	39	54.66012614	64	73.29363262	No	Yes
DS571207	NA	37346	37391	16	23.25581395	31	54.61592671	30	42.04625088	40	45.80852038	No	Yes
DS571207	NA	40729	40783	120	174.4186047	157	276.6032417	321	449.8948844	492	563.4448007	No	Yes
DS571207	EHI_170050	46753	46812	107	155.5232558	171	301.2684989	100	140.1541696	132	151.1681173	Yes	No
DS571207	EHI_170160	56871	56917	30	43.60465116	53	93.37561663	34	47.65241766	38	43.51809437	Yes	No
DS571207	EHI_170180	60970	61019	9	13.08139535	9	15.85623679	5	7.007708479	8	9.161704077	Yes	No
DS571208	EHI_030720	5402	5453	82	119.1860465	87	153.2769556	85	119.1310441	146	167.2010994	Yes	No
DS571208	NA	7208	7264	16	23.25581395	10	17.61804087	19	26.62929222	17	19.46862116	No	Yes
DS571208	EHI_030760	14794	14849	500	726.744186	468	824.5243129	823	1153.468816	1020	1168.11727	Yes	No
DS571208	EHI_030840	42481	42528	59	85.75581395	52	91.61381254	90	126.1387526	105	120.247366	Yes	No
DS571208	EHI_030880	54128	54185	34	49.41860465	21	36.99788584	40	56.06166783	63	72.14841961	Yes	No
DS571209	EHI_192450	22852	22911	1091	1585.755814	1278	2251.585624	816	1143.658024	1062	1216.216216	Yes	No
DS571210	EHI_001050	38294	38340	367	533.4302326	284	500.3523608	781	1094.604064	1037	1187.585891	Yes	No
DS571210	EHI_001050	38457	38512	267	388.0813953	125	220.2255109	505	707.7785564	641	734.0815392	Yes	No
DS571210	EHI_001120	48048	48133	26	37.79069767	22	38.75968992	65	91.10021023	76	87.03618873	Yes	No
DS571210	EHI_001120	48280	48366	29	42.15116279	40	70.4721635	122	170.9880869	146	167.2010994	Yes	No
DS571211	EHI_084660	9806	9883	934	1357.55814	688	1212.121212	497	696.5662228	448	513.0554283	Yes	No
DS571211	EHI_084700	16874	16940	13	18.89534884	14	24.66525722	26	36.44008409	38	43.51809437	Yes	No
DS571211	NA	35699	35806	21	30.52325581	10	17.61804087	16	22.42466713	17	19.46862116	No	Yes
DS571211	EHI_084960	40691	40749	30	43.60465116	44	77.51937984	38	53.25858444	51	58.40586349	Yes	No
DS571211	EHI_085010	51740	51796	83	120.6395349	70	123.3262861	92	128.941836	99	113.376088	Yes	No
DS571213	EHI_062460	8124	8196	61	88.6627907	86	151.5151515	164	229.8528381	181	207.2835547	Yes	No
DS571213	EHI_062500	13385	13442	60	87.20930233	53	93.37561663	111	155.5711282	196	224.4617499	Yes	No
DS571213	EHI_062510	13900	13944	7	10.1744186	6	10.57082452	14	19.62158374	18	20.61383417	Yes	No
DS571213	EHI_062510	14737	14798	9	13.08139535	12	21.14164905	10	14.01541696	27	30.92075126	Yes	No
DS571213	EHI_062540	19433	19481	47	68.31395349	22	38.75968992	129	180.7988788	169	193.5409986	Yes	No
DS571213	EHI_062690	34714	34800	99	143.8953488	87	153.2769556	217	304.134548	312	357.306459	Yes	No
DS571214	EHI_164320	19573	19639	82	119.1860465	74	130.3735025	52	72.88016819	44	50.38937242	Yes	No
DS571214	EHI_164320	19744	19808	99	143.8953488	100	176.1804087	60	84.09250175	74	84.74576271	Yes	No
DS571214	EHI_164340	26235	26295	128	186.0465116	209	368.2170543	71	99.50946041	81	92.76225378	Yes	No
DS571214	EHI_164340	26354	26445	185	268.8953488	248	436.9274137	85	119.1310441	116	132.8447091	Yes	No
DS571214	EHI_164340	26503	26564	157	228.1976744	191	336.5045807	79	110.721794	106	121.392579	Yes	No
DS571214	EHI_164420	41205	41253	44	63.95348837	28	49.33051445	31	43.44779257	39	44.66330738	Yes	No
DS571215	EHI_027490	12717	12765	131	190.4069767	115	202.60747	174	243.8682551	249	285.1580394	Yes	No
DS571215	NA	12897	12947	13	18.89534884	7	12.33262861	11	15.41695865	12	13.74255612	No	Yes
DS571215	EHI_027490	12904	12947	169	245.6395349	158	278.3650458	222	311.1422565	318	364.1777371	Yes	No
DS571215	EHI_027520	15629	15687	154	223.8372093	126	221.987315	130	182.2004205	146	167.2010994	Yes	No
DS571215	EHI_027600	25866	25924	214	311.0465116	212	373.5024665	178	249.4744219	283	324.0952817	Yes	No
DS571215	EHI_027610	26337	26399	26	37.79069767	34	59.90133897	41	57.46320953	29	33.21117728	Yes	No
DS571215	EHI_027650	32122	32173	56	81.39534884	33	58.13953488	71	99.50946041	60	68.71278058	Yes	No
DS571215	NA	49985	50031	9	13.08139535	14	24.66525722	6	8.409250175	12	13.74255612	No	Yes
DS571215	EHI_027770	56531	56584	30	43.60465116	41	72.23396758	23	32.235459	19	21.75904718	Yes	No
DS571216	EHI_164790	17226	17287	22	31.97674419	13	22.90345314	17	23.82620883	26	29.77553825	Yes	No
DS571216	EHI_164790	17501	17549	43	62.5	22	38.75968992	25	35.0385424	17	19.46862116	Yes	No
DS571216	EHI_164820	30415	30475	58	84.30232558	41	72.23396758	32	44.84933427	30	34.35639029	Yes	No
DS571216	EHI_164880	38755	38806	53	77.03488372	49	86.32840028	45	63.06937631	94	107.6500229	Yes	No
DS571216	EHI_164880	39037	39098	63	91.56976744	57	100.422833	82	114.9264191	115	131.6994961	Yes	No
DS571216	NA	43430	43489	82	119.1860465	19	33.47427766	96	134.5480028	87	99.63353184	No	Yes
DS571217	EHI_165060	1837	1890	5	7.26744186	13	22.90345314	14	19.62158374	18	20.61383417	Yes	No
DS571217	EHI_165060	2096	2144	16	23.25581395	16	28.1888654	38	53.25858444	23	26.33989922	Yes	No
DS571217	EHI_165170	19081	19141	25	36.3372093	31	54.61592671	18	25.22775053	32	36.64681631	Yes	No
DS571217	NA	19437	19494	60	87.20930233	23	40.52149401	46	64.47091801	70	80.16491067	No	Yes
DS571217	NA	25582	25635	14	20.34883721	12	21.14164905	15	21.02312544	13	14.88776913	No	Yes
DS571217	EHI_165320	53321	53371	7	10.1744186	14	24.66525722	22	30.83391731	24	27.48511223	Yes	No
DS571217	EHI_165330	54068	54125	13	18.89534884	19	33.47427766	16	22.42466713	6	6.871278058	Yes	No
DS571218	EHI_150110	9301	9385	11	15.98837209	4	7.04721635	19	26.62929222	22	25.19468621	Yes	No
DS571218	EHI_150380	27387	27439	229	332.8488372	214	377.0260747	126	176.5942537	116	132.8447091	Yes	No
DS571218	EHI_150510	56448	56493	35	50.87209302	29	51.09231853	73	102.3125438	62	71.0032066	Yes	No
DS571219	EHI_169080	22890	22946	16	23.25581395	49	86.32840028	26	36.44008409	18	20.61383417	Yes	No
DS571219	EHI_169090	25951	25994	34	49.41860465	17	29.95066949	29	40.64470918	59	67.56756757	Yes	No
DS571219	EHI_169230	34487	34554	37	53.77906977	32	56.3777308	34	47.65241766	28	32.06596427	Yes	No
DS571219	EHI_169250	36095	36141	75	109.0116279	73	128.6116984	110	154.1695865	123	140.8612002	Yes	No
DS571219	EHI_169280	42107	42172	398	578.4883721	361	636.0112755	666	933.4267694	963	1102.840128	Yes	No
DS571219	NA	44001	44323	7	10.1744186	8	14.0944327	8	11.21233357	10	11.4521301	No	Yes
DS571219	EHI_169370	60451	60512	8	11.62790698	11	19.37984496	24	33.6370007	18	20.61383417	Yes	No
DS571220	EHI_174100	19055	19101	34	49.41860465	4	7.04721635	31	43.44779257	34	38.93724233	Yes	No
DS571220	EHI_174110	19866	19935	57	82.84883721	91	160.324172	65	91.10021023	113	129.4090701	Yes	No
DS571220	NA	25280	25558	27	39.24418605	37	65.18675123	11	15.41695865	11	12.59734311	No	Yes
DS571220	EHI_174150	28976	29040	62	90.11627907	57	100.422833	106	148.5634198	121	138.5707742	Yes	No
DS571220	NA	33698	33758	5	7.26744186	7	12.33262861	8	11.21233357	6	6.871278058	No	Yes
DS571220	EHI_174220	43919	43971	349	507.2674419	548	965.4686399	557	780.6587246	688	787.9065506	Yes	No
DS571221	EHI_180160	8406	8459	30	43.60465116	48	84.56659619	73	102.3125438	92	105.3595969	Yes	No
DS571221	EHI_180300	17576	17634	26	37.79069767	9	15.85623679	85	119.1310441	79	90.47182776	Yes	No
DS571221	EHI_180430	54806	54865	67	97.38372093	59	103.9464412	116	162.5788367	197	225.6069629	Yes	No
DS571221	EHI_180430	55010	55066	52	75.58139535	44	77.51937984	93	130.3433777	153	175.2175905	Yes	No
DS571222	EHI_136190	12964	13019	140	203.4883721	34	59.90133897	138	193.412754	122	139.7159872	Yes	No
DS571222	EHI_136330	19960	20012	39	56.68604651	48	84.56659619	18	25.22775053	20	22.90426019	Yes	No
DS571222	EHI_136350	24042	24158	451	655.5232558	485	854.4749824	574	804.4849334	818	936.7842419	Yes	No
DS571222	EHI_136410	36452	36501	712	1034.883721	753	1326.638478	557	780.6587246	522	597.801191	Yes	No
DS571222	EHI_136410	36748	36794	567	824.127907	442	778.7174066	625	875.9635599	665	761.5666514	Yes	No
DS571222	NA	38325	38378	16	23.25581395	27	47.56871036	8	11.21233357	14	16.03298213	No	Yes
DS571222	EHI_136460	47330	47387	71	103.1976744	14	24.66525722	98	137.3510862	104	119.102153	Yes	No
DS571223	EHI_157890	6216	6273	225	327.0348837	128	225.5109232	97	135.9495445	153	175.2175905	Yes	No
DS571223	EHI_157890	6434	6559	161	234.0116279	94	165.6095842	83	116.3279608	92	105.3595969	Yes	No
DS571223	EHI_158040	14535	14600	254	369.1860465	297	523.255814	199	278.9067975	210	240.494732	Yes	No
DS571223	EHI_158060	16587	16636	22	31.97674419	31	54.61592671	29	40.64470918	23	26.33989922	Yes	No
DS571223	NA	17266	17329	13	18.89534884	15	26.42706131	9	12.61387526	9	10.30691709	No	Yes
DS571223	EHI_158080	17855	17900	187	271.8023256	37	65.18675123	100	140.1541696	123	140.8612002	Yes	No
DS571223	EHI_158170	30432	30491	25	36.3372093	16	28.1888654	19	26.62929222	16	18.32340815	Yes	No
DS571223	EHI_158190	37149	37196	15	21.80232558	34	59.90133897	11	15.41695865	11	12.59734311	Yes	No
DS571224	EHI_040280	17087	17155	310	450.5813953	361	636.0112755	391	548.0028031	421	482.134677	Yes	No
DS571224	EHI_040290	17493	17544	238	345.9302326	89	156.8005638	274	384.0224247	316	361.887311	Yes	No
DS571224	NA	19864	19913	60	87.20930233	30	52.85412262	8	11.21233357	15	17.17819514	No	Yes
DS571224	EHI_040310	19864	19936	3227	4690.406977	2072	3650.458069	2313	3241.765943	3100	3550.16033	Yes	No
DS571224	EHI_040440	51315	51404	103	149.7093023	5	8.809020437	129	180.7988788	159	182.0888685	Yes	No
DS571224	EHI_040450	53921	53970	127	184.5930233	144	253.6997886	135	189.2081289	163	186.6697206	Yes	No
DS571225	EHI_054500	7734	7801	21	30.52325581	18	31.71247357	37	51.85704275	28	32.06596427	Yes	No
DS571225	EHI_054670	16598	16642	75	109.0116279	68	119.8026779	59	82.69096006	54	61.84150252	Yes	No
DS571225	NA	36129	36175	150	218.0232558	23	40.52149401	79	110.721794	111	127.1186441	No	Yes
DS571225	EHI_054790	36482	36550	95	138.0813953	41	72.23396758	86	120.5325858	79	90.47182776	Yes	No
DS571225	EHI_054840	50468	50516	169	245.6395349	62	109.2318534	106	148.5634198	112	128.2638571	Yes	No
DS571226	NA	14226	14290	16	23.25581395	8	14.0944327	42	58.86475123	43	49.24415941	No	Yes
DS571226	EHI_079850	15124	15176	205	297.9651163	107	188.5130374	175	245.2697968	222	254.2372881	Yes	No
DS571226	EHI_079890	27278	27365	420	610.4651163	245	431.6420014	423	592.8521374	501	573.7517178	Yes	No
DS571226	EHI_079890	27467	27559	260	377.9069767	182	320.6483439	288	403.6440084	305	349.2899679	Yes	No
DS571226	EHI_079900	28961	29010	131	190.4069767	55	96.89922481	111	155.5711282	89	101.9239579	Yes	No
DS571226	EHI_079910	29838	29891	45	65.40697674	47	82.80479211	14	19.62158374	21	24.0494732	Yes	No
DS571227	EHI_005860	7273	7341	162	235.4651163	111	195.5602537	142	199.0189208	180	206.1383417	Yes	No
DS571227	EHI_005870	7814	7895	351	510.1744186	159	280.1268499	308	431.6748423	499	571.4612918	Yes	No
DS571227	EHI_005900	12380	12448	21	30.52325581	36	63.42494715	14	19.62158374	17	19.46862116	Yes	No
DS571227	EHI_005910	13005	13078	576	837.2093023	296	521.4940099	195	273.3006307	227	259.9633532	Yes	No
DS571227	EHI_005920	16516	16571	155	225.2906977	156	274.8414376	130	182.2004205	149	170.6367384	Yes	No
DS571227	NA	22831	22889	99	143.8953488	105	184.9894292	62	86.89558514	115	131.6994961	No	Yes
DS571227	NA	22986	23046	107	155.5232558	119	209.6546864	68	95.30483532	133	152.3133303	No	Yes
DS571227	EHI_005960	23488	23550	206	299.4186047	224	394.6441156	258	361.5977575	350	400.8245534	Yes	No
DS571227	EHI_005980	26191	26232	22	31.97674419	7	12.33262861	14	19.62158374	15	17.17819514	Yes	No
DS571227	NA	27431	27482	23	33.43023256	8	14.0944327	12	16.81850035	8	9.161704077	No	Yes
DS571227	EHI_006090	40635	40714	21	30.52325581	5	8.809020437	12	16.81850035	15	17.17819514	Yes	No
DS571227	EHI_006100	42008	42053	63	91.56976744	92	162.085976	113	158.3742116	140	160.3298213	Yes	No
DS571227	NA	44772	44822	6	8.720930233	7	12.33262861	17	23.82620883	28	32.06596427	No	Yes
DS571227	EHI_006150	52588	52731	18	26.1627907	8	14.0944327	25	35.0385424	36	41.22766835	Yes	No
DS571227	EHI_006160	53344	53400	127	184.5930233	156	274.8414376	145	203.2235459	181	207.2835547	Yes	No
DS571227	EHI_006160	53495	53595	209	303.7790698	236	415.7857646	238	333.5669236	365	418.0027485	Yes	No
DS571227	NA	55638	55689	11	15.98837209	13	22.90345314	18	25.22775053	10	11.4521301	No	Yes
DS571228	EHI_160870	16800	16944	88	127.9069767	14	24.66525722	135	189.2081289	92	105.3595969	Yes	No
DS571228	NA	19507	19582	18	26.1627907	6	10.57082452	12	16.81850035	18	20.61383417	No	Yes
DS571228	EHI_161040	46136	46181	622	904.0697674	644	1134.601832	1085	1520.67274	1585	1815.16262	Yes	No
DS571229	EHI_076790	11600	11659	21	30.52325581	17	29.95066949	25	35.0385424	32	36.64681631	Yes	No
DS571229	EHI_076790	12458	12527	23	33.43023256	6	10.57082452	34	47.65241766	17	19.46862116	Yes	No
DS571229	EHI_076840	16938	16987	263	382.2674419	325	572.5863284	340	476.5241766	368	421.4383875	Yes	No
DS571229	EHI_077230	33037	33095	91	132.2674419	104	183.2276251	125	175.192712	101	115.666514	Yes	No
DS571229	EHI_077240	33847	33894	68	98.8372093	18	31.71247357	81	113.5248774	102	116.811727	Yes	No
DS571230	NA	13079	13137	74	107.5581395	5	8.809020437	75	105.1156272	101	115.666514	No	Yes
DS571230	EHI_188840	24475	24535	54	78.48837209	77	135.6589147	38	53.25858444	42	48.0989464	Yes	No
DS571230	EHI_188870	29520	29565	191	277.6162791	230	405.2149401	183	256.4821303	205	234.768667	Yes	No
DS571230	EHI_188870	29780	29833	409	594.4767442	256	451.0218464	343	480.7288017	476	545.1213926	Yes	No
DS571230	EHI_188900	31366	31416	52	75.58139535	61	107.4700493	61	85.49404345	113	129.4090701	Yes	No
DS571230	EHI_188950	43145	43193	38	55.23255814	45	79.28118393	24	33.6370007	43	49.24415941	Yes	No
DS571230	EHI_188990	50325	50383	41	59.59302326	67	118.0408739	5	7.007708479	18	20.61383417	Yes	No
DS571231	NA	36485	36534	12	17.44186047	11	19.37984496	18	25.22775053	15	17.17819514	No	Yes
DS571231	EHI_048690	42360	42496	74	107.5581395	77	135.6589147	72	100.9110021	44	50.38937242	Yes	No
DS571231	NA	51003	51058	70	101.744186	63	110.9936575	57	79.88787666	71	81.31012368	No	Yes
DS571231	EHI_048720	51479	51535	123	178.7790698	69	121.564482	110	154.1695865	91	104.2143839	Yes	No
DS571232	EHI_074040	16956	17002	76	110.4651163	24	42.2832981	83	116.3279608	93	106.5048099	Yes	No
DS571232	EHI_074100	33501	33555	87	126.4534884	29	51.09231853	107	149.9649615	114	130.5542831	Yes	No
DS571232	EHI_074120	39164	39215	54	78.48837209	22	38.75968992	51	71.47862649	86	98.48831883	Yes	No
DS571232	EHI_074130	40262	40379	51	74.12790698	26	45.80690627	88	123.3356692	60	68.71278058	Yes	No
DS571232	EHI_074140	41687	41789	23	33.43023256	19	33.47427766	16	22.42466713	18	20.61383417	Yes	No
