scaffold_number	gene_id	rna_id	rna_type	rna_start	rna_end	intron_start	intron_end	+/-
DS571145	EHI_153390	EHI_153390A	mRNA	436896	439043	437990	438037	+
DS571500	EHI_157140	EHI_157140A	mRNA	7514	10438	9994	10038	-
DS571287	EHI_136990	EHI_136990A	mRNA	12026	12644	12390	12438	-
DS571156	EHI_182780	EHI_182780A	mRNA	49026	50791	50528	50577	-
DS571152	EHI_049830	EHI_049830A	mRNA	127577	129087	127800	127873	+
DS571711	EHI_163250	EHI_163250A	mRNA	1809	2886	1898	1963	-
DS571711	EHI_163250	EHI_163250A	mRNA	1809	2886	2585	2654	-
DS571155	EHI_092480	EHI_092480A	mRNA	108940	110292	109032	109094	+
DS571155	EHI_092480	EHI_092480A	mRNA	108940	110292	109152	109278	+
DS571155	EHI_092480	EHI_092480A	mRNA	108940	110292	109503	109578	+
DS571155	EHI_092480	EHI_092480A	mRNA	108940	110292	109837	109888	+
DS571363	EHI_062320	EHI_062320A	mRNA	20065	21549	20514	20591	+
DS571291	EHI_179940	EHI_179940A	mRNA	26004	27468	26088	26142	-
DS571246	EHI_163760	EHI_163760A	mRNA	41615	42240	41921	41985	+
DS571376	EHI_143940	EHI_143940A	mRNA	21514	23252	21749	21867	-
DS571231	EHI_048570	EHI_048570A	mRNA	8201	11331	9737	9786	-
DS571231	EHI_048570	EHI_048570A	mRNA	8201	11331	10582	10665	-
DS571153	EHI_023310	EHI_023310A	mRNA	108305	110187	108432	108496	+
DS571211	EHI_084660	EHI_084660A	mRNA	6773	9955	9806	9883	-
DS571227	EHI_006100	EHI_006100A	mRNA	41767	42553	42008	42053	-
DS571242	EHI_109820	EHI_109820A	mRNA	12059	13201	13021	13083	+
DS571176	EHI_051880	EHI_051880A	mRNA	78778	80048	79312	79364	+
DS571353	EHI_101270	EHI_101270A	mRNA	13610	15813	14069	14268	+
DS571232	EHI_074150	EHI_074150A	mRNA	42282	48014	42809	42880	+
DS571265	EHI_193370	EHI_193370A	mRNA	19313	20702	19459	19556	+
DS571265	EHI_193370	EHI_193370A	mRNA	19313	20702	20140	20203	+
DS571265	EHI_193370	EHI_193370A	mRNA	19313	20702	20483	20531	+
DS571175	EHI_177550	EHI_177550A	mRNA	75059	75758	75211	75257	-
DS571175	EHI_177550	EHI_177550A	mRNA	75059	75758	75528	75574	-
DS571278	EHI_058790	EHI_058790A	mRNA	31678	32023	31774	31819	+
DS571291	EHI_179860	EHI_179860A	mRNA	10774	11329	10844	10901	+
DS571386	EHI_097620	EHI_097620A	mRNA	10921	12360	11047	11115	+
DS571386	EHI_097620	EHI_097620A	mRNA	10921	12360	11317	11367	+
DS571160	EHI_125730	EHI_125730A	mRNA	32223	33644	33159	33206	-
DS571195	EHI_004980	EHI_004980A	mRNA	46222	47135	46756	46841	+
DS571148	EHI_012320	EHI_012320A	mRNA	105005	106683	105139	105209	-
DS571148	EHI_012320	EHI_012320A	mRNA	105005	106683	106438	106614	-
DS571145	EHI_153040	EHI_153040A	mRNA	369469	370146	369691	369741	+
DS571279	EHI_111230	EHI_111230A	mRNA	42100	43903	42370	42427	+
DS571165	EHI_198690	EHI_198690A	mRNA	28883	29763	29553	29638	+
DS571198	EHI_024390	EHI_024390A	mRNA	12105	13324	12419	12474	-
DS571191	EHI_194075	EHI_194075A	mRNA	7904	8252	8007	8082	+
DS571195	EHI_004740	EHI_004740A	mRNA	9888	10602	10026	10083	-
DS571196	EHI_064490	EHI_064490A	mRNA	26377	32394	26426	26472	+
DS571196	EHI_064490	EHI_064490A	mRNA	26377	32394	26677	26734	+
DS571145	EHI_151620	EHI_151620A	mRNA	98509	99117	98902	98952	+
DS571295	EHI_082600	EHI_082600A	mRNA	36080	37452	36259	36308	+
DS571186	EHI_000260	EHI_000260A	mRNA	3632	5289	4474	4643	-
DS571146	EHI_148330	EHI_148330A	mRNA	58958	60337	59147	59206	+
DS571275	EHI_081130	EHI_081130A	mRNA	2906	4662	3566	3722	-
DS571601	EHI_195770	EHI_195770A	mRNA	8400	9146	8800	8883	+
DS571187	EHI_138020	EHI_138020A	mRNA	78367	79411	78913	78962	-
DS571187	EHI_138020	EHI_138020A	mRNA	78367	79411	79234	79280	-
DS571247	EHI_016390	EHI_016390A	mRNA	19717	20366	19969	20027	-
DS571162	EHI_155380	EHI_155380A	mRNA	41573	42011	41925	41970	+
DS571205	EHI_107040	EHI_107040A	mRNA	17592	18468	17922	17970	+
DS571172	EHI_014090	EHI_014090A	mRNA	51328	52466	52190	52233	-
DS571213	EHI_062460	EHI_062460A	mRNA	7792	8389	8124	8196	+
DS571818	EHI_042470	EHI_042470A	mRNA	2394	2982	2625	2664	+
DS571145	EHI_152770	EHI_152770A	mRNA	323515	324849	323896	323948	-
DS571145	EHI_152770	EHI_152770A	mRNA	323515	324849	324658	324701	-
DS571248	EHI_200800	EHI_200800A	mRNA	30975	31490	31147	31242	-
DS571281	EHI_122870	EHI_122870A	mRNA	25945	26589	26061	26132	-
DS571269	EHI_141050	EHI_141050A	mRNA	18009	18338	18210	18263	+
DS571736	EHI_066200	EHI_066200A	mRNA	1092	1747	1537	1595	+
DS571183	EHI_117980	EHI_117980A	mRNA	31523	32046	31860	31909	-
DS571539	EHI_063900	EHI_063900A	mRNA	6872	7808	7105	7156	-
DS571175	EHI_177530	EHI_177530A	mRNA	71295	72544	72333	72376	-
DS571201	EHI_100290	EHI_100290A	mRNA	23852	25602	24901	24962	-
DS571235	EHI_086220	EHI_086220A	mRNA	45784	47494	45942	46005	+
DS571260	EHI_139070	EHI_139070A	mRNA	41438	42712	42286	42338	-
DS571260	EHI_139070	EHI_139070A	mRNA	41438	42712	42508	42556	-
DS571324	EHI_011220	EHI_011220A	mRNA	15754	16690	15939	15987	+
DS571731	EHI_160210	EHI_160210A	mRNA	1860	2318	2108	2152	+
DS571162	EHI_155480	EHI_155480A	mRNA	63991	65363	64849	64898	-
DS571145	EHI_151550	EHI_151550A	mRNA	86875	87195	87005	87055	+
DS571175	EHI_176990	EHI_176990A	mRNA	7222	10721	7354	7397	+
DS571210	EHI_001160	EHI_001160A	mRNA	58355	59486	58694	58737	-
DS571210	EHI_001160	EHI_001160A	mRNA	58355	59486	59130	59239	-
DS571346	EHI_108610	EHI_108610A	mRNA	689	1466	1114	1273	-
DS571164	EHI_069210	EHI_069210A	mRNA	39987	41825	41663	41713	-
DS571302	EHI_065350	EHI_065350A	mRNA	33254	34063	33842	33892	-
DS571224	EHI_040280	EHI_040280A	mRNA	16761	17396	17087	17155	+
DS571145	EHI_153680	EHI_153680A	mRNA	486627	487463	487056	487103	+
DS571180	EHI_118490	EHI_118490A	mRNA	20232	21194	20443	20497	-
DS571191	EHI_194470	EHI_194470A	mRNA	48832	50105	49147	49232	+
DS571162	EHI_155610	EHI_155610A	mRNA	85944	87433	87222	87307	-
DS571167	EHI_159510	EHI_159510A	mRNA	38282	40197	39722	39774	-
DS571146	EHI_148480	EHI_148480A	mRNA	85459	86644	85649	85721	+
DS571167	EHI_159700	EHI_159700A	mRNA	61133	61815	61422	61474	+
DS571438	EHI_146540	EHI_146540A	mRNA	10004	10394	10166	10220	-
DS571361	EHI_120320	EHI_120320A	mRNA	13289	14153	13856	13913	-
DS571198	EHI_024520	EHI_024520A	mRNA	40131	40810	40569	40621	+
DS571431	EHI_179380	EHI_179380A	mRNA	14652	14971	14718	14800	+
DS571148	EHI_011910	EHI_011910A	mRNA	28036	28461	28304	28360	+
DS571349	EHI_098720	EHI_098720A	mRNA	396	1561	860	930	-
DS571349	EHI_098720	EHI_098720A	mRNA	396	1561	1262	1495	-
DS571406	EHI_107790	EHI_107790A	mRNA	10937	11578	11330	11383	-
DS571198	EHI_024670	EHI_024670A	mRNA	71031	71945	71120	71173	+
DS571252	EHI_033670	EHI_033670A	mRNA	19884	22407	22260	22383	-
DS571150	EHI_068230	EHI_068230A	mRNA	84177	84909	84207	84256	+
DS571150	EHI_068230	EHI_068230A	mRNA	84177	84909	84317	84365	+
DS571233	EHI_025250	EHI_025250A	mRNA	9372	10362	9718	9763	-
DS571170	EHI_131240	EHI_131240A	mRNA	98267	99364	98413	98468	+
DS571170	EHI_131240	EHI_131240A	mRNA	98267	99364	98811	98859	+
DS571337	EHI_079280	EHI_079280A	mRNA	20211	21658	20364	20426	+
DS571337	EHI_079280	EHI_079280A	mRNA	20211	21658	20736	20802	+
DS571337	EHI_079280	EHI_079280A	mRNA	20211	21658	20907	20997	+
DS571358	EHI_036590	EHI_036590A	mRNA	16282	19390	18860	18905	+
DS571459	EHI_129500	EHI_129500A	mRNA	9510	10010	9895	9948	-
DS571152	EHI_049450	EHI_049450A	mRNA	34935	36030	35396	35447	+
DS571305	EHI_171310	EHI_171310A	mRNA	12214	14174	12274	12326	+
DS571173	EHI_087320	EHI_087320A	mRNA	9361	9993	9917	9979	-
DS571400	EHI_091470	EHI_091470A	mRNA	4553	5325	5190	5239	+
DS571276	EHI_121730	EHI_121730A	mRNA	5085	6068	5616	5663	+
DS571276	EHI_121720	EHI_121720A	mRNA	3822	4605	4026	4074	+
DS571157	EHI_197380	EHI_197380A	mRNA	119864	121909	120034	120096	+
DS571219	EHI_169250	EHI_169250A	mRNA	35688	36193	36095	36141	-
DS571507	EHI_048980	EHI_048980A	mRNA	2448	3969	2487	2550	+
DS571229	EHI_076790	EHI_076790A	mRNA	11216	12887	11600	11659	-
DS571229	EHI_076790	EHI_076790A	mRNA	11216	12887	12062	12148	-
DS571229	EHI_076790	EHI_076790A	mRNA	11216	12887	12458	12527	-
DS571185	EHI_104510	EHI_104510A	mRNA	39693	41090	40428	40464	-
DS571185	EHI_104510	EHI_104510A	mRNA	39693	41090	40845	40894	-
DS571163	EHI_096680	EHI_096680A	mRNA	96492	97819	97331	97377	+
DS571294	EHI_081660	EHI_081660A	mRNA	7811	8189	7998	8040	-
DS571205	EHI_107230	EHI_107230A	mRNA	48731	54731	54121	54232	-
DS571145	EHI_152970	EHI_152970A	mRNA	359792	360961	359932	359978	-
DS571561	EHI_042690	EHI_042690A	mRNA	1744	2367	1764	2048	+
DS571195	EHI_004850	EHI_004850A	mRNA	26140	27048	26386	26430	+
DS571198	EHI_024570	EHI_024570A	mRNA	49067	52235	51251	51299	-
DS571209	EHI_192560	EHI_192560A	mRNA	46417	47875	46763	46821	-
DS571162	EHI_155710	EHI_155710A	mRNA	111436	115520	111752	111813	+
DS571194	EHI_021460	EHI_021460A	mRNA	55381	57576	56114	56182	+
DS571168	EHI_013240	EHI_013240A	mRNA	95143	101253	98594	98641	-
DS571187	EHI_138080	EHI_138080A	mRNA	86552	87214	87045	87095	+
DS571224	EHI_040440	EHI_040440A	mRNA	50858	53659	51315	51404	+
DS571148	EHI_012560	EHI_012560A	mRNA	167783	169035	167937	167992	+
DS571177	EHI_167160	EHI_167160A	mRNA	84980	86786	85100	85157	-
DS571177	EHI_167160	EHI_167160A	mRNA	84980	86786	86533	86580	-
DS571206	EHI_188100	EHI_188100A	mRNA	26974	28282	27286	27344	+
DS571206	EHI_188100	EHI_188100A	mRNA	26974	28282	27836	27891	+
DS571160	EHI_125880	EHI_125880A	mRNA	60984	61860	61041	61088	+
DS571160	EHI_125880	EHI_125880A	mRNA	60984	61860	61149	61203	+
DS571202	EHI_015420	EHI_015420A	mRNA	58816	61143	58964	59017	+
DS571244	EHI_145990	EHI_145990A	mRNA	16188	17709	16233	16584	+
DS571269	EHI_140990	EHI_140990A	mRNA	6736	9473	7141	7184	+
DS571302	EHI_065280	EHI_065280A	mRNA	20311	21265	20993	21071	-
DS571257	EHI_156350	EHI_156350A	mRNA	28283	30152	29878	29938	+
DS571425	EHI_108350	EHI_108350A	mRNA	5455	6284	5672	5724	+
DS571173	EHI_087830	EHI_087830A	mRNA	85064	86310	85720	85769	+
DS571158	EHI_103670	EHI_103670A	mRNA	93039	94068	93220	93277	-
DS571176	EHI_051420	EHI_051420A	mRNA	13335	16136	15895	15951	-
DS571206	EHI_188280	EHI_188280A	mRNA	61659	62906	62694	62750	+
DS571235	EHI_086100	EHI_086100A	mRNA	28633	30146	28935	28984	+
DS571560	EHI_193830	EHI_193830A	mRNA	5955	6788	6258	6304	-
DS571560	EHI_193830	EHI_193830A	mRNA	5955	6788	6623	6689	-
DS571563	EHI_179700	EHI_179700A	mRNA	3114	5223	3851	3938	-
DS571506	EHI_001400	EHI_001400A	mRNA	4115	5151	4835	4926	-
DS571675	EHI_168600	EHI_168600A	mRNA	824	1539	963	1029	-
DS571675	EHI_168600	EHI_168600A	mRNA	824	1539	1403	1454	-
DS571146	EHI_148660	EHI_148660A	mRNA	125713	126408	125954	125998	-
DS571264	EHI_095080	EHI_095080A	mRNA	17140	17700	17566	17619	+
DS571173	EHI_087610	EHI_087610A	mRNA	41726	42345	41885	41934	+
DS571173	EHI_087610	EHI_087610A	mRNA	41726	42345	42167	42241	+
DS571214	EHI_164180	EHI_164180A	mRNA	497	1286	944	1031	+
DS571414	EHI_080750	EHI_080750A	mRNA	16066	16759	16438	16489	+
DS571183	EHI_118010	EHI_118010A	mRNA	34092	35633	35471	35518	-
DS571268	EHI_035260	EHI_035260A	mRNA	43040	44109	43047	43105	+
DS571355	EHI_039200	EHI_039200A	mRNA	6552	7711	7033	7082	-
DS571718	EHI_005460	EHI_005460A	mRNA	3283	3980	3892	3946	-
DS571276	EHI_121880	EHI_121880A	mRNA	34707	36209	34920	35159	+
DS571276	EHI_121880	EHI_121880A	mRNA	34707	36209	35244	35357	+
DS571147	EHI_045490	EHI_045490A	mRNA	157308	159276	158993	159050	-
DS571332	EHI_199990	EHI_199990A	mRNA	8195	9093	8210	8256	+
DS571338	EHI_114790	EHI_114790A	mRNA	11462	12135	11940	11992	+
DS571388	EHI_083590	EHI_083590A	mRNA	4149	5523	4598	4670	-
DS571330	EHI_023880	EHI_023880A	mRNA	29731	30382	29860	29913	-
DS571330	EHI_023880	EHI_023880A	mRNA	29731	30382	30003	30071	-
DS571330	EHI_023880	EHI_023880A	mRNA	29731	30382	30250	30307	-
DS571332	EHI_200030	EHI_200030A	mRNA	15960	16954	16062	16105	+
DS571161	EHI_142220	EHI_142220A	mRNA	116713	118793	118583	118723	-
DS571367	EHI_090420	EHI_090420A	mRNA	13932	16068	15769	15838	+
DS571294	EHI_081710	EHI_081710A	mRNA	13231	14291	13533	13584	-
DS571294	EHI_081710	EHI_081710A	mRNA	13231	14291	13808	13859	-
DS571327	EHI_035950	EHI_035950A	mRNA	15544	18178	15651	15693	+
DS571168	EHI_012940	EHI_012940A	mRNA	14177	17932	17378	17680	-
DS571159	EHI_186990	EHI_186990A	mRNA	73095	75820	73264	73310	+
DS571161	EHI_141790	EHI_141790A	mRNA	33349	34267	33384	33621	-
DS571169	EHI_098490	EHI_098490A	mRNA	83330	83878	83558	83614	-
DS571169	EHI_098490	EHI_098490A	mRNA	83330	83878	83775	83831	-
DS571153	EHI_023000	EHI_023000A	mRNA	51987	52432	52293	52345	+
DS571643	EHI_060760	EHI_060760A	mRNA	3284	4132	3647	3708	-
DS571643	EHI_060760	EHI_060760A	mRNA	3284	4132	4024	4090	-
DS571147	EHI_044490	EHI_044490A	mRNA	6313	7710	7585	7635	+
DS571160	EHI_126290	EHI_126290A	mRNA	136384	137221	136562	136607	+
DS571187	EHI_137960	EHI_137960A	mRNA	65748	71291	71117	71212	-
DS571270	EHI_128190	EHI_128190A	mRNA	38613	39740	39086	39157	+
DS571165	EHI_198970	EHI_198970A	mRNA	80963	81382	81178	81225	-
DS571165	EHI_198970	EHI_198970A	mRNA	80963	81382	81291	81338	-
DS571230	EHI_188870	EHI_188870A	mRNA	29370	29964	29520	29565	-
DS571230	EHI_188870	EHI_188870A	mRNA	29370	29964	29780	29833	-
DS571161	EHI_142110	EHI_142110A	mRNA	93401	94242	94019	94080	+
DS571411	EHI_112860	EHI_112860A	mRNA	9987	10972	10493	10542	-
DS571149	EHI_050890	EHI_050890A	mRNA	134431	135469	134899	134956	-
DS571150	EHI_067970	EHI_067970A	mRNA	31388	41504	31685	31760	+
DS571336	EHI_120870	EHI_120870A	mRNA	6806	8826	8422	8501	-
DS571289	EHI_072080	EHI_072080A	mRNA	24908	26579	25281	25347	+
DS571322	EHI_055720	EHI_055720A	mRNA	15994	17774	16798	16853	+
DS571465	EHI_041050	EHI_041050A	mRNA	2056	3127	2163	2226	+
DS571390	EHI_135770	EHI_135770A	mRNA	16546	16966	16829	16877	+
DS571178	EHI_008210	EHI_008210A	mRNA	87733	88985	88354	88555	-
DS571178	EHI_008210	EHI_008210A	mRNA	87733	88985	88913	88982	-
DS571187	EHI_137900	EHI_137900A	mRNA	53572	54071	53702	53832	+
DS571207	EHI_169940	EHI_169940A	mRNA	28959	32783	31887	31936	-
DS571207	EHI_169940	EHI_169940A	mRNA	28959	32783	32402	32448	-
DS571207	EHI_169940	EHI_169940A	mRNA	28959	32783	32577	32638	-
DS571370	EHI_053480	EHI_053480A	mRNA	14020	16199	15154	15206	-
DS571438	EHI_146510	EHI_146510A	mRNA	4624	5633	4638	4704	+
DS571438	EHI_146510	EHI_146510A	mRNA	4624	5633	4778	4907	+
DS571438	EHI_146510	EHI_146510A	mRNA	4624	5633	5004	5064	+
DS571438	EHI_146510	EHI_146510A	mRNA	4624	5633	5075	5124	+
DS571438	EHI_146510	EHI_146510A	mRNA	4624	5633	5187	5240	+
DS571208	EHI_030740	EHI_030740A	mRNA	7230	9759	8714	8750	-
DS571149	EHI_050590	EHI_050590A	mRNA	66782	68332	66976	67023	-
DS571436	EHI_184210	EHI_184210A	mRNA	219	687	469	529	+
DS571239	EHI_095810	EHI_095810A	mRNA	2503	3758	2570	2671	+
DS571239	EHI_095810	EHI_095810A	mRNA	2503	3758	2921	3044	+
DS571239	EHI_095810	EHI_095810A	mRNA	2503	3758	3551	3608	+
DS571184	EHI_009650	EHI_009650A	mRNA	78535	79684	78573	78629	+
DS571184	EHI_009650	EHI_009650A	mRNA	78535	79684	78766	78821	+
DS571184	EHI_009650	EHI_009650A	mRNA	78535	79684	79398	79450	+
DS571534	EHI_167490	EHI_167490A	mRNA	5765	6142	6060	6119	-
DS571281	EHI_122860	EHI_122860A	mRNA	24825	25724	25453	25500	-
DS571187	EHI_137790	EHI_137790A	mRNA	33211	39316	33393	33442	+
DS571187	EHI_137790	EHI_137790A	mRNA	33211	39316	39095	39153	+
DS571315	EHI_190000	EHI_190000A	mRNA	32139	33506	33187	33333	-
DS571149	EHI_050670	EHI_050670A	mRNA	92204	93466	92453	92521	+
DS571147	EHI_045400	EHI_045400A	mRNA	141500	143340	143134	143177	-
DS571331	EHI_170350	EHI_170350A	mRNA	6851	8185	6943	7003	+
DS571331	EHI_170350	EHI_170350A	mRNA	6851	8185	7061	7180	+
DS571331	EHI_170350	EHI_170350A	mRNA	6851	8185	7405	7478	+
DS571331	EHI_170350	EHI_170350A	mRNA	6851	8185	7737	7781	+
DS571607	EHI_048430	EHI_048430A	mRNA	4387	5102	4487	4587	-
DS571218	EHI_150130	EHI_150130A	mRNA	11290	15321	11547	11609	+
DS571165	EHI_198550	EHI_198550A	mRNA	857	1380	1169	1215	-
DS571175	EHI_177450	EHI_177450A	mRNA	62031	62573	62155	62220	-
DS571175	EHI_177450	EHI_177450A	mRNA	62031	62573	62492	62554	-
DS571356	EHI_185570	EHI_185570A	mRNA	15715	16053	15879	15953	+
DS571235	EHI_086240	EHI_086240A	mRNA	48226	48998	48691	48746	-
DS571218	EHI_150150	EHI_150150A	mRNA	16777	17245	17134	17212	+
DS571146	EHI_148910	EHI_148910A	mRNA	180997	184519	184294	184360	-
DS571618	EHI_135940	EHI_135940A	mRNA	6157	6962	6715	6776	-
DS571388	EHI_083640	EHI_083640A	mRNA	15017	16438	15190	15234	-
DS571388	EHI_083640	EHI_083640A	mRNA	15017	16438	15988	16047	-
DS571244	EHI_146180	EHI_146180A	mRNA	41779	42592	41968	42100	-
DS571225	EHI_054650	EHI_054650A	mRNA	13408	13851	13743	13802	+
DS572553	EHI_157670	EHI_157670A	mRNA	19	722	77	123	+
DS571184	EHI_009390	EHI_009390A	mRNA	13637	15189	13906	13976	+
DS571154	EHI_178700	EHI_178700A	mRNA	67213	68403	67472	67555	+
DS571679	EHI_135580	EHI_135580A	mRNA	2189	2637	2330	2445	-
DS571163	EHI_096180	EHI_096180A	mRNA	7352	8027	7566	7644	+
DS571164	EHI_069420	EHI_069420A	mRNA	88545	89453	89057	89107	-
DS571164	EHI_069420	EHI_069420A	mRNA	88545	89453	89184	89255	-
DS571400	EHI_091490	EHI_091490A	mRNA	7227	8007	7275	7324	+
DS571400	EHI_091490	EHI_091490A	mRNA	7227	8007	7514	7566	+
DS571331	EHI_170450	EHI_170450A	mRNA	19565	20265	20042	20112	+
DS571919	EHI_015110	EHI_015110A	mRNA	182	996	224	273	-
DS571146	EHI_148390	EHI_148390A	mRNA	66745	68057	67039	67089	-
DS571146	EHI_148390	EHI_148390A	mRNA	66745	68057	67906	67958	-
DS571145	EHI_151690	EHI_151690A	mRNA	122498	123411	123248	123303	+
DS571297	EHI_142700	EHI_142700A	mRNA	6514	7347	6817	6863	-
DS571297	EHI_142700	EHI_142700A	mRNA	6514	7347	7182	7248	-
DS571384	EHI_192730	EHI_192730A	mRNA	2275	2975	2332	2379	-
DS571384	EHI_192730	EHI_192730A	mRNA	2275	2975	2617	2666	-
DS571280	EHI_001890	EHI_001890A	mRNA	24183	24776	24507	24578	+
DS571194	EHI_021230	EHI_021230A	mRNA	7557	9003	7812	7890	+
DS571154	EHI_179060	EHI_179060A	mRNA	137545	139747	138679	138829	-
DS571192	EHI_065780	EHI_065780A	mRNA	59142	59574	59455	59506	-
DS571224	EHI_040310	EHI_040310A	mRNA	19720	20417	19864	19936	+
DS571231	EHI_048690	EHI_048690A	mRNA	42108	42862	42360	42496	+
DS571218	EHI_150380	EHI_150380A	mRNA	26910	28042	27387	27439	+
DS571215	EHI_027770	EHI_027770A	mRNA	56479	58032	56531	56584	-
DS571191	EHI_194440	EHI_194440A	mRNA	45105	45684	45310	45361	-
DS571245	EHI_052750	EHI_052750A	mRNA	10773	11289	10911	10959	+
DS571245	EHI_052750	EHI_052750A	mRNA	10773	11289	11164	11211	+
DS571188	EHI_124510	EHI_124510A	mRNA	56627	57341	56988	57093	+
DS571149	EHI_050840	EHI_050840A	mRNA	126841	128194	127982	128024	+
DS571169	EHI_098530	EHI_098530A	mRNA	93819	94712	94122	94178	+
DS571169	EHI_098530	EHI_098530A	mRNA	93819	94712	94551	94601	+
DS571147	EHI_045190	EHI_045190A	mRNA	108957	109518	109095	109138	+
DS571147	EHI_045190	EHI_045190A	mRNA	108957	109518	109307	109365	+
DS571177	EHI_166930	EHI_166930A	mRNA	36134	37920	36266	36302	+
DS571177	EHI_166930	EHI_166930A	mRNA	36134	37920	36488	36542	+
DS571193	EHI_134630	EHI_134630A	mRNA	36053	38266	36266	36319	+
DS571352	EHI_058070	EHI_058070A	mRNA	13383	14484	13624	13672	+
DS571168	EHI_013250	EHI_013250A	mRNA	101466	102151	101750	101800	-
DS571178	EHI_008060	EHI_008060A	mRNA	59298	60849	59632	59710	+
DS571190	EHI_038880	EHI_038880A	mRNA	39414	40437	39546	39600	+
DS571311	EHI_139420	EHI_139420A	mRNA	19793	22933	20003	20062	+
DS571148	EHI_012380	EHI_012380A	mRNA	125669	126500	126127	126238	+
DS571159	EHI_186860	EHI_186860A	mRNA	52902	55069	53022	53077	+
DS571159	EHI_186860	EHI_186860A	mRNA	52902	55069	53557	53637	+
DS571227	EHI_006090	EHI_006090A	mRNA	38968	40901	40635	40714	-
DS571167	EHI_159190	EHI_159190A	mRNA	17037	18698	17753	17866	-
DS571204	EHI_105300	EHI_105300A	mRNA	47623	48590	48293	48348	-
DS571305	EHI_171290	EHI_171290A	mRNA	8961	11534	9101	9144	+
DS571305	EHI_171290	EHI_171290A	mRNA	8961	11534	9396	9480	+
DS571305	EHI_171290	EHI_171290A	mRNA	8961	11534	11243	11326	+
DS571176	EHI_051860	EHI_051860A	mRNA	76822	77290	77197	77266	+
DS571148	EHI_012030	EHI_012030A	mRNA	51275	51916	51749	51841	-
DS571308	EHI_184500	EHI_184500A	mRNA	6237	13895	6381	6435	+
DS571308	EHI_184500	EHI_184500A	mRNA	6237	13895	6637	6722	+
DS571160	EHI_126230	EHI_126230A	mRNA	124630	127643	125062	125108	+
DS571362	EHI_162180	EHI_162180A	mRNA	2094	3652	2246	2298	-
DS571157	EHI_196960	EHI_196960A	mRNA	24743	26151	24926	24988	-
DS571157	EHI_196960	EHI_196960A	mRNA	24743	26151	25826	25884	-
DS571487	EHI_046390	EHI_046390A	mRNA	9711	10432	9717	9769	+
DS571215	EHI_027490	EHI_027490A	mRNA	12224	13001	12717	12765	-
DS571215	EHI_027490	EHI_027490A	mRNA	12224	13001	12904	12947	-
DS571158	EHI_103680	EHI_103680A	mRNA	94141	95027	94744	94787	-
DS571186	EHI_000480	EHI_000480A	mRNA	30918	32633	32334	32408	-
DS571356	EHI_185430	EHI_185430A	mRNA	6097	8509	7604	7955	-
DS571191	EHI_194370	EHI_194370A	mRNA	37173	38087	37596	37649	+
DS571158	EHI_103880	EHI_103880A	mRNA	140593	141521	141298	141344	+
DS571269	EHI_141110	EHI_141110A	mRNA	27999	34184	31517	31561	-
DS571320	EHI_044170	EHI_044170A	mRNA	13228	14685	13808	13879	-
DS571145	EHI_152700	EHI_152700A	mRNA	312193	312548	312213	312271	-
DS571260	EHI_138980	EHI_138980A	mRNA	28787	29498	29162	29237	-
DS571163	EHI_096330	EHI_096330A	mRNA	30338	31215	30734	30783	+
DS571236	EHI_106250	EHI_106250A	mRNA	21636	23004	22688	22739	-
DS571153	EHI_023120	EHI_023120A	mRNA	73149	74752	73407	73462	+
DS571239	EHI_095920	EHI_095920A	mRNA	40226	40570	40300	40446	-
DS571203	EHI_134980	EHI_134980A	mRNA	9308	11927	11682	11760	-
DS571230	EHI_188900	EHI_188900A	mRNA	31218	31610	31366	31416	-
DS571169	EHI_098360	EHI_098360A	mRNA	46172	50503	50283	50327	-
DS571569	EHI_064100	EHI_064100A	mRNA	2935	6914	3168	3211	-
DS571201	EHI_100480	EHI_100480A	mRNA	67639	68395	67911	67977	+
DS571201	EHI_100480	EHI_100480A	mRNA	67639	68395	68231	68284	+
DS571431	EHI_179320	EHI_179320A	mRNA	5054	6589	6190	6246	-
DS571148	EHI_012100	EHI_012100A	mRNA	60186	61705	60689	60735	+
DS571207	EHI_170160	EHI_170160A	mRNA	56533	57140	56871	56917	+
DS571260	EHI_138960	EHI_138960A	mRNA	27247	27799	27476	27518	-
DS571260	EHI_138960	EHI_138960A	mRNA	27247	27799	27702	27746	-
DS571225	EHI_054500	EHI_054500A	mRNA	7281	8026	7734	7801	+
DS571349	EHI_098730	EHI_098730A	mRNA	3312	4053	3865	3910	+
DS571254	EHI_140130	EHI_140130A	mRNA	2022	6145	2266	2323	-
DS571254	EHI_140130	EHI_140130A	mRNA	2022	6145	5773	5830	-
DS571186	EHI_000580	EHI_000580A	mRNA	44673	45526	45390	45445	+
DS571150	EHI_068410	EHI_068410A	mRNA	114592	116140	115056	115104	+
DS571230	EHI_188990	EHI_188990A	mRNA	50187	54640	50194	50264	-
DS571230	EHI_188990	EHI_188990A	mRNA	50187	54640	50325	50383	-
DS571230	EHI_188990	EHI_188990A	mRNA	50187	54640	50648	50826	-
DS571230	EHI_188990	EHI_188990A	mRNA	50187	54640	54391	54461	-
DS571362	EHI_162340	EHI_162340A	mRNA	16630	18506	16769	16821	+
DS571238	EHI_053090	EHI_053090A	mRNA	23717	25116	23746	23831	+
DS571332	EHI_199960	EHI_199960A	mRNA	5800	6802	5927	5972	+
DS571150	EHI_068700	EHI_068700A	mRNA	166331	168441	166361	166428	-
