scaffold_number	intron_start	intron_end	orf_rep1_reads(u)	orf_rep1_reads(m)	orf_rep2_reads(u)	orf_rep2_reads(m)
DS571315	24657	24797	103	0	25	0
DS571315	28658	28707	180	0	139	0
DS571315	30189	30235	3	0	3	0
DS571315	33187	33246	5	0	3	0
DS571316	4734	4781	14	0	13	0
DS571316	5289	5337	27	0	58	0
DS571316	5569	5639	1	0	1	0
DS571316	5593	5639	50	0	64	0
DS571316	12022	12075	648	0	509	0
DS571316	26041	26111	20	0	8	0
DS571316	29610	29661	103	0	115	0
DS571316	32808	32870	3	0	4	0
DS571317	3965	4018	131	0	55	0
DS571317	4323	4382	212	0	54	0
DS571317	5633	5680	14	0	19	0
DS571317	5746	5793	19	0	23	0
DS571317	7936	7985	1	0	7	0
DS571317	8469	8519	2	0	1	0
DS571317	20853	20907	14	0	5	0
DS571317	22732	22784	4	0	4	0
DS571317	23801	23866	17	0	14	0
DS571318	2016	2086	22	0	43	0
DS571318	20599	20717	1	0	5	0
DS571318	31528	31591	1	0	2	0
DS571319	14853	14931	88	0	97	0
DS571319	15854	15981	50	0	22	0
DS571319	16235	16302	68	0	27	0
DS571320	1988	2041	26	0	12	0
DS571320	2448	2502	11	0	3	0
DS571320	26568	26611	16	0	9	0
DS571320	27955	28011	18	0	13	0
DS571321	6613	6690	9	0	4	0
DS571321	6853	6919	4	0	9	0
DS571322	11444	11491	1	0	1	0
DS571322	11444	11652	267	0	171	0
DS571322	16798	16853	29	0	7	0
DS571322	19258	19304	25	0	5	0
DS571323	8461	8512	6	0	7	0
DS571323	8583	8627	20	0	21	0
DS571323	14316	14451	22	0	23	0
DS571323	17264	17320	649	0	180	0
DS571323	18055	18110	2	0	1	0
DS571323	27749	27851	1052	0	413	0
DS571323	27749	27856	7	0	2	0
DS571324	15939	15987	26	0	17	0
DS571326	8698	8766	2	0	1	0
DS571326	11494	11546	3	0	1	0
DS571326	15225	15362	4	0	5	0
DS571326	18249	18312	12	0	6	0
DS571326	18917	18966	11	0	5	0
DS571326	19975	20039	7	0	5	0
DS571326	24343	24415	66	0	117	0
DS571327	3367	3472	4	0	1	0
DS571327	11102	11150	22	0	9	0
DS571327	12107	12155	26	0	26	0
DS571327	13057	13099	36	0	18	0
DS571327	13307	13383	64	0	25	0
DS571327	13770	13825	6	0	3	0
DS571327	15651	15693	11	0	2	0
DS571327	19547	19591	81	0	67	0
DS571327	25214	25276	6	0	4	0
DS571328	19037	19093	169	0	12	0
DS571329	7857	7946	1	0	1	0
DS571329	8701	8756	25	0	16	0
DS571329	8918	8976	23	0	10	0
DS571329	13186	13242	26	0	23	0
DS571329	13288	13341	27	0	22	0
DS571330	10924	10976	15	0	36	0
DS571330	13618	13664	10	0	1	0
DS571330	14209	14264	40	0	6	0
DS571330	14429	14481	29	0	1	0
DS571330	20057	20116	2	0	2	0
DS571330	24931	25007	2	0	2	0
DS571330	29860	29913	65	0	81	0
DS571330	30003	30071	89	0	87	0
DS571330	30250	30307	66	0	35	0
DS571331	2358	2414	98	0	36	0
DS571331	2761	2804	73	0	11	0
DS571331	6491	6551	2	0	2	0
DS571331	6943	7003	35	0	18	0
DS571331	6943	7005	2	0	2	0
DS571331	7061	7180	50	0	32	0
DS571331	7405	7478	15	0	13	0
DS571331	7737	7781	13	0	6	0
DS571331	10903	10966	22	0	10	0
DS571331	14056	14115	9	0	5	0
DS571331	19148	19201	3	0	3	0
DS571331	20042	20112	16	0	8	0
DS571331	21973	22036	200	0	85	0
DS571332	5927	5972	158	0	58	0
DS571332	8201	8256	227	0	99	0
DS571332	14696	14763	52	0	51	0
DS571332	15387	15439	9	0	11	0
DS571332	16062	16105	27	0	6	0
DS571332	28905	28961	219	0	307	0
DS571332	30856	30908	175	0	14	0
DS571335	18735	18781	5	0	7	0
DS571335	26041	26092	4	0	3	0
DS571336	4402	4457	16	0	1	0
DS571336	8422	8501	21	0	1	0
DS571336	18351	18395	33	0	7	0
DS571337	15036	15080	8	0	2	0
DS571337	15362	15413	5	0	2	0
DS571337	15978	16025	28	0	22	0
DS571337	16564	16616	48	0	12	0
DS571337	16659	16714	34	0	7	0
DS571337	16988	17038	38	0	10	0
DS571337	17417	17475	31	0	24	0
DS571337	17886	17934	59	0	73	0
DS571337	19465	19517	21	0	28	0
DS571337	20352	20463	2	0	1	0
DS571337	20364	20426	121	0	49	0
DS571337	20736	20802	47	0	47	0
DS571337	20907	20997	34	0	44	0
DS571337	26576	26632	10	0	22	0
DS571337	26919	26995	7	0	4	0
DS571337	27100	27152	15	0	4	0
DS571337	27465	27512	9	0	8	0
DS571338	3512	3570	9	0	11	0
DS571338	3581	3740	3	0	4	0
DS571338	9003	9134	1	0	1	0
DS571338	11940	11992	64	0	68	0
DS571338	12140	12207	4	0	4	0
DS571339	8841	8899	24	0	16	0
DS571339	22867	22926	2	0	3	0
DS571339	26510	26568	47	0	39	0
DS571339	27315	27384	13	0	13	0
DS571339	29122	29191	16	0	13	0
DS571340	11776	11822	2	0	2	0
DS571341	18868	18917	3	0	2	0
DS571342	13113	13240	1	0	1	0
DS571342	15014	15074	57	0	74	0
DS571343	1542	1598	2	0	1	0
DS571344	12529	12582	40	0	35	0
DS571344	12714	12792	7	0	5	0
DS571344	21242	21312	3	0	3	0
DS571344	24817	24880	4	0	8	0
DS571344	24944	24999	8	0	7	0
DS571345	3617	3660	29	0	11	0
DS571345	7630	7683	158	0	29	0
DS571345	7878	7940	71	0	16	0
DS571345	10249	10313	12	0	14	0
DS571345	22698	22759	11	0	20	0
DS571346	1114	1273	2444	0	1590	0
DS571346	5992	6050	90	0	127	0
DS571346	8070	8128	1	0	1	0
DS571346	11554	11640	1	0	1	0
DS571346	13488	13547	117	0	16	0
DS571346	27507	27556	38	0	14	0
DS571347	5754	5809	37	0	28	0
DS571347	9573	9628	39	0	24	0
DS571347	9746	9789	30	0	15	0
DS571347	16368	16464	151	0	132	0
DS571347	16753	16809	6	0	6	0
DS571347	17832	17934	1	0	1	0
DS571347	20084	20145	22	0	12	0
DS571349	3865	3910	26	0	31	0
DS571349	8204	8270	2	0	1	0
DS571349	8864	8921	3	0	2	0
DS571349	24351	24411	143	0	49	0
DS571349	26454	26527	26	0	11	0
DS571349	26652	26698	38	0	10	0
DS571350	1647	1725	4	0	6	0
DS571351	987	1048	69	0	97	0
DS571351	15858	15928	53	0	13	0
DS571351	17072	17130	33	0	45	0
DS571351	18124	18182	99	0	32	0
DS571351	22027	22083	43	0	45	0
DS571352	13296	13346	8	0	11	0
DS571352	13624	13672	42	0	18	0
DS571352	17169	17221	43	0	81	0
DS571353	10460	10511	5	0	1	0
DS571353	10460	10527	42	0	24	0
DS571353	11863	11994	76	0	149	0
DS571353	14069	14148	27	0	16	0
DS571353	14195	14260	25	0	16	0
DS571353	14695	14776	3	0	1	0
DS571353	15980	16035	2	0	1	0
DS571353	23962	24009	238	0	34	0
DS571355	7033	7082	109	0	93	0
DS571355	9477	9530	3	0	4	0
DS571356	9076	9164	87	0	17	0
DS571356	9947	10007	1	0	1	0
DS571356	15879	15992	21	0	26	0
DS571356	16972	17018	23	0	6	0
DS571356	17243	17319	9	0	2	0
DS571357	5327	5374	4	0	3	0
DS571357	5684	5736	8	0	4	0
DS571357	13000	13129	1	0	1	0
DS571357	13801	13862	15	0	27	0
DS571357	14034	14087	12	0	14	0
DS571357	22295	22351	2	0	2	0
DS571358	13852	13900	7	0	7	0
DS571358	14238	14307	10	0	12	0
DS571358	18860	18905	2	0	1	0
DS571358	20209	20263	2	0	2	0
DS571359	21324	21451	10	0	10	0
DS571360	25198	25242	45	0	62	0
DS571361	10567	10612	224	0	179	0
DS571361	10777	10883	2	0	2	0
DS571361	12088	12295	9	0	2	0
DS571361	12105	12408	1	0	1	0
DS571361	12176	12295	26	0	8	0
DS571361	12190	12303	13	0	6	0
DS571361	12662	12989	1	0	1	0
DS571361	13856	13913	219	0	262	0
DS571361	25382	25439	4	0	5	0
DS571362	2246	2298	11	0	6	0
DS571362	16769	16821	33	0	27	0
DS571365	6820	6870	79	0	29	0
DS571365	8665	8722	28	0	21	0
DS571365	10366	10431	25	0	35	0
DS571367	6048	6116	60	0	86	0
DS571367	15643	15707	4	0	1	0
DS571367	15769	15838	1	0	4	0
DS571368	8145	8192	90	0	60	0
DS571368	14115	14165	2	0	1	0
DS571368	18970	19021	2	0	1	0
DS571370	4275	4348	95	0	67	0
DS571370	5639	5707	252	0	264	0
DS571370	5649	5707	10	0	4	0
DS571370	6409	6462	41	0	53	0
DS571370	7525	7603	7	0	1	0
DS571370	9063	9123	5	0	1	0
DS571370	15154	15206	3	0	2	0
DS571370	21532	21579	39	0	14	0
DS571371	4144	4192	20	0	5	0
DS571371	23779	23830	134	0	119	0
DS571372	4158	4215	267	0	257	0
DS571372	12003	12082	85	0	85	0
DS571373	5457	5522	3	0	4	0
DS571373	6969	7013	255	0	262	0
DS571373	7794	7836	3	0	4	0
DS571373	12865	12911	117	0	77	0
DS571373	13519	13576	8	0	10	0
DS571373	19332	19400	25	0	34	0
DS571373	20981	21036	20	0	46	0
DS571374	3300	3344	28	0	46	0
DS571374	18031	18092	58	0	52	0
DS571376	1955	2007	18	0	11	0
DS571376	6511	6575	2	0	2	0
DS571377	6804	6850	117	0	58	0
DS571377	10891	10940	5	0	5	0
DS571377	13611	13661	26	0	16	0
DS571378	4046	4128	288	0	286	0
DS571378	7274	7333	4	0	8	0
DS571379	7925	7954	1	0	6	0
DS571379	8606	8709	2	0	2	0
DS571379	19532	19621	16	0	13	0
DS571380	847	942	3	0	6	0
DS571380	847	966	2	0	3	0
DS571380	847	990	4	0	11	0
DS571380	847	1014	25	0	25	0
DS571380	871	942	3	0	4	0
DS571380	871	990	9	0	11	0
DS571380	871	1014	32	0	33	0
DS571380	888	1031	3	0	4	0
DS571380	919	942	2	0	4	0
DS571380	919	966	3	0	3	0
DS571380	919	990	5	0	4	0
DS571380	919	1014	61	0	75	0
DS571380	3613	3672	1	0	1	0
DS571380	14501	14551	1	0	4	0
DS571380	15174	15230	5	0	3	0
DS571380	20443	20519	2	0	1	0
DS571380	21922	21983	34	0	26	0
DS571381	1889	1934	1	0	1	0
DS571381	3568	3620	585	0	269	0
DS571381	3568	3624	1	0	2	0
DS571381	7723	7781	1	0	1	0
DS571381	13771	13824	27	0	25	0
DS571381	19678	19778	11	0	8	0
DS571382	9617	9707	202	0	164	0
DS571382	9865	9941	6	0	5	0
DS571382	13864	14049	1	0	1	0
DS571382	22069	22113	2	0	2	0
DS571383	6326	6415	1	0	6	0
DS571383	6326	6552	368	0	408	0
DS571383	19266	19313	2	0	3	0
DS571384	2332	2379	1	0	1	0
DS571384	3368	3433	111	0	84	0
DS571384	6204	6265	4	0	7	0
DS571384	9618	9796	175	0	95	0
DS571384	9914	10083	1	0	1	0
DS571385	23219	23264	39	0	33	0
DS571386	8601	8650	26	0	22	0
DS571386	9236	9299	56	0	65	0
DS571386	11047	11093	3	0	1	0
DS571386	11047	11115	24	0	3	0
DS571386	11317	11367	13	0	9	0
DS571386	16680	16744	19	0	12	0
DS571387	5252	5342	71	0	91	0
DS571387	5268	5342	1	0	3	0
DS571387	10918	10980	3	0	4	0
DS571387	19391	19444	4	0	1	0
DS571388	9967	10053	2	0	2	0
DS571388	15190	15234	3	0	5	0
DS571388	16869	16939	14	0	22	0
DS571389	5249	5431	1	0	1	0
DS571389	19668	19738	104	0	70	0
DS571390	5979	6030	57	0	19	0
DS571390	16247	16299	146	0	131	0
DS571390	16829	16877	29	0	46	0
DS571390	16833	16877	1	0	2	0
DS571390	20577	20633	40	0	7	0
DS571390	20790	21014	46	0	5	0
DS571390	21991	22039	39	0	23	0
DS571390	22148	22192	45	0	32	0
DS571392	3121	3183	170	0	84	0
DS571393	5394	5439	79	0	80	0
DS571393	10511	10583	11	0	5	0
DS571394	16565	16627	1	0	1	0
DS571394	16567	16627	42	0	56	0
DS571394	16917	16990	55	0	44	0
DS571396	5210	5279	41	0	35	0
DS571396	11450	11583	79	0	38	0
DS571397	9766	9867	33	0	13	0
DS571397	9952	10059	50	0	15	0
DS571397	9975	10059	2	0	2	0
DS571397	10017	10059	2	0	1	0
DS571397	13647	13702	6	0	9	0
DS571397	17858	18038	2	0	1	0
DS571397	17858	18059	2408	0	1197	0
DS571398	4833	4880	2	0	3	0
DS571398	13705	13859	78	0	10	0
DS571398	16081	16139	49	0	44	0
DS571399	9641	9681	1	0	1	0
DS571400	4217	4280	49	0	9	0
DS571400	5190	5239	14	0	12	0
DS571400	7275	7324	160	0	78	0
DS571400	7514	7566	99	0	69	0
DS571400	16268	16315	20	0	38	0
DS571400	16445	16489	21	0	44	0
DS571400	18156	18205	36	0	41	0
DS571401	5965	6015	9	0	5	0
DS571401	6470	6536	73	0	17	0
DS571401	16365	16426	59	0	28	0
DS571402	7257	7305	29	0	28	0
DS571402	13090	13140	45	0	9	0
DS571403	17565	17615	145	0	203	0
DS571403	18026	18127	18	0	43	0
DS571405	1643	1699	169	0	58	0
DS571405	2271	2334	10	0	8	0
DS571405	2496	2557	22	0	11	0
DS571405	5444	5509	6	0	9	0
DS571405	16188	16241	1	0	2	0
DS571406	11330	11383	50	0	36	0
DS571406	11596	11688	32	0	17	0
DS571406	13700	13751	14	0	16	0
DS571408	3966	4035	61	0	53	0
DS571408	4361	4410	31	0	54	0
DS571408	4584	4643	9	0	8	0
DS571408	8394	8454	9	0	5	0
DS571408	10793	10836	162	0	108	0
DS571408	12551	12598	5	0	7	0
DS571410	9429	9482	2	0	1	0
DS571411	5294	5351	234	0	169	0
DS571411	10493	10542	4	0	2	0
DS571411	13416	13481	24	0	15	0
DS571413	12388	12443	23	0	14	0
DS571413	15616	15663	10	0	3	0
DS571413	15616	15697	1	0	2	0
DS571414	10814	10871	430	0	520	0
DS571414	15673	15721	123	0	27	0
DS571414	16438	16489	87	0	83	0
DS571416	5518	5572	13	0	7	0
DS571416	5960	6007	5	0	7	0
DS571416	6240	6325	2	0	1	0
DS571416	8085	8133	11	0	14	0
DS571416	16650	16710	99	0	57	0
DS571417	12672	12720	5	0	5	0
DS571418	4663	4708	14	0	10	0
DS571418	7928	7980	9	0	1	0
DS571418	10225	10266	1	0	1	0
DS571418	10953	11004	29	0	9	0
DS571421	6743	6798	2	0	5	0
DS571422	5963	6007	69	0	60	0
DS571422	6808	6885	55	0	47	0
DS571422	7183	7250	296	0	295	0
DS571423	8171	8224	17	0	29	0
DS571424	12511	12568	80	0	75	0
DS571425	11346	11413	3	0	4	0
DS571425	17908	17956	1	0	1	0
DS571425	19053	19096	3	0	2	0
DS571426	16253	16304	2	0	2	0
DS571427	3975	4023	40	0	27	0
DS571427	4390	4444	73	0	73	0
DS571429	4979	5107	1	0	1	0
DS571429	11590	11647	48	0	21	0
DS571429	11590	11654	1	0	1	0
DS571430	11298	11357	153	0	131	0
DS571430	16035	16095	4	0	2	0
DS571430	17332	17411	59	0	10	0
DS571430	17827	17885	8	0	11	0
DS571430	17827	18010	9	0	15	0
DS571430	18322	18381	368	0	389	0
DS571431	497	549	301	0	230	0
DS571431	6190	6246	117	0	46	0
DS571431	10942	10994	20	0	13	0
DS571431	12413	12466	5	0	7	0
DS571431	12553	12632	11	0	5	0
DS571431	14718	14796	5	0	3	0
DS571431	14718	14800	132	0	177	0
DS571431	15194	15248	505	0	525	0
DS571431	16807	16851	1	0	3	0
DS571432	6530	6624	3	0	3	0
DS571432	6568	6624	31	0	23	0
DS571432	6571	6624	7	0	8	0
DS571432	8156	8239	3	0	1	0
DS571432	8183	8239	7	0	3	0
DS571436	10725	10773	13	0	15	0
DS571436	10886	10945	18	0	23	0
DS571436	11055	11099	10	0	12	0
DS571436	11691	11740	4	0	2	0
DS571437	15400	15451	39	0	4	0
DS571438	2573	2627	2	0	1	0
DS571438	4638	4704	32	0	12	0
DS571438	4755	4907	2	0	1	0
DS571438	4778	4907	279	0	105	0
DS571438	5004	5064	14	0	5	0
DS571438	5187	5240	295	0	170	0
DS571438	5751	5805	37	0	47	0
DS571438	10166	10220	115	0	99	0
DS571439	9346	9407	3	0	6	0
DS571439	11487	11544	14	0	4	0
DS571439	13061	13124	8	0	6	0
DS571439	13491	13538	56	0	60	0
DS571439	13822	13872	125	0	144	0
DS571440	7314	7375	42	0	21	0
DS571441	12425	12481	48	0	38	0
DS571442	6359	6411	2	0	1	0
DS571443	9585	9653	1	0	1	0
DS571444	2809	2860	26	0	22	0
DS571446	9848	9902	29	0	25	0
DS571447	2831	2902	27	0	2	0
DS571448	8287	8338	13	0	3	0
DS571448	8432	8485	14	0	5	0
DS571451	14833	14886	4	0	2	0
DS571452	6486	6540	5	0	1	0
DS571452	11683	11745	98	0	106	0
DS571453	3199	3302	1	0	1	0
DS571453	6829	6887	3	0	3	0
DS571453	12033	12080	2	0	1	0
DS571459	9895	9948	427	0	427	0
DS571463	12693	12738	8	0	3	0
DS571463	14950	15036	276	0	169	0
DS571466	12526	12576	22	0	20	0
DS571466	13007	13069	10	0	2	0
DS571471	1963	2056	2	0	2	0
DS571471	1999	2056	210	0	73	0
DS571471	9263	9311	2	0	2	0
DS571475	389	432	1	0	3	0
DS571480	14459	14484	7	0	8	0
DS571480	14884	14989	30	0	32	0
DS571481	9668	9773	2502	0	1848	0
DS571481	11988	12034	21	0	11	0
DS571481	12233	12281	17	0	20	0
DS571482	1178	1231	25	0	21	0
DS571482	9065	9117	21	0	30	0
DS571482	11056	11109	3	0	1	0
DS571485	9808	9879	5	0	1	0
DS571486	11973	12056	43	0	19	0
DS571487	3630	3689	4	0	6	0
DS571487	3639	3689	61	0	94	0
DS571487	5286	5353	32	0	34	0
DS571487	9717	9769	102	0	64	0
DS571488	5963	6020	71	0	70	0
DS571488	9974	10024	39	0	38	0
DS571488	11222	11266	2	0	5	0
DS571489	6779	6912	1	0	1	0
DS571489	7657	7714	548	0	400	0
DS571490	6799	7004	11	0	7	0
DS571490	10415	10484	3	0	1	0
DS571493	3649	3697	87	0	74	0
DS571493	3649	3705	10	0	4	0
DS571493	10239	10296	1	0	2	0
DS571494	10925	11066	9	0	7	0
DS571497	10614	10896	1	0	1	0
DS571497	11372	11423	8	0	3	0
DS571498	2541	2596	95	0	47	0
DS571500	9994	10038	26	0	8	0
DS571503	3023	3092	1	0	1	0
DS571506	1446	1513	2	0	1	0
DS571506	4835	4926	874	0	356	0
DS571507	1285	1346	11	0	4	0
DS571507	2487	2550	10	0	2	0
DS571507	9145	9234	2	0	1	0
DS571508	4824	4868	1	0	1	0
DS571508	4927	5073	145	0	113	0
DS571508	5218	5275	84	0	89	0
DS571508	10702	10787	5	0	6	0
DS571516	7342	7394	42	0	32	0
DS571522	3369	3419	11	0	6	0
DS571522	3507	3549	8	0	6	0
DS571522	4862	5011	18	0	24	0
DS571522	4865	5011	117	0	77	0
DS571522	4960	5011	4	0	4	0
DS571525	4707	4762	59	0	83	0
DS571525	7777	7825	11	0	11	0
DS571528	2545	2610	1	0	4	0
DS571528	2786	2830	3	0	7	0
DS571528	7280	7403	2	0	1	0
DS571528	7343	7403	119	0	124	0
DS571528	7347	7403	3	0	5	0
DS571528	7955	8017	398	0	436	0
DS571534	6060	6119	18	0	15	0
DS571534	7492	7568	12	0	12	0
DS571534	7915	7969	41	0	19	0
DS571534	9201	9261	47	0	7	0
DS571539	738	788	7	0	11	0
DS571539	918	971	10	0	14	0
DS571539	1332	1384	1	0	1	0
DS571539	7105	7156	27	0	43	0
DS571542	6521	6581	1	0	2	0
DS571542	6715	6776	3	0	3	0
DS571546	4647	4794	357	0	153	0
DS571546	6663	6719	88	0	38	0
DS571547	1534	1583	148	0	134	0
DS571547	4235	4289	14	0	18	0
DS571547	7115	7169	1	0	1	0
DS571547	7115	7183	47	0	37	0
DS571560	7549	7597	5	0	1	0
DS571561	1764	2048	15	0	18	0
DS571561	4565	4616	2	0	6	0
DS571561	5212	5295	241	0	215	0
DS571561	9605	9681	1	0	1	0
DS571561	9735	9839	2	0	2	0
DS571562	3750	3786	116	0	154	0
DS571569	3168	3211	41	0	51	0
DS571578	2244	2335	1	0	1	0
DS571578	2244	2349	282	0	318	0
DS571579	1794	1850	15	0	10	0
DS571579	4788	4846	5	0	1	0
DS571588	305	352	8	0	13	0
DS571588	1573	1631	9	0	1	0
DS571588	1736	1797	8	0	2	0
DS571588	6591	6642	36	0	40	0
DS571588	8347	8406	15	0	16	0
DS571591	7583	7636	5	0	18	0
DS571594	4187	4241	83	0	67	0
DS571594	4948	4999	11	0	8	0
DS571594	4948	5004	3	0	3	0
DS571600	7518	7588	2	0	1	0
DS571600	8119	8182	598	0	537	0
DS571602	3175	3235	7	0	13	0
DS571602	8221	8282	1	0	4	0
DS571605	3970	4055	2	0	1	0
DS571605	3986	4034	1	0	2	0
DS571605	5224	5294	79	0	41	0
DS571607	1295	1449	3	0	2	0
DS571607	4487	4587	5	0	18	0
DS571607	5979	6033	95	0	144	0
DS571607	6258	6303	19	0	63	0
DS571609	5556	5644	44	0	32	0
DS571622	4234	4449	74	0	39	0
DS571623	4164	4214	3	0	2	0
DS571623	7445	7497	41	0	52	0
DS571646	4860	4916	2	0	2	0
DS571653	979	1032	76	0	35	0
DS571653	1129	1179	67	0	43	0
DS571655	6281	6331	1	0	1	0
DS571661	1308	1331	42	0	58	0
DS571661	1308	1451	1	0	3	0
DS571661	1319	1366	5	0	6	0
DS571661	1428	1451	5	0	2	0
DS571675	963	1029	41	0	40	0
DS571675	1403	1454	72	0	39	0
DS571676	2446	2493	45	0	48	0
DS571676	2771	2825	73	0	51	0
DS571676	2927	3009	1	0	1	0
DS571676	2966	3009	53	0	36	0
DS571676	4975	5054	11	0	14	0
DS571676	5525	5580	15	0	13	0
DS571676	5642	5694	11	0	16	0
DS571678	567	652	1	0	2	0
DS571684	2890	2933	118	0	88	0
DS571685	1784	1889	2	0	1	0
DS571685	1800	1889	361	0	295	0
DS571685	1846	1889	13	0	11	0
DS571685	2486	2539	7	0	8	0
DS571691	4420	4470	51	0	45	0
DS571700	3644	3748	1	0	2	0
DS571702	3423	3502	7	0	15	0
DS571705	245	298	1	0	4	0
DS571705	1710	1754	32	0	46	0
DS571711	1898	1963	3	0	3	0
DS571711	2585	2654	15	0	5	0
DS571718	3892	3946	925	0	546	0
DS571731	2108	2152	130	0	121	0
DS571736	1537	1595	34	0	24	0
DS571748	496	551	2	0	5	0
DS571748	671	750	1	0	1	0
DS571748	693	750	3	0	12	0
DS571748	2754	2798	79	0	29	0
DS571779	499	625	3	0	3	0
DS571785	1455	1505	23	0	14	0
DS571790	1697	1748	119	0	70	0
DS571795	1181	1302	2	0	1	0
DS571795	1975	2024	8	0	6	0
DS571795	1981	2024	11	0	11	0
DS571845	1887	1968	104	0	45	0
DS571855	2958	3011	16	0	9	0
DS571865	1739	1911	5	0	4	0
DS571866	1482	1558	2	0	1	0
DS571906	205	276	2	0	6	0
DS571976	1366	1413	816	0	709	0
DS571976	1366	1449	8	0	4	0
DS571976	1366	1485	11	0	3	0
DS571976	1366	1521	8	0	17	0
DS571976	1366	1545	75	0	46	0
DS571976	1366	1581	10	0	1	0
DS571976	1402	1449	10	0	6	0
DS571976	1402	1545	11	0	4	0
DS571976	1438	1485	12	0	7	0
DS571976	1438	1521	7	0	2	0
DS571976	1438	1545	8	0	5	0
DS571976	1438	1605	82	0	17	0
DS571976	1474	1521	41	0	8	0
DS571976	1474	1605	14	0	5	0
DS571976	1498	1521	1	0	1	0
DS571976	1510	1545	14	0	9	0
DS571976	1510	1605	40	0	16	0
DS571986	368	421	5	0	2	0
DS571986	479	563	37	0	23	0
DS572002	1933	1952	4	0	8	0
DS572012	902	961	4	0	8	0
DS572098	507	644	19	0	16	0
DS572134	431	491	1	0	1	0
DS572165	1502	1544	1	0	1	0
DS572169	1506	1553	142	0	64	0
DS572199	1331	1360	22	0	17	0
DS572335	563	598	12	0	6	0
DS572461	706	794	105	0	23	0
DS572467	721	778	4	0	9	0
DS572543	521	562	1	0	3	0
DS572543	710	760	99	0	59	0
DS572543	928	971	50	0	25	0
DS572585	299	415	119	0	160	0
DS572585	459	485	6	0	6	0
DS572599	499	567	2	0	2	0
DS572599	502	567	2	0	2	0
DS572620	148	432	34	0	34	0
DS572620	250	273	71	0	112	0
DS572620	274	306	7	0	11	0
EH4254	611	675	12	0	1	0
EH4254	2179	2235	502	0	326	0
EH4259	89	151	18	0	44	0
EH4263	234	278	1	0	2	0
EH4264	184	242	33	0	14	0
