Scaffold,Intron_S,Intron_E,strand,motif,Annotation,unique_reads,multi_reads,overhang
DS571150,24545,24682,1,1,0,1,0,56
DS571150,50928,51024,1,1,0,2,0,62
DS571150,67685,68101,2,2,0,1,0,17
DS571150,78687,78762,2,2,0,2,0,63
DS571150,78705,78762,2,2,0,2,0,61
DS571150,82033,82141,1,1,0,1,0,70
DS571150,88091,88194,2,2,0,1,0,18
DS571150,95849,95924,1,1,0,1,0,20
DS571150,96755,96812,1,1,0,1,0,65
DS571150,109140,109185,1,1,0,1,0,19
DS571150,119470,119528,1,1,0,1,0,13
DS571150,145873,145892,1,1,0,1,0,64
DS571150,149871,149995,0,0,0,3,0,42
DS571150,157287,157427,1,1,0,2,0,38
DS571151,9819,9893,2,2,0,1,0,57
DS571151,26045,26142,2,2,0,1,0,43
DS571151,60094,60198,1,1,0,4,0,50
DS571151,85266,85683,2,4,0,3,0,18
DS571151,85548,85647,2,2,0,1,0,24
DS571151,111093,111220,2,2,0,1,0,34
DS571151,133496,133564,2,2,0,1,0,59
DS571151,141102,141650,1,1,0,1,0,25
DS571151,141102,141854,1,1,0,1,0,21
DS571151,141177,141242,1,1,0,1,0,37
DS571151,141285,141746,1,3,0,1,0,69
DS571151,141630,141704,1,3,0,1,0,22
DS571151,141705,141725,1,3,0,2,0,59
DS571151,141855,142079,1,3,0,1,0,29
DS571151,141927,142148,1,1,0,1,0,63
DS571151,141972,142382,2,2,0,1,0,34
DS571151,142173,142262,2,2,0,1,0,33
DS571151,142182,142235,1,1,0,1,0,62
DS571151,142293,142379,1,1,0,2,0,32
DS571151,142413,142544,1,3,0,2,0,56
DS571152,29094,29161,2,2,0,1,0,26
DS571152,69610,69774,0,0,0,3,0,70
DS571152,69683,69814,0,0,0,3,0,30
DS571152,82866,82936,2,2,0,1,0,71
DS571152,84904,85098,2,2,0,1,0,71
DS571152,85147,85476,2,2,0,1,0,48
DS571152,85918,85950,2,4,0,1,0,34
DS571152,140525,140627,1,1,0,1,0,64
DS571152,149209,149257,1,1,0,1,0,50
DS571153,30644,30756,1,5,0,1,0,73
DS571153,41249,41305,0,0,0,3,0,57
DS571153,44724,44756,2,2,0,1,0,74
DS571153,52297,52345,1,1,0,1,0,64
DS571153,71642,71725,2,2,0,1,0,29
DS571153,72235,72260,2,2,0,1,0,53
DS571153,83418,83488,2,2,0,1,0,63
DS571153,87340,87422,2,2,0,1,0,66
DS571153,94063,94297,2,2,0,1,0,21
DS571153,99503,99561,2,2,0,3,0,14
DS571153,133694,133760,2,2,0,1,0,20
DS571153,135650,135694,1,1,0,1,0,37
DS571153,139737,139779,1,1,0,1,0,45
DS571153,142990,143545,1,3,0,1,0,52
DS571154,11264,11290,2,2,0,1,0,58
DS571154,101636,101656,2,2,0,2,0,30
DS571154,115823,115846,1,1,0,2,0,38
DS571154,117077,117130,2,2,0,1,0,54
DS571154,122294,122341,1,1,0,1,0,54
DS571154,131737,131797,2,2,0,1,0,69
DS571154,141869,141913,2,2,0,1,0,52
DS571154,146550,146610,1,1,0,1,0,35
DS571155,7387,7461,2,2,0,1,0,29
DS571155,7387,7470,2,2,0,1,0,30
DS571155,7948,8145,2,4,0,1,0,73
DS571155,22297,22349,1,1,0,1,0,18
DS571155,110999,111487,1,5,0,1,0,13
DS571155,136142,136218,1,1,0,1,0,39
DS571156,11855,11933,2,2,0,1,0,17
DS571156,12906,12975,2,2,0,1,0,75
DS571156,19250,19350,2,2,0,1,0,25
DS571156,30218,30256,1,1,0,1,0,50
DS571156,31056,31231,1,1,0,1,0,41
DS571156,31134,31168,0,0,0,3,0,63
DS571156,45221,45276,2,2,0,1,0,19
DS571156,51048,51127,2,2,0,2,0,56
DS571156,53268,53341,2,2,0,1,0,60
DS571156,56656,56792,2,2,0,1,0,39
DS571156,90636,90689,2,2,0,1,0,19
DS571156,95144,95220,2,2,0,1,0,74
DS571156,108054,108104,1,1,0,1,0,21
DS571156,142219,142269,1,1,0,1,0,33
DS571157,54922,54971,1,1,0,1,0,72
DS571157,94826,94909,2,2,0,1,0,30
DS571157,110691,111356,1,5,0,1,0,23
DS571158,24266,24337,1,5,0,1,0,52
DS571158,31168,31221,1,1,0,1,0,41
DS571158,32296,32354,2,2,0,6,0,55
DS571158,32482,32536,2,2,0,9,0,25
DS571158,50492,50538,2,2,0,2,0,32
DS571158,102745,102790,1,1,0,1,0,69
DS571159,19871,19943,2,2,0,1,0,40
DS571159,28159,28213,2,2,0,4,0,72
DS571159,31090,31254,1,1,0,1,0,60
DS571159,67336,67437,1,1,0,1,0,49
DS571159,82814,82853,1,1,0,1,0,38
DS571159,84156,84329,2,2,0,1,0,41
DS571159,111244,111324,2,2,0,1,0,45
DS571160,22263,22312,1,1,0,1,0,69
DS571160,27254,27300,1,1,0,1,0,15
DS571160,47556,47710,2,2,0,2,0,46
DS571160,61664,61781,2,2,0,2,0,52
DS571160,61706,61781,2,2,0,1,0,37
DS571160,62080,62178,1,1,0,1,0,57
DS571160,105559,105600,1,1,0,1,0,67
DS571160,107972,108091,1,1,0,1,0,34
DS571160,108340,108407,1,1,0,1,0,70
DS571160,117627,118385,2,2,0,2,0,15
DS571160,131854,132372,2,2,0,1,0,72
DS571160,134203,134475,1,1,0,1,0,32
DS571161,17322,17396,1,1,0,1,0,40
DS571161,17322,17470,1,1,0,1,0,40
DS571161,18787,18902,1,1,0,1,0,31
DS571161,89517,89605,2,2,0,1,0,14
DS571161,113829,113871,2,2,0,1,0,19
DS571162,26881,26980,1,1,0,2,0,21
DS571162,30910,30967,2,2,0,1,0,37
DS571162,36768,37030,2,2,0,1,0,69
DS571162,36973,37030,2,2,0,1,0,36
DS571162,36987,37030,2,2,0,1,0,60
DS571162,60441,60476,2,2,0,1,0,42
DS571162,72285,72325,0,0,0,4,0,62
DS571162,109740,109961,2,2,0,1,0,72
DS571162,127958,128008,2,2,0,1,0,59
DS571163,4152,4212,1,1,0,1,0,56
DS571163,13965,14024,2,2,0,1,0,60
DS571163,34168,34605,1,1,0,1,0,50
DS571163,39146,39184,1,1,0,1,0,42
DS571163,70373,70425,2,2,0,1,0,40
DS571163,72722,72826,1,1,0,2,0,69
DS571163,78230,78505,2,2,0,1,0,67
DS571163,116303,116355,1,5,0,1,0,50
DS571163,116386,116524,2,2,0,1,0,71
DS571164,15590,15614,2,6,0,1,0,25
DS571164,64415,64453,1,1,0,2,0,32
DS571164,79392,79445,1,1,0,2,0,32
DS571164,95937,96008,1,1,0,1,0,50
DS571164,95937,96035,1,1,0,1,0,49
DS571164,98694,98758,1,1,0,1,0,27
DS571164,104736,104845,1,1,0,2,0,20
DS571164,117544,117602,2,2,0,1,0,52
DS571164,128302,128369,2,2,0,1,0,25
DS571165,33125,33177,2,2,0,1,0,12
DS571165,37577,37957,1,1,0,1,0,74
DS571165,93078,93108,1,1,0,1,0,23
DS571165,106008,106114,1,1,0,1,0,45
DS571165,120446,120511,1,1,0,1,0,13
DS571166,5971,6015,2,2,0,1,0,24
DS571166,71692,71761,1,1,0,4,0,38
DS571166,92936,92989,0,0,0,3,0,72
DS571166,93062,93124,1,1,0,1,0,51
DS571166,102760,102815,1,1,0,1,0,43
DS571167,9802,9962,1,1,0,2,0,58
DS571167,19226,19274,1,1,0,1,0,29
DS571167,33678,34221,1,1,0,2,0,25
DS571167,54966,55021,1,1,0,1,0,55
DS571167,93221,93317,1,1,0,1,0,28
DS571168,10448,10545,2,2,0,1,0,48
DS571168,45924,45961,2,2,0,1,0,57
DS571168,73200,73242,1,1,0,1,0,36
DS571169,13835,13889,1,1,0,1,0,45
DS571169,35101,35158,2,2,0,1,0,60
DS571169,56451,56501,1,1,0,1,0,52
DS571169,72521,72592,1,1,0,1,0,30
DS571169,73194,73301,1,3,0,1,0,21
DS571169,73494,73565,1,3,0,1,0,64
DS571169,73806,73901,1,3,0,1,0,13
DS571169,73902,73925,1,3,0,1,0,58
DS571169,74022,74087,1,3,0,2,0,39
DS571169,77034,77114,1,1,0,2,0,21
DS571169,83775,83848,2,2,0,2,0,48
DS571169,88628,88757,1,5,0,1,0,52
DS571169,102027,102321,1,5,0,2,0,63
DS571170,10069,10124,1,1,0,1,0,65
DS571170,11249,11268,0,0,0,3,0,56
DS571170,15677,16042,1,5,0,1,0,57
DS571170,16210,16291,2,2,0,1,0,56
DS571170,46808,46851,2,2,0,2,0,53
DS571170,75301,75352,1,1,0,1,0,74
DS571171,12814,12849,2,2,0,1,0,55
DS571171,19919,19939,2,2,0,1,0,58
DS571171,21214,21913,1,1,0,1,0,65
DS571171,59753,59894,1,1,0,2,0,45
DS571172,9408,9479,0,0,0,3,0,49
DS571172,46659,46723,1,1,0,2,0,75
DS571172,78744,78837,2,2,0,2,0,21
DS571172,79808,79964,2,2,0,1,0,39
DS571172,94971,95016,2,2,0,1,0,16
DS571173,10216,10297,2,2,0,1,0,42
DS571173,28949,29030,1,1,0,2,0,75
DS571173,41889,41939,1,1,0,2,0,53
DS571173,46784,46843,2,2,0,1,0,42
DS571173,60868,60957,0,0,0,4,0,74
DS571173,95263,95331,1,1,0,3,0,66
DS571174,18276,18317,2,2,0,1,0,45
DS571174,19016,19082,1,1,0,2,0,62
DS571174,31937,31998,1,1,0,1,0,43
DS571174,41049,41110,2,2,0,1,0,58
DS571174,41426,41504,1,1,0,2,0,71
DS571174,48424,48474,1,1,0,1,0,38
DS571174,54172,54201,1,1,0,1,0,43
DS571174,72456,72485,2,2,0,1,0,32
DS571174,91435,91500,2,2,0,1,0,37
DS571174,93951,94155,1,1,0,1,0,59
DS571174,97718,97796,1,1,0,1,0,31
DS571175,14588,14659,1,1,0,1,0,62
DS571175,42077,42143,2,2,0,1,0,52
DS571175,62632,62745,2,2,0,1,0,71
DS571175,63170,63289,1,1,0,1,0,61
DS571175,75501,75574,2,2,0,1,0,17
DS571175,75519,75574,2,2,0,1,0,13
DS571175,91736,91811,2,2,0,2,0,65
DS571176,56060,56115,2,2,0,2,0,73
DS571176,57707,57813,2,2,0,1,0,70
DS571177,35346,35405,1,5,0,1,0,33
DS571178,8740,8787,2,2,0,1,0,53
DS571178,11348,11467,0,0,0,3,0,66
DS571178,12424,13044,2,2,0,1,0,33
DS571178,58825,58897,2,2,0,1,0,25
DS571178,68024,68086,1,1,0,1,0,30
DS571178,91332,91405,1,1,0,1,0,62
DS571178,92885,92995,1,5,0,1,0,12
DS571179,8630,8692,1,1,0,2,0,56
DS571179,26301,26362,1,1,0,1,0,38
DS571179,74604,74681,1,1,0,2,0,55
DS571179,74612,74704,2,2,0,1,0,12
DS571179,80027,80078,1,1,0,1,0,68
DS571179,80079,80118,1,1,0,2,0,50
DS571179,80099,80182,1,1,0,1,0,43
DS571180,11876,11996,2,2,0,1,0,52
DS571180,14086,14196,2,2,0,2,0,42
DS571180,39713,39837,2,2,0,1,0,71
DS571180,52731,52819,2,2,0,3,0,42
DS571180,73253,73564,1,1,0,1,0,13
DS571180,77427,77534,2,2,0,1,0,36
DS571180,77439,77495,2,2,0,1,0,57
DS571181,75804,75852,1,1,0,3,0,50
DS571181,75804,75871,1,1,0,1,0,25
DS571182,9111,9491,2,2,0,1,0,63
DS571182,30163,30241,2,2,0,1,0,63
DS571182,44312,44386,1,1,0,1,0,61
DS571182,45067,45128,2,2,0,1,0,48
DS571182,76661,76717,1,1,0,1,0,36
DS571183,23109,23203,2,2,0,1,0,43
DS571183,23931,23995,2,2,0,1,0,40
DS571183,34490,34563,2,2,0,7,0,64
DS571183,35466,35518,2,2,0,2,0,40
DS571183,44370,44468,2,2,0,1,0,44
DS571183,59787,59998,0,0,0,3,0,38
DS571183,70730,70864,1,1,0,1,0,51
DS571183,77451,77573,1,1,0,1,0,67
DS571183,77463,77618,2,2,0,1,0,31
DS571184,4198,4218,2,2,0,1,0,53
DS571184,11857,11909,2,2,0,1,0,16
DS571184,17271,17361,1,1,0,1,0,63
DS571184,42640,43564,0,0,0,3,0,71
DS571184,43394,43732,1,1,0,1,0,30
DS571184,43855,44232,2,2,0,2,0,30
DS571184,78582,78637,1,1,0,1,0,29
DS571185,18628,18705,2,2,0,1,0,19
DS571185,66736,66792,0,0,0,3,0,55
DS571185,72259,72321,2,2,0,4,0,35
DS571186,15079,15139,2,2,0,1,0,55
DS571186,35226,35286,2,2,0,1,0,69
DS571186,44044,44188,1,1,0,1,0,19
DS571186,46469,46603,2,2,0,1,0,73
DS571186,48150,48214,2,2,0,1,0,45
DS571186,48962,49036,1,1,0,2,0,37
DS571186,85623,85835,2,2,0,1,0,52
DS571187,19020,19073,2,2,0,1,0,73
DS571187,53076,53139,2,2,0,1,0,24
DS571187,72257,72308,2,2,0,1,0,47
DS571187,79232,79280,2,2,0,1,0,66
DS571187,86879,86906,1,1,0,1,0,58
DS571188,13949,14062,1,1,0,3,0,59
DS571188,34721,34861,2,2,0,1,0,17
DS571188,75961,76013,1,1,0,1,0,27
DS571188,77167,77286,1,1,0,1,0,26
DS571188,85097,85177,2,2,0,1,0,70
DS571189,34809,34866,2,2,0,2,0,45
DS571189,53721,53805,1,1,0,1,0,26
DS571189,53982,54295,2,2,0,1,0,40
DS571190,12400,12463,1,1,0,1,0,58
DS571190,32808,32889,2,2,0,1,0,73
DS571190,67955,67981,2,2,0,1,0,40
DS571191,752,804,2,2,0,1,0,28
DS571191,12388,12450,0,0,0,3,0,56
DS571191,13893,13961,2,2,0,1,0,27
DS571191,14016,14051,1,1,0,1,0,55
DS571191,42028,42084,1,1,0,1,0,12
DS571191,46655,46702,1,1,0,2,0,38
DS571191,62149,62219,1,1,0,1,0,55
DS571191,66424,66740,1,1,0,1,0,13
DS571192,7882,8169,1,5,0,1,0,56
DS571192,24511,24537,1,1,0,1,0,19
DS571192,33214,33272,1,1,0,1,0,67
DS571192,55538,55588,2,2,0,1,0,16
DS571192,59813,59878,1,1,0,1,0,32
DS571193,63015,63063,1,1,0,1,0,32
DS571193,63015,63066,1,1,0,1,0,18
DS571193,73141,73294,2,2,0,1,0,38
DS571194,4176,4228,2,2,0,5,0,21
DS571194,35750,35913,1,1,0,2,0,63
DS571194,48607,48665,1,1,0,1,0,74
DS571194,63550,63605,1,1,0,1,0,14
DS571195,10795,10845,1,1,0,1,0,61
DS571195,16727,17126,2,2,0,1,0,24
DS571195,46756,46825,1,1,0,2,0,56
DS571196,39048,39134,2,2,0,1,0,70
DS571197,18900,19007,2,2,0,1,0,64
DS571197,40902,40937,1,1,0,1,0,21
DS571197,53208,53237,1,5,0,1,0,71
DS571197,57171,57255,1,1,0,1,0,43
DS571197,58262,58339,2,2,0,1,0,14
DS571198,7131,7206,1,1,0,3,0,38
DS571199,15592,15653,1,1,0,1,0,75
DS571200,17311,17376,2,2,0,1,0,41
DS571200,17469,17534,0,0,0,3,0,63
DS571200,31110,31170,1,1,0,1,0,59
DS571200,31110,31201,1,1,0,1,0,39
DS571200,31110,31261,1,1,0,1,0,58
DS571200,48860,48887,2,2,0,2,0,34
DS571200,69379,69592,1,1,0,1,0,36
DS571201,7000,7082,2,2,0,1,0,23
DS571201,24901,24958,2,2,0,1,0,32
DS571201,45829,45890,2,2,0,1,0,59
DS571201,71180,71234,2,2,0,1,0,52
DS571202,14035,14103,1,1,0,1,0,38
DS571202,44687,44740,1,5,0,1,0,21
DS571203,11677,11760,2,2,0,1,0,37
DS571204,7876,7942,2,2,0,2,0,48
DS571204,32432,32486,2,2,0,2,0,44
DS571204,36201,36252,2,2,0,1,0,49
DS571204,58394,58442,2,6,0,1,0,14
DS571205,20046,20119,1,5,0,1,0,58
DS571205,30976,31228,2,2,0,1,0,73
DS571205,47232,47303,2,2,0,1,0,74
DS571206,29444,29889,2,2,0,2,0,57
DS571206,33172,33229,1,1,0,3,0,62
DS571206,40729,41055,1,3,0,1,0,18
DS571207,15597,15651,1,1,0,1,0,30
DS571207,18352,18400,1,1,0,1,0,15
DS571207,25332,25405,1,1,0,1,0,54
DS571207,33627,33682,2,2,0,1,0,50
DS571207,34458,34509,1,1,0,1,0,46
DS571207,34458,34614,1,1,0,1,0,28
DS571207,36496,36558,1,1,0,1,0,74
DS571208,34724,34843,2,2,0,1,0,72
DS571208,34724,34951,2,2,0,2,0,53
DS571209,36710,36738,1,1,0,2,0,62
DS571209,43978,44010,1,1,0,1,0,60
DS571209,60604,60787,1,1,0,2,0,39
DS571209,60820,61003,1,1,0,1,0,34
DS571210,48231,48366,2,2,0,1,0,12
DS571211,9219,9604,2,2,0,1,0,47
DS571211,38492,38555,1,1,0,1,0,32
DS571211,46705,46766,2,2,0,1,0,60
DS571212,6076,6105,2,4,0,1,0,34
DS571212,6417,6571,0,0,0,3,0,47
DS571212,24540,24603,1,1,0,1,0,29
DS571212,55747,55799,1,1,0,1,0,70
DS571213,19236,19622,1,1,0,1,0,12
DS571213,34705,34800,2,2,0,1,0,60
DS571213,34734,34800,2,2,0,1,0,69
DS571213,56539,56606,1,1,0,2,0,65
DS571213,61973,62077,2,2,0,1,0,15
DS571214,26354,26564,2,2,0,1,0,58
DS571214,30489,30579,1,1,0,1,0,70
DS571214,40786,40853,2,2,0,1,0,28
DS571214,43430,44254,1,1,0,1,0,61
DS571214,43486,44425,1,1,0,1,0,58
DS571214,43927,44307,1,1,0,1,0,62
DS571214,44316,44627,1,1,0,1,0,59
DS571214,44436,44518,1,1,0,1,0,31
DS571214,44532,44614,1,1,0,1,0,28
DS571214,44628,44651,1,1,0,1,0,14
DS571215,9569,9589,0,0,0,3,0,33
DS571215,9620,9649,0,0,0,3,0,32
DS571215,9743,9838,0,0,0,3,0,50
DS571215,9858,9883,2,2,0,2,0,74
DS571215,29756,29825,2,2,0,1,0,17
DS571215,51942,51961,1,1,0,1,0,53
DS571216,28742,28825,2,2,0,1,0,24
DS571216,30432,30475,2,2,0,1,0,24
DS571216,41697,41969,1,1,0,1,0,20
DS571216,63533,63556,0,0,0,3,0,30
DS571217,1520,1565,1,1,0,1,0,63
DS571217,24579,24643,2,2,0,1,0,47
DS571217,26524,26570,2,2,0,4,0,57
DS571217,30503,30592,2,2,0,2,0,41
DS571218,47111,47638,2,2,0,1,0,21
DS571218,47587,47673,2,2,0,2,0,29
DS571219,18858,18948,1,1,0,1,0,20
DS571219,20256,20477,1,1,0,2,0,49
DS571220,50952,51006,1,1,0,1,0,25
DS571221,55224,55360,2,2,0,1,0,73
DS571222,5620,5793,1,1,0,1,0,61
DS571222,6116,6188,2,2,0,3,0,35
DS571222,13631,13846,1,1,0,1,0,17
DS571222,14842,14886,2,2,0,1,0,62
DS571222,20996,21046,2,2,0,1,0,56
DS571222,21051,21186,2,2,0,1,0,41
DS571223,14535,14585,1,1,0,3,0,25
DS571224,19864,19959,1,1,0,1,0,34
DS571224,22895,22984,0,0,0,3,0,47
DS571224,33384,33433,2,2,0,3,0,54
DS571224,35888,35936,1,1,0,1,0,45
DS571224,46121,46176,1,1,0,2,0,56
DS571225,8603,8656,1,1,0,2,0,70
DS571225,38393,38419,1,1,0,1,0,63
DS571225,40352,40666,1,1,0,1,0,70
DS571226,13247,13319,2,2,0,1,0,27
DS571226,27423,27563,1,1,0,1,0,15
DS571227,44049,44095,2,2,0,1,0,22
DS571227,51401,51427,1,1,0,1,0,18
DS571227,52638,52731,2,2,0,1,0,13
DS571227,53505,53601,1,1,0,1,0,38
DS571228,19502,19582,2,2,0,2,0,17
DS571228,21103,21155,2,4,0,1,0,67
DS571228,31835,31882,1,1,0,1,0,23
DS571228,34860,35153,1,1,0,2,0,67
DS571228,38629,38670,2,2,0,1,0,45
DS571228,39829,39885,2,2,0,3,0,64
DS571229,12062,12148,2,2,0,4,0,20
DS571229,33037,33106,1,1,0,2,0,64
DS571229,38123,38204,1,1,0,1,0,57
DS571229,54651,54708,1,1,0,1,0,16
DS571230,6742,6830,2,2,0,1,0,71
DS571231,7104,7124,2,2,0,1,0,54
DS571231,13867,13965,1,1,0,1,0,74
DS571232,6111,6161,2,2,0,1,0,54
DS571232,9269,9316,2,2,0,1,0,72
DS571232,16956,17062,1,1,0,2,0,34
DS571232,31102,31125,2,2,0,1,0,71
DS571232,36051,36100,2,2,0,2,0,28
DS571232,37172,37213,1,1,0,1,0,53
DS571232,45463,45842,0,0,0,3,0,63
DS571232,53603,53861,1,1,0,2,0,46
DS571232,54221,54249,1,1,0,1,0,49
DS571232,54249,54293,1,3,0,3,0,57
DS571232,54663,54734,1,1,0,1,0,43
DS571233,7630,8139,1,1,0,1,0,38
DS571233,15575,15616,1,1,0,1,0,39
DS571233,29443,29495,1,1,0,1,0,47
DS571234,9549,9764,1,3,0,4,0,74
DS571234,33370,33522,1,1,0,1,0,69
DS571234,33565,33651,2,2,0,1,0,71
DS571234,36471,37364,2,2,0,1,0,70
DS571234,36705,37202,2,2,0,1,0,13
DS571234,36714,37349,2,2,0,1,0,25
DS571234,37248,37364,2,2,0,1,0,13
DS571234,37290,37439,1,1,0,3,0,37
DS571234,37512,37544,2,2,0,1,0,31
DS571234,37872,37898,1,1,0,1,0,68
DS571234,49742,49842,2,2,0,1,0,72
DS571235,13297,13346,2,2,0,1,0,36
DS571235,45532,45589,2,2,0,1,0,17
DS571236,39000,39101,1,1,0,3,0,61
DS571237,23877,23903,1,3,0,1,0,60
DS571238,17887,17945,1,1,0,2,0,38
DS571239,2921,2978,1,1,0,1,0,14
DS571239,13791,13842,2,2,0,1,0,12
DS571240,35010,35036,1,1,0,3,0,59
DS571240,43784,43854,2,2,0,1,0,66
DS571240,43800,43854,2,2,0,1,0,71
DS571241,22472,22621,0,0,0,3,0,72
DS571241,42781,42846,2,2,0,1,0,18
DS571242,16998,17084,1,1,0,1,0,41
DS571242,17846,17890,2,2,0,1,0,42
DS571242,18124,18175,2,2,0,1,0,67
DS571242,25634,25687,1,1,0,1,0,19
DS571242,29202,29246,1,1,0,2,0,15
DS571242,44934,44963,0,0,0,3,0,75
DS571242,45665,45806,1,1,0,2,0,46
DS571243,11079,11210,0,0,0,3,0,74
DS571243,50293,50349,1,1,0,1,0,26
DS571244,7223,7285,1,1,0,5,0,28
DS571244,23785,23978,2,2,0,2,0,72
DS571244,23890,24021,0,0,0,4,0,53
DS571244,23919,24149,1,1,0,1,0,38
DS571244,23967,24119,0,0,0,3,0,73
DS571244,23986,24093,2,2,0,1,0,43
DS571244,24077,24272,0,0,0,4,0,44
DS571244,35858,35916,2,2,0,2,0,42
DS571245,5852,5959,1,1,0,1,0,27
DS571245,12269,12288,2,2,0,1,0,25
DS571245,16899,16939,2,2,0,1,0,53
DS571245,35710,35904,2,2,0,1,0,20
DS571245,36153,36458,0,0,0,3,0,46
DS571246,13423,13467,1,1,0,2,0,23
DS571247,19770,19883,2,2,0,1,0,25
DS571248,19177,19254,2,2,0,1,0,71
DS571248,49284,49337,2,2,0,1,0,14
DS571249,16796,16870,1,5,0,1,0,47
DS571249,17486,17771,2,2,0,1,0,19
DS571250,15989,16048,2,2,0,1,0,64
DS571250,19391,19419,2,2,0,1,0,48
DS571250,28861,28917,1,1,0,1,0,12
DS571251,30319,30375,1,1,0,1,0,24
DS571252,36128,36197,1,1,0,4,0,74
DS571252,43337,43385,1,1,0,1,0,50
DS571253,10572,10640,2,2,0,6,0,70
DS571254,5771,5881,2,2,0,2,0,33
DS571254,22232,22295,2,2,0,1,0,45
DS571255,18747,18823,2,2,0,2,0,34
DS571255,18781,18823,2,2,0,1,0,63
DS571256,33737,33791,1,1,0,1,0,70
DS571257,22243,22707,2,2,0,1,0,33
DS571257,23729,23758,2,4,0,1,0,17
DS571257,24377,24423,1,1,0,1,0,52
DS571258,10926,10970,1,1,0,1,0,22
DS571258,17688,17791,2,2,0,1,0,54
DS571258,31252,31271,2,2,0,1,0,36
DS571259,3442,3488,2,2,0,1,0,55
DS571259,25366,25392,0,0,0,3,0,65
DS571260,15911,16046,1,1,0,1,0,31
DS571260,17930,18089,2,2,0,1,0,48
DS571260,33759,33873,2,2,0,1,0,24
DS571261,5726,5841,2,2,0,2,0,54
DS571261,39036,39104,1,1,0,1,0,19
DS571262,17075,17216,2,2,0,2,0,56
DS571262,23543,23631,0,0,0,3,0,67
DS571263,1077,1136,2,2,0,1,0,61
DS571263,15109,15279,1,1,0,1,0,51
DS571263,27257,27318,1,1,0,1,0,71
DS571263,27275,27334,1,1,0,1,0,14
DS571264,39800,39914,2,2,0,1,0,38
DS571264,39981,40055,2,2,0,2,0,51
DS571264,40125,40194,2,2,0,1,0,66
DS571265,31101,31142,2,2,0,2,0,45
DS571265,31673,31705,2,2,0,1,0,19
DS571266,18156,18264,1,1,0,2,0,27
DS571266,27293,27336,2,2,0,1,0,56
DS571266,27382,27448,2,2,0,1,0,26
DS571266,27929,27954,0,0,0,3,0,48
DS571267,14934,14992,2,2,0,1,0,13
DS571267,15057,15141,2,2,0,1,0,45
DS571267,39105,39172,1,1,0,1,0,49
DS571268,18912,19050,2,2,0,4,0,31
DS571269,6422,6559,1,1,0,1,0,67
DS571270,31003,31252,1,1,0,1,0,37
DS571271,42650,42706,2,6,0,1,0,40
DS571273,7622,7683,2,2,0,1,0,22
DS571273,29920,30282,2,2,0,2,0,72
DS571273,38577,38618,2,2,0,1,0,72
DS571274,24108,24223,2,2,0,2,0,43
DS571274,24250,24309,2,4,0,2,0,47
DS571274,38003,38090,1,1,0,1,0,34
DS571275,6247,6295,1,1,0,1,0,21
DS571275,9046,9478,1,1,0,1,0,71
DS571275,20276,20342,1,1,0,1,0,36
DS571275,20288,20349,2,2,0,1,0,41
DS571276,4026,4081,1,1,0,3,0,70
DS571276,33526,33627,2,2,0,1,0,38
DS571276,33567,33629,2,2,0,1,0,52
DS571276,34920,35137,1,1,0,1,0,40
DS571277,5529,5706,1,1,0,1,0,23
DS571277,25758,25844,1,1,0,3,0,25
DS571277,28404,28465,1,1,0,1,0,25
DS571279,2578,2624,1,1,0,1,0,43
DS571279,18229,18378,2,2,0,1,0,58
DS571279,24049,24405,1,1,0,1,0,19
DS571280,22435,22514,1,1,0,1,0,54
DS571280,22613,22761,1,1,0,1,0,36
DS571281,6112,6323,1,1,0,1,0,38
DS571281,30783,31073,1,3,0,1,0,33
DS571282,25436,25478,0,0,0,3,0,44
DS571282,26325,26516,2,2,0,1,0,64
DS571283,22737,22792,0,0,0,3,0,48
DS571283,29588,29652,1,1,0,1,0,40
DS571284,13677,13904,0,0,0,4,0,55
DS571284,13775,13807,1,1,0,1,0,36
DS571284,32234,32320,1,1,0,2,0,71
DS571284,34062,34177,2,2,0,1,0,66
DS571286,34546,34815,2,2,0,1,0,43
DS571287,13220,13427,2,2,0,1,0,21
DS571287,28199,28247,2,2,0,1,0,14
DS571288,35506,35679,0,0,0,3,0,55
DS571289,15778,15945,1,1,0,2,0,66
DS571290,19206,19300,2,2,0,2,0,65
DS571291,3787,3832,1,1,0,1,0,44
DS571292,15607,15657,1,1,0,1,0,31
DS571292,17206,17256,1,1,0,2,0,16
DS571292,31081,31344,2,2,0,2,0,49
DS571294,4990,5042,2,6,0,1,0,41
DS571294,34872,35307,1,1,0,1,0,59
DS571294,37067,37118,1,1,0,2,0,45
DS571295,4986,5103,2,2,0,1,0,71
DS571295,23972,24021,2,2,0,1,0,45
DS571295,36263,36313,1,1,0,1,0,12
DS571296,17644,17698,1,1,0,1,0,74
DS571296,32045,32121,1,1,0,1,0,62
DS571297,6817,6863,2,2,0,3,0,64
DS571297,7049,7124,2,2,0,1,0,48
DS571297,7182,7248,2,2,0,2,0,48
DS571297,24778,24977,2,2,0,2,0,39
DS571297,34945,35530,1,1,0,1,0,35
DS571298,33296,33580,2,2,0,1,0,55
DS571300,30530,30712,2,2,0,1,0,72
DS571301,24980,25037,2,2,0,1,0,44
DS571303,19856,20092,1,1,0,1,0,54
DS571303,32338,32400,1,1,0,2,0,65
DS571303,32956,33006,1,5,0,1,0,74
