scaffold_number	intron_start	intron_end	toc_rep1_reads(u)	toc_rep1_reads(m)	toc_rep2_reads(u)	toc_rep2_reads(m)
DS571312	14999	15032	16	0	14	0
DS571312	17325	17351	2	0	3	0
DS571313	7623	7684	358	0	507	0
DS571313	8313	8369	406	0	411	0
DS571313	9128	9185	131	0	115	0
DS571313	9544	9604	19	0	8	0
DS571313	13360	13551	1	0	1	0
DS571313	13398	13548	7	0	4	0
DS571313	13398	13551	570	0	766	0
DS571313	26821	26928	1	0	1	0
DS571313	26821	27156	1	0	4	0
DS571313	26929	27042	5	0	11	0
DS571313	26929	27156	12	0	23	0
DS571313	26983	27096	9	0	16	0
DS571313	27010	27123	4	0	2	0
DS571313	27043	27156	1	0	4	0
DS571313	27680	27725	14	0	11	0
DS571313	27872	27938	7	0	7	0
DS571314	6965	7017	9	0	19	0
DS571314	7261	7325	17	0	13	0
DS571314	11288	11620	5	0	11	0
DS571314	11344	11454	111	0	164	0
DS571314	11344	11565	15	0	19	0
DS571314	11439	11549	31	0	52	0
DS571314	30271	30335	128	0	123	0
DS571314	34931	34989	11	0	8	0
DS571315	5571	5705	53	0	49	0
DS571315	10350	10427	28	0	24	0
DS571315	11215	11261	21	0	24	0
DS571315	11220	11261	1	0	1	0
DS571315	12833	12916	7	0	3	0
DS571315	13111	13158	6	0	8	0
DS571315	21104	21164	2	0	1	0
DS571315	22168	22228	1	0	1	0
DS571315	22170	22228	1	0	2	0
DS571315	24657	24797	115	0	151	0
DS571315	28658	28707	346	0	476	0
DS571315	30189	30235	2	0	1	0
DS571315	33187	33246	3	0	2	0
DS571316	4734	4781	10	0	7	0
DS571316	5289	5337	78	0	78	0
DS571316	5586	5639	1	0	1	0
DS571316	5593	5639	141	0	136	0
DS571316	12022	12075	825	0	1223	0
DS571316	12584	12759	2	0	1	0
DS571316	26041	26111	16	0	16	0
DS571316	29610	29661	78	0	84	0
DS571317	3965	4018	207	0	198	0
DS571317	4323	4382	394	0	468	0
DS571317	5633	5680	46	0	57	0
DS571317	5746	5793	45	0	64	0
DS571317	7936	7985	3	0	3	0
DS571317	19513	19581	2	0	3	0
DS571317	20853	20907	27	0	35	0
DS571317	22732	22784	1	0	6	0
DS571317	23801	23866	20	0	13	0
DS571318	2016	2086	28	0	25	0
DS571318	8248	8507	1	0	4	0
DS571318	20599	20717	2	0	3	0
DS571318	31111	31217	1	0	2	0
DS571318	31528	31591	7	0	8	0
DS571319	1630	1687	3	0	7	0
DS571319	4497	4590	1	0	1	0
DS571319	14853	14931	64	0	62	0
DS571319	15854	15981	93	0	108	0
DS571319	16235	16302	170	0	231	0
DS571320	1988	2041	8	0	6	0
DS571320	2448	2502	13	0	3	0
DS571320	26568	26611	24	0	12	0
DS571320	27294	27344	1	0	2	0
DS571320	27955	28011	25	0	42	0
DS571321	6613	6690	16	0	15	0
DS571321	6853	6919	6	0	15	0
DS571322	11444	11652	353	0	446	0
DS571322	16798	16853	19	0	17	0
DS571322	19258	19304	11	0	11	0
DS571323	8461	8512	7	0	12	0
DS571323	8583	8627	19	0	39	0
DS571323	14316	14451	26	0	37	0
DS571323	17264	17320	265	0	301	0
DS571323	27749	27851	1123	0	1411	0
DS571324	15939	15987	44	0	63	0
DS571326	8698	8766	4	0	4	0
DS571326	11494	11546	2	0	2	0
DS571326	15225	15362	1	0	3	0
DS571326	18249	18312	7	0	7	0
DS571326	18917	18966	3	0	4	0
DS571326	19975	20039	1	0	3	0
DS571326	24343	24415	88	0	160	0
DS571327	3367	3472	1	0	3	0
DS571327	11102	11150	5	0	7	0
DS571327	12107	12155	12	0	10	0
DS571327	13057	13099	27	0	23	0
DS571327	13307	13383	54	0	65	0
DS571327	13770	13825	6	0	8	0
DS571327	15651	15693	11	0	5	0
DS571327	19547	19591	74	0	73	0
DS571327	25214	25276	12	0	12	0
DS571328	19037	19093	146	0	134	0
DS571328	31949	32004	7	0	7	0
DS571329	8701	8756	31	0	42	0
DS571329	8918	8976	27	0	31	0
DS571329	13186	13242	44	0	36	0
DS571329	13288	13341	41	0	25	0
DS571329	22114	22169	4	0	3	0
DS571330	10924	10976	14	0	17	0
DS571330	13618	13664	10	0	11	0
DS571330	14209	14264	39	0	46	0
DS571330	14429	14481	33	0	25	0
DS571330	20057	20116	4	0	4	0
DS571330	24931	25007	4	0	8	0
DS571330	29860	29913	116	0	154	0
DS571330	30003	30071	152	0	187	0
DS571330	30250	30307	125	0	164	0
DS571331	2358	2414	80	0	70	0
DS571331	2761	2804	95	0	104	0
DS571331	6943	7003	25	0	43	0
DS571331	6943	7005	1	0	3	0
DS571331	7061	7180	28	0	51	0
DS571331	7405	7478	24	0	29	0
DS571331	7737	7781	17	0	30	0
DS571331	10903	10966	15	0	21	0
DS571331	14056	14115	4	0	1	0
DS571331	19148	19201	3	0	2	0
DS571331	20042	20112	10	0	5	0
DS571331	21973	22036	112	0	172	0
DS571332	5927	5972	199	0	287	0
DS571332	8201	8256	294	0	355	0
DS571332	14696	14763	70	0	66	0
DS571332	15387	15439	24	0	16	0
DS571332	16062	16105	41	0	43	0
DS571332	22628	22682	1	0	1	0
DS571332	28905	28961	208	0	219	0
DS571332	30856	30908	217	0	220	0
DS571335	13958	14008	8	0	6	0
DS571335	18735	18781	9	0	13	0
DS571335	26041	26092	4	0	5	0
DS571336	4402	4457	26	0	15	0
DS571336	8422	8501	55	0	45	0
DS571336	18351	18395	28	0	33	0
DS571337	15036	15080	14	0	21	0
DS571337	15362	15413	7	0	10	0
DS571337	15978	16025	17	0	13	0
DS571337	16564	16616	69	0	59	0
DS571337	16659	16714	56	0	56	0
DS571337	16988	17038	61	0	72	0
DS571337	17417	17475	64	0	67	0
DS571337	17886	17934	75	0	101	0
DS571337	19465	19517	47	0	71	0
DS571337	20352	20463	2	0	1	0
DS571337	20364	20426	270	0	285	0
DS571337	20736	20802	110	0	112	0
DS571337	20736	20806	1	0	2	0
DS571337	20907	20997	96	0	122	0
DS571337	26576	26632	17	0	18	0
DS571337	26919	26995	11	0	8	0
DS571337	27100	27152	13	0	8	0
DS571337	27465	27512	26	0	15	0
DS571338	3512	3570	33	0	17	0
DS571338	3581	3740	21	0	24	0
DS571338	3604	3740	2	0	2	0
DS571338	3640	3740	2	0	4	0
DS571338	3660	3740	1	0	1	0
DS571338	11940	11992	79	0	96	0
DS571338	12140	12207	5	0	3	0
DS571339	8841	8899	12	0	22	0
DS571339	22867	22926	3	0	6	0
DS571339	26510	26568	67	0	85	0
DS571339	27315	27384	5	0	3	0
DS571339	29122	29191	13	0	14	0
DS571340	11776	11822	5	0	3	0
DS571342	13113	13240	1	0	1	0
DS571342	13171	13240	7	0	5	0
DS571342	15014	15074	40	0	44	0
DS571344	12529	12582	50	0	51	0
DS571344	12714	12792	17	0	13	0
DS571344	21242	21312	4	0	3	0
DS571344	24817	24880	6	0	5	0
DS571344	24944	24999	9	0	10	0
DS571345	3617	3660	28	0	29	0
DS571345	7630	7683	208	0	259	0
DS571345	7878	7940	124	0	99	0
DS571345	10249	10313	17	0	9	0
DS571345	22698	22759	3	0	7	0
DS571346	1114	1273	2256	0	2805	0
DS571346	5992	6050	42	0	68	0
DS571346	11287	11341	1	0	1	0
DS571346	11409	11457	2	0	1	0
DS571346	13488	13547	63	0	83	0
DS571346	26103	26200	1	0	4	0
DS571346	27507	27556	24	0	25	0
DS571347	5754	5809	31	0	25	0
DS571347	6378	6427	7	0	7	0
DS571347	9573	9628	15	0	25	0
DS571347	9746	9789	23	0	29	0
DS571347	16368	16464	231	0	269	0
DS571347	16753	16809	17	0	40	0
DS571347	20084	20145	22	0	22	0
DS571349	3865	3910	51	0	45	0
DS571349	8204	8270	3	0	5	0
DS571349	8864	8921	6	0	5	0
DS571349	9120	9169	7	0	3	0
DS571349	10984	11112	3	0	3	0
DS571349	24351	24411	179	0	224	0
DS571349	26454	26527	17	0	14	0
DS571349	26652	26698	23	0	23	0
DS571350	1647	1725	4	0	10	0
DS571350	28489	28545	1	0	3	0
DS571351	987	1048	24	0	36	0
DS571351	9953	10001	8	0	6	0
DS571351	15858	15928	28	0	13	0
DS571351	17072	17130	28	0	28	0
DS571351	18124	18182	128	0	144	0
DS571351	22027	22083	50	0	52	0
DS571352	13296	13346	17	0	20	0
DS571352	13624	13672	107	0	56	0
DS571352	17169	17221	58	0	70	0
DS571353	10460	10527	36	0	20	0
DS571353	11863	11994	39	0	45	0
DS571353	12747	12958	1	0	1	0
DS571353	14069	14148	28	0	25	0
DS571353	14195	14260	25	0	22	0
DS571353	14695	14776	3	0	2	0
DS571353	23962	24009	45	0	156	0
DS571355	7033	7082	44	0	59	0
DS571355	18931	18989	3	0	1	0
DS571356	9076	9164	76	0	72	0
DS571356	15879	15992	41	0	57	0
DS571356	16972	17018	44	0	34	0
DS571356	17243	17319	15	0	15	0
DS571356	22443	22493	2	0	4	0
DS571356	24389	24454	9	0	7	0
DS571357	5684	5736	9	0	13	0
DS571357	13000	13077	2	0	1	0
DS571357	13000	13129	2	0	3	0
DS571357	13801	13862	15	0	25	0
DS571357	14034	14087	19	0	24	0
DS571357	22295	22351	2	0	6	0
DS571358	5045	5123	1	0	1	0
DS571358	13852	13900	21	0	32	0
DS571358	14238	14307	43	0	43	0
DS571358	20209	20263	5	0	4	0
DS571359	21324	21451	6	0	8	0
DS571360	25198	25242	55	0	107	0
DS571361	10567	10612	128	0	153	0
DS571361	12088	12295	7	0	4	0
DS571361	12105	12295	1	0	2	0
DS571361	12176	12295	37	0	30	0
DS571361	12190	12303	11	0	6	0
DS571361	13856	13913	171	0	200	0
DS571361	25382	25439	10	0	30	0
DS571362	16769	16821	62	0	69	0
DS571364	18400	18439	3	0	3	0
DS571365	6820	6870	140	0	168	0
DS571365	8665	8722	22	0	18	0
DS571365	10366	10431	15	0	19	0
DS571367	6048	6116	138	0	162	0
DS571367	15643	15707	3	0	1	0
DS571367	15769	15838	4	0	5	0
DS571368	8145	8192	117	0	102	0
DS571370	4275	4348	69	0	66	0
DS571370	5639	5707	336	0	503	0
DS571370	5649	5707	6	0	5	0
DS571370	6409	6462	71	0	92	0
DS571370	7525	7603	13	0	12	0
DS571370	9063	9123	9	0	3	0
DS571370	21532	21579	43	0	45	0
DS571371	4144	4192	10	0	19	0
DS571371	23779	23830	208	0	365	0
DS571372	3867	3923	1	0	1	0
DS571372	4158	4215	213	0	286	0
DS571372	12003	12082	27	0	50	0
DS571373	6969	7013	114	0	158	0
DS571373	12865	12911	141	0	169	0
DS571373	13519	13576	7	0	13	0
DS571373	19332	19400	14	0	19	0
DS571373	20981	21036	22	0	18	0
DS571374	3300	3344	22	0	24	0
DS571374	4357	4401	3	0	5	0
DS571374	18031	18092	73	0	83	0
DS571376	1955	2007	36	0	40	0
DS571377	6804	6850	126	0	95	0
DS571377	10891	10940	8	0	10	0
DS571377	13611	13661	14	0	16	0
DS571378	4046	4128	268	0	346	0
DS571378	7274	7333	1	0	1	0
DS571379	19532	19621	21	0	13	0
DS571380	847	942	7	0	5	0
DS571380	847	966	3	0	8	0
DS571380	847	990	8	0	4	0
DS571380	847	1014	20	0	21	0
DS571380	871	942	4	0	3	0
DS571380	871	990	5	0	11	0
DS571380	871	1014	18	0	37	0
DS571380	919	942	3	0	8	0
DS571380	919	990	3	0	2	0
DS571380	919	1014	45	0	45	0
DS571380	14501	14551	3	0	5	0
DS571380	14634	14687	2	0	6	0
DS571380	15174	15230	2	0	3	0
DS571380	20443	20519	5	0	4	0
DS571380	21922	21983	9	0	7	0
DS571381	3568	3620	304	0	328	0
DS571381	8786	8851	1	0	1	0
DS571381	13771	13824	19	0	46	0
DS571381	19678	19778	10	0	12	0
DS571382	9617	9707	88	0	103	0
DS571382	13397	13485	4	0	7	0
DS571382	13864	14049	2	0	3	0
DS571382	13864	14110	5	0	3	0
DS571383	6326	6415	1	0	1	0
DS571383	6326	6552	315	0	352	0
DS571384	2617	2666	4	0	11	0
DS571384	3368	3433	54	0	63	0
DS571384	6204	6265	2	0	4	0
DS571384	9618	9796	218	0	295	0
DS571385	23219	23264	42	0	62	0
DS571386	8601	8650	32	0	35	0
DS571386	9236	9299	52	0	63	0
DS571386	11047	11115	13	0	23	0
DS571386	11317	11367	14	0	6	0
DS571386	16680	16744	39	0	55	0
DS571387	5252	5342	87	0	131	0
DS571387	10855	10923	4	0	6	0
DS571387	11035	11058	12	0	14	0
DS571388	15190	15234	7	0	6	0
DS571388	15988	16047	5	0	4	0
DS571388	16869	16939	6	0	4	0
DS571389	19668	19738	59	0	63	0
DS571390	5979	6030	81	0	91	0
DS571390	16247	16299	139	0	244	0
DS571390	16829	16877	41	0	32	0
DS571390	16833	16877	3	0	2	0
DS571390	20577	20633	31	0	49	0
DS571390	20790	21014	41	0	47	0
DS571390	21991	22039	36	0	44	0
DS571390	22148	22192	46	0	52	0
DS571392	3121	3183	198	0	252	0
DS571392	10332	10373	2	0	4	0
DS571393	5394	5439	94	0	117	0
DS571394	16567	16627	66	0	65	0
DS571394	16917	16990	75	0	88	0
DS571396	5210	5279	23	0	36	0
DS571396	11450	11583	71	0	88	0
DS571397	9766	9867	22	0	32	0
DS571397	9819	9867	1	0	1	0
DS571397	9952	10059	25	0	33	0
DS571397	9971	10059	1	0	2	0
DS571397	13647	13702	5	0	12	0
DS571397	17858	18059	2004	0	2327	0
DS571398	13705	13845	1	0	2	0
DS571398	13705	13859	127	0	191	0
DS571398	16081	16139	37	0	42	0
DS571400	2427	2485	3	0	1	0
DS571400	4217	4280	30	0	38	0
DS571400	5190	5239	21	0	14	0
DS571400	7275	7324	219	0	260	0
DS571400	7514	7566	150	0	149	0
DS571400	16268	16315	32	0	22	0
DS571400	16445	16489	30	0	25	0
DS571400	18156	18205	59	0	76	0
DS571401	5965	6015	18	0	18	0
DS571401	6470	6536	111	0	152	0
DS571401	16365	16426	63	0	66	0
DS571402	7257	7305	19	0	12	0
DS571402	13090	13140	23	0	19	0
DS571403	13445	13515	2	0	2	0
DS571403	16988	17042	2	0	4	0
DS571403	17565	17615	246	0	303	0
DS571403	18026	18127	13	0	21	0
DS571405	1643	1699	171	0	267	0
DS571405	2271	2334	14	0	17	0
DS571405	2496	2557	19	0	28	0
DS571405	5444	5509	8	0	2	0
DS571406	11330	11383	49	0	62	0
DS571406	11596	11688	38	0	57	0
DS571406	13700	13751	10	0	15	0
DS571408	3966	4035	103	0	88	0
DS571408	4361	4410	60	0	67	0
DS571408	4584	4643	10	0	7	0
DS571408	8394	8454	5	0	5	0
DS571408	10793	10836	146	0	218	0
DS571408	12551	12598	3	0	7	0
DS571410	9535	9561	2	0	3	0
DS571411	5294	5351	316	0	351	0
DS571411	10493	10542	5	0	2	0
DS571411	13416	13481	44	0	55	0
DS571413	12388	12443	36	0	31	0
DS571413	15616	15663	20	0	10	0
DS571413	15616	15697	2	0	1	0
DS571414	10814	10871	398	0	504	0
DS571414	15673	15721	160	0	194	0
DS571414	16438	16489	81	0	68	0
DS571416	2889	2946	3	0	3	0
DS571416	5518	5572	18	0	25	0
DS571416	5960	6007	14	0	10	0
DS571416	6240	6325	4	0	5	0
DS571416	8085	8133	19	0	20	0
DS571416	16650	16710	152	0	157	0
DS571417	12672	12720	6	0	6	0
DS571417	13579	13645	1	0	2	0
DS571418	4663	4708	27	0	23	0
DS571418	7928	7980	4	0	7	0
DS571418	10953	11004	13	0	23	0
DS571421	6743	6798	1	0	3	0
DS571422	5963	6007	67	0	88	0
DS571422	6808	6885	75	0	97	0
DS571422	7183	7250	307	0	432	0
DS571423	8171	8224	20	0	37	0
DS571423	12087	12131	2	0	1	0
DS571424	12511	12568	76	0	116	0
DS571425	11346	11413	11	0	8	0
DS571425	17908	17956	7	0	5	0
DS571425	19053	19096	1	0	3	0
DS571427	3975	4023	15	0	26	0
DS571427	4390	4444	36	0	21	0
DS571429	4979	5107	1	0	1	0
DS571429	11590	11647	29	0	32	0
DS571430	11298	11357	193	0	250	0
DS571430	17332	17411	32	0	43	0
DS571430	17827	17885	7	0	1	0
DS571430	17827	18010	1	0	6	0
DS571430	18322	18381	802	0	964	0
DS571431	497	549	105	0	145	0
DS571431	6190	6246	175	0	188	0
DS571431	10942	10994	30	0	27	0
DS571431	12413	12466	9	0	8	0
DS571431	12553	12632	12	0	12	0
DS571431	14718	14796	1	0	1	0
DS571431	14718	14800	145	0	179	0
DS571431	15194	15248	372	0	577	0
DS571432	6568	6624	11	0	12	0
DS571432	8183	8239	2	0	2	0
DS571436	10725	10773	15	0	25	0
DS571436	10886	10945	37	0	40	0
DS571436	11055	11099	27	0	27	0
DS571437	15400	15451	28	0	25	0
DS571438	2573	2627	11	0	7	0
DS571438	2754	2825	1	0	1	0
DS571438	4638	4704	31	0	37	0
DS571438	4778	4907	280	0	287	0
DS571438	5004	5064	13	0	21	0
DS571438	5187	5240	215	0	326	0
DS571438	5751	5805	15	0	25	0
DS571438	10166	10220	121	0	153	0
DS571439	9346	9407	1	0	2	0
DS571439	11487	11544	31	0	21	0
DS571439	13061	13124	11	0	10	0
DS571439	13491	13538	126	0	150	0
DS571439	13822	13872	182	0	235	0
DS571440	7314	7375	45	0	44	0
DS571441	12425	12481	105	0	113	0
DS571442	6359	6411	4	0	1	0
DS571443	9585	9653	2	0	1	0
DS571443	10847	10898	1	0	1	0
DS571444	2809	2860	26	0	37	0
DS571446	9848	9902	29	0	55	0
DS571447	2831	2902	33	0	27	0
DS571448	8287	8338	12	0	9	0
DS571448	8432	8485	15	0	10	0
DS571448	8909	9008	10	0	7	0
DS571450	10119	10163	11	0	13	0
DS571451	14833	14886	11	0	8	0
DS571452	11683	11745	71	0	91	0
DS571453	3199	3302	2	0	3	0
DS571459	9895	9948	409	0	555	0
DS571459	11689	11755	3	0	3	0
DS571463	12693	12738	8	0	10	0
DS571463	14950	15036	476	0	621	0
DS571466	12526	12576	11	0	17	0
DS571466	14058	14207	1	0	1	0
DS571471	1999	2056	190	0	145	0
DS571471	9263	9311	5	0	2	0
DS571475	389	432	8	0	11	0
DS571480	14459	14484	13	0	4	0
DS571481	9668	9773	2246	0	3004	0
DS571481	11988	12034	43	0	41	0
DS571481	12233	12281	49	0	53	0
DS571482	1178	1231	40	0	57	0
DS571482	9065	9117	28	0	28	0
DS571484	2222	2301	3	0	4	0
DS571485	9808	9879	9	0	7	0
DS571486	11973	12056	71	0	89	0
DS571487	3639	3689	32	0	22	0
DS571487	3645	3689	1	0	2	0
DS571487	5286	5353	6	0	6	0
DS571487	9717	9769	196	0	221	0
DS571488	5963	6020	121	0	171	0
DS571488	9974	10024	26	0	30	0
DS571488	11222	11266	7	0	4	0
DS571489	7657	7714	833	0	948	0
DS571490	6799	7004	3	0	1	0
DS571490	10415	10484	3	0	2	0
DS571493	3649	3697	82	0	89	0
DS571494	10925	11066	12	0	9	0
DS571495	3604	3655	17	0	13	0
DS571498	2541	2596	93	0	113	0
DS571500	9994	10038	28	0	23	0
DS571506	1446	1506	1	0	1	0
DS571506	4835	4926	839	0	1129	0
DS571507	1285	1346	16	0	21	0
DS571507	2487	2550	22	0	35	0
DS571507	9145	9234	5	0	13	0
DS571508	4275	4301	2	0	2	0
DS571508	4824	4868	6	0	5	0
DS571508	4927	5073	331	0	485	0
DS571508	5218	5275	216	0	355	0
DS571516	7342	7394	58	0	60	0
DS571517	2784	2851	6	0	3	0
DS571517	3052	3186	3	0	7	0
DS571522	3369	3419	9	0	9	0
DS571522	3507	3549	9	0	10	0
DS571522	4862	5011	4	0	11	0
DS571522	4865	5011	48	0	69	0
DS571525	4707	4762	50	0	60	0
DS571528	2545	2610	4	0	10	0
DS571528	2786	2830	5	0	7	0
DS571528	7343	7403	78	0	77	0
DS571528	7347	7403	1	0	7	0
DS571528	7955	8017	634	0	981	0
DS571534	6060	6119	13	0	17	0
DS571534	7492	7568	17	0	12	0
DS571534	7915	7969	18	0	21	0
DS571534	9201	9261	58	0	53	0
DS571537	5328	5351	5	0	5	0
DS571537	5346	5366	5	0	3	0
DS571539	738	788	13	0	19	0
DS571539	918	971	12	0	7	0
DS571539	1332	1384	1	0	1	0
DS571539	7105	7156	50	0	47	0
DS571542	6521	6581	6	0	9	0
DS571542	6715	6776	8	0	11	0
DS571546	4647	4794	541	0	529	0
DS571546	5960	6037	1	0	1	0
DS571546	6663	6719	104	0	73	0
DS571547	1534	1583	187	0	232	0
DS571547	2279	2329	3	0	6	0
DS571547	4235	4289	14	0	14	0
DS571547	7115	7183	79	0	94	0
DS571558	6144	6491	30	0	26	0
DS571560	6623	6689	2	0	3	0
DS571560	7549	7597	4	0	3	0
DS571561	1764	2048	16	0	21	0
DS571561	2652	2733	9	0	5	0
DS571561	4329	4397	1	0	2	0
DS571561	4565	4616	11	0	9	0
DS571561	5212	5295	279	0	335	0
DS571562	3750	3786	22	0	12	0
DS571569	3168	3211	27	0	17	0
DS571571	9973	10032	1	0	1	0
DS571578	2244	2335	1	0	1	0
DS571578	2244	2349	448	0	520	0
DS571579	1794	1850	12	0	26	0
DS571579	4788	4846	8	0	13	0
DS571581	1113	1172	1	0	1	0
DS571587	4230	4296	1	0	2	0
DS571587	4615	4661	1	0	1	0
DS571588	305	352	6	0	18	0
DS571588	784	841	14	0	21	0
DS571588	1573	1631	28	0	22	0
DS571588	1736	1797	44	0	33	0
DS571588	6591	6642	33	0	46	0
DS571588	8347	8406	11	0	18	0
DS571591	7583	7636	4	0	4	0
DS571594	4187	4241	52	0	66	0
DS571594	4948	4999	6	0	4	0
DS571594	4948	5004	1	0	2	0
DS571600	7518	7588	1	0	1	0
DS571600	8119	8182	715	0	997	0
DS571602	3175	3235	8	0	5	0
DS571605	5224	5294	73	0	85	0
DS571607	4487	4587	11	0	6	0
DS571607	5979	6033	85	0	105	0
DS571607	6258	6303	27	0	39	0
DS571609	5556	5644	61	0	46	0
DS571622	4234	4432	2	0	3	0
DS571622	4234	4449	66	0	80	0
DS571623	7445	7497	16	0	27	0
DS571641	129	177	2	0	4	0
DS571641	971	1030	1	0	1	0
DS571643	3647	3708	7	0	7	0
DS571643	4024	4090	7	0	11	0
DS571646	4860	4916	18	0	14	0
DS571646	5509	5581	3	0	5	0
DS571646	5708	5765	2	0	4	0
DS571653	979	1032	141	0	174	0
DS571653	1129	1179	121	0	163	0
DS571653	3757	3846	1	0	1	0
DS571661	1308	1331	42	0	56	0
DS571661	1308	1451	2	0	2	0
DS571675	963	1029	65	0	93	0
DS571675	1403	1454	141	0	195	0
DS571676	2446	2493	28	0	28	0
DS571676	2771	2825	72	0	93	0
DS571676	2966	3009	86	0	65	0
DS571676	4975	5054	7	0	16	0
DS571676	5525	5580	4	0	9	0
DS571676	5642	5694	4	0	11	0
DS571678	307	357	3	0	2	0
DS571684	2890	2933	74	0	125	0
DS571685	1784	1889	1	0	2	0
DS571685	1796	1889	1	0	1	0
DS571685	1800	1889	401	0	579	0
DS571685	1846	1889	10	0	6	0
DS571685	2486	2539	10	0	6	0
DS571691	3727	3774	1	0	1	0
DS571691	4420	4470	52	0	68	0
DS571691	4420	4474	1	0	1	0
DS571702	3423	3502	14	0	7	0
DS571705	1710	1754	41	0	47	0
DS571711	1898	1963	4	0	1	0
DS571711	2585	2654	29	0	22	0
DS571718	3892	3946	1283	0	1758	0
DS571731	2108	2152	113	0	180	0
DS571736	1537	1595	24	0	24	0
DS571743	308	521	3	0	1	0
DS571748	496	551	4	0	1	0
DS571748	693	750	12	0	6	0
DS571748	2754	2798	118	0	153	0
DS571779	499	625	1	0	1	0
DS571790	1697	1748	9	0	21	0
DS571795	1975	2024	3	0	6	0
DS571843	560	623	1	0	2	0
DS571845	1887	1968	137	0	142	0
DS571855	2958	3011	23	0	22	0
DS571865	1739	1911	8	0	8	0
DS571906	205	276	6	0	7	0
DS571919	1076	1123	1	0	1	0
DS571925	771	814	1	0	2	0
DS571929	2519	2581	2	0	8	0
DS571976	1318	1377	11	0	10	0
DS571976	1366	1413	356	0	541	0
DS571976	1366	1485	1	0	9	0
DS571976	1366	1521	9	0	14	0
DS571976	1366	1545	26	0	61	0
DS571976	1366	1581	1	0	4	0
DS571976	1366	1605	2	0	1	0
DS571976	1390	1413	1	0	1	0
DS571976	1402	1449	1	0	6	0
DS571976	1402	1545	5	0	6	0
DS571976	1402	1605	1	0	3	0
DS571976	1438	1485	5	0	8	0
DS571976	1438	1521	2	0	3	0
DS571976	1438	1605	24	0	71	0
DS571976	1474	1521	14	0	14	0
DS571976	1474	1545	2	0	1	0
DS571976	1474	1605	4	0	9	0
DS571976	1510	1545	7	0	10	0
DS571976	1510	1605	13	0	22	0
DS571986	368	421	4	0	6	0
DS571986	479	563	73	0	130	0
DS572051	1021	1148	1	0	3	0
DS572098	507	644	5	0	8	0
DS572134	431	491	2	0	1	0
DS572169	1506	1553	154	0	267	0
DS572199	1042	1162	9	0	5	0
DS572199	1331	1360	17	0	22	0
DS572335	563	598	4	0	6	0
DS572461	706	794	92	0	62	0
DS572467	721	778	15	0	20	0
DS572543	710	760	61	0	63	0
DS572543	928	971	40	0	30	0
DS572585	530	577	12	0	8	0
DS572585	585	644	3	0	5	0
DS572590	305	355	7	0	3	0
DS572599	499	567	1	0	2	0
DS572599	502	567	4	0	3	0
DS572620	250	273	12	0	26	0
EH4254	611	675	5	0	8	0
EH4254	2179	2235	444	0	517	0
EH4254	2222	2264	2	0	2	0
EH4256	1812	1887	2	0	5	0
EH4259	89	151	16	0	22	0
EH4263	234	278	1	0	1	0
EH4264	184	242	61	0	40	0
