scaffold_number	intron_start	intron_end	toc_rep1_reads(u)	Normalized value(Rep1)	toc_rep2_reads(u)	Normalized value(Rep2)
DS571315	5571	5705	53	74.28170988	49	56.11543747
DS571315	10350	10427	28	39.24316748	24	27.48511223
DS571315	11215	11261	21	29.43237561	24	27.48511223
DS571315	13111	13158	6	8.409250175	8	9.161704077
DS571315	24657	24797	115	161.177295	151	172.9271645
DS571315	28658	28707	346	484.9334268	476	545.1213926
DS571316	4734	4781	10	14.01541696	7	8.016491067
DS571316	5289	5337	78	109.3202523	78	89.32661475
DS571316	5593	5639	141	197.6173791	136	155.7489693
DS571316	12022	12075	825	1156.271899	1223	1400.595511
DS571316	26041	26111	16	22.42466713	16	18.32340815
DS571316	29610	29661	78	109.3202523	84	96.19789281
DS571317	3965	4018	207	290.119131	198	226.7521759
DS571317	4323	4382	394	552.2074282	468	535.9596885
DS571317	5633	5680	46	64.47091801	57	65.27714155
DS571317	5746	5793	45	63.06937631	64	73.29363262
DS571317	20853	20907	27	37.84162579	35	40.08245534
DS571317	23801	23866	20	28.03083392	13	14.88776913
DS571318	2016	2086	28	39.24316748	25	28.63032524
DS571318	31528	31591	7	9.810791871	8	9.161704077
DS571319	14853	14931	64	89.69866854	62	71.0032066
DS571319	15854	15981	93	130.3433777	108	123.683005
DS571319	16235	16302	170	238.2620883	231	264.5442052
DS571320	1988	2041	8	11.21233357	6	6.871278058
DS571320	26568	26611	24	33.6370007	12	13.74255612
DS571320	27955	28011	25	35.0385424	42	48.0989464
DS571321	6613	6690	16	22.42466713	15	17.17819514
DS571321	6853	6919	6	8.409250175	15	17.17819514
DS571322	11444	11652	353	494.7442186	446	510.7650023
DS571322	16798	16853	19	26.62929222	17	19.46862116
DS571322	19258	19304	11	15.41695865	11	12.59734311
DS571323	8461	8512	7	9.810791871	12	13.74255612
DS571323	8583	8627	19	26.62929222	39	44.66330738
DS571323	14316	14451	26	36.44008409	37	42.37288136
DS571323	17264	17320	265	371.4085494	301	344.7091159
DS571323	27749	27851	1123	1573.931324	1411	1615.895557
DS571324	15939	15987	44	61.66783462	63	72.14841961
DS571326	18249	18312	7	9.810791871	7	8.016491067
DS571326	24343	24415	88	123.3356692	160	183.2340815
DS571327	11102	11150	5	7.007708479	7	8.016491067
DS571327	12107	12155	12	16.81850035	10	11.4521301
DS571327	13057	13099	27	37.84162579	23	26.33989922
DS571327	13307	13383	54	75.68325158	65	74.43884563
DS571327	13770	13825	6	8.409250175	8	9.161704077
DS571327	19547	19591	74	103.7140855	73	83.6005497
DS571327	25214	25276	12	16.81850035	12	13.74255612
DS571328	19037	19093	146	204.6250876	134	153.4585433
DS571328	31949	32004	7	9.810791871	7	8.016491067
DS571329	8701	8756	31	43.44779257	42	48.0989464
DS571329	8918	8976	27	37.84162579	31	35.5016033
DS571329	13186	13242	44	61.66783462	36	41.22766835
DS571329	13288	13341	41	57.46320953	25	28.63032524
DS571330	10924	10976	14	19.62158374	17	19.46862116
DS571330	13618	13664	10	14.01541696	11	12.59734311
DS571330	14209	14264	39	54.66012614	46	52.67979844
DS571330	14429	14481	33	46.25087596	25	28.63032524
DS571330	29860	29913	116	162.5788367	154	176.3628035
DS571330	30003	30071	152	213.0343378	187	214.1548328
DS571330	30250	30307	125	175.192712	164	187.8149336
DS571331	2358	2414	80	112.1233357	70	80.16491067
DS571331	2761	2804	95	133.1464611	104	119.102153
DS571331	6943	7003	25	35.0385424	43	49.24415941
DS571331	7061	7180	28	39.24316748	51	58.40586349
DS571331	7405	7478	24	33.6370007	29	33.21117728
DS571331	7737	7781	17	23.82620883	30	34.35639029
DS571331	10903	10966	15	21.02312544	21	24.0494732
DS571331	21973	22036	112	156.9726699	172	196.9766377
DS571332	5927	5972	199	278.9067975	287	328.6761338
DS571332	8201	8256	294	412.0532586	355	406.5506184
DS571332	14696	14763	70	98.10791871	66	75.58405863
DS571332	15387	15439	24	33.6370007	16	18.32340815
DS571332	16062	16105	41	57.46320953	43	49.24415941
DS571332	28905	28961	208	291.5206727	219	250.8016491
DS571332	30856	30908	217	304.134548	220	251.9468621
DS571335	13958	14008	8	11.21233357	6	6.871278058
DS571335	18735	18781	9	12.61387526	13	14.88776913
DS571336	4402	4457	26	36.44008409	15	17.17819514
DS571336	8422	8501	55	77.08479327	45	51.53458543
DS571336	18351	18395	28	39.24316748	33	37.79202932
DS571337	15036	15080	14	19.62158374	21	24.0494732
DS571337	15362	15413	7	9.810791871	10	11.4521301
DS571337	15978	16025	17	23.82620883	13	14.88776913
DS571337	16564	16616	69	96.70637701	59	67.56756757
DS571337	16659	16714	56	78.48633497	56	64.13192854
DS571337	16988	17038	61	85.49404345	72	82.45533669
DS571337	17417	17475	64	89.69866854	67	76.72927164
DS571337	17886	17934	75	105.1156272	101	115.666514
DS571337	19465	19517	47	65.87245971	71	81.31012368
DS571337	20364	20426	270	378.4162579	285	326.3857077
DS571337	20736	20802	110	154.1695865	112	128.2638571
DS571337	20907	20997	96	134.5480028	122	139.7159872
DS571337	26576	26632	17	23.82620883	18	20.61383417
DS571337	26919	26995	11	15.41695865	8	9.161704077
DS571337	27100	27152	13	18.22004205	8	9.161704077
DS571337	27465	27512	26	36.44008409	15	17.17819514
DS571338	3512	3570	33	46.25087596	17	19.46862116
DS571338	3581	3740	21	29.43237561	24	27.48511223
DS571338	11940	11992	79	110.721794	96	109.9404489
DS571339	8841	8899	12	16.81850035	22	25.19468621
DS571339	26510	26568	67	93.90329362	85	97.34310582
DS571339	29122	29191	13	18.22004205	14	16.03298213
DS571342	15014	15074	40	56.06166783	44	50.38937242
DS571344	12529	12582	50	70.07708479	51	58.40586349
DS571344	12714	12792	17	23.82620883	13	14.88776913
DS571344	24944	24999	9	12.61387526	10	11.4521301
DS571345	3617	3660	28	39.24316748	29	33.21117728
DS571345	7630	7683	208	291.5206727	259	296.6101695
DS571345	7878	7940	124	173.7911703	99	113.376088
DS571345	10249	10313	17	23.82620883	9	10.30691709
DS571346	1114	1273	2256	3161.878066	2805	3212.322492
DS571346	5992	6050	42	58.86475123	68	77.87448465
DS571346	13488	13547	63	88.29712684	83	95.0526798
DS571346	27507	27556	24	33.6370007	25	28.63032524
DS571347	5754	5809	31	43.44779257	25	28.63032524
DS571347	6378	6427	7	9.810791871	7	8.016491067
DS571347	9573	9628	15	21.02312544	25	28.63032524
DS571347	9746	9789	23	32.235459	29	33.21117728
DS571347	16368	16464	231	323.7561317	269	308.0622996
DS571347	16753	16809	17	23.82620883	40	45.80852038
DS571347	20084	20145	22	30.83391731	22	25.19468621
DS571349	3865	3910	51	71.47862649	45	51.53458543
DS571349	24351	24411	179	250.8759636	224	256.5277142
DS571349	26454	26527	17	23.82620883	14	16.03298213
DS571349	26652	26698	23	32.235459	23	26.33989922
DS571351	987	1048	24	33.6370007	36	41.22766835
DS571351	9953	10001	8	11.21233357	6	6.871278058
DS571351	15858	15928	28	39.24316748	13	14.88776913
DS571351	17072	17130	28	39.24316748	28	32.06596427
DS571351	18124	18182	128	179.3973371	144	164.9106734
DS571351	22027	22083	50	70.07708479	52	59.5510765
DS571352	13296	13346	17	23.82620883	20	22.90426019
DS571352	13624	13672	107	149.9649615	56	64.13192854
DS571352	17169	17221	58	81.28941836	70	80.16491067
DS571353	10460	10527	36	50.45550105	20	22.90426019
DS571353	11863	11994	39	54.66012614	45	51.53458543
DS571353	14069	14148	28	39.24316748	25	28.63032524
DS571353	14195	14260	25	35.0385424	22	25.19468621
DS571353	23962	24009	45	63.06937631	156	178.6532295
DS571355	7033	7082	44	61.66783462	59	67.56756757
DS571356	9076	9164	76	106.5171689	72	82.45533669
DS571356	15879	15992	41	57.46320953	57	65.27714155
DS571356	16972	17018	44	61.66783462	34	38.93724233
DS571356	17243	17319	15	21.02312544	15	17.17819514
DS571356	24389	24454	9	12.61387526	7	8.016491067
DS571357	5684	5736	9	12.61387526	13	14.88776913
DS571357	13801	13862	15	21.02312544	25	28.63032524
DS571357	14034	14087	19	26.62929222	24	27.48511223
DS571358	13852	13900	21	29.43237561	32	36.64681631
DS571358	14238	14307	43	60.26629292	43	49.24415941
DS571359	21324	21451	6	8.409250175	8	9.161704077
DS571360	25198	25242	55	77.08479327	107	122.537792
DS571361	10567	10612	128	179.3973371	153	175.2175905
DS571361	12176	12295	37	51.85704275	30	34.35639029
DS571361	12190	12303	11	15.41695865	6	6.871278058
DS571361	13856	13913	171	239.66363	200	229.0426019
DS571361	25382	25439	10	14.01541696	30	34.35639029
DS571362	16769	16821	62	86.89558514	69	79.01969766
DS571365	6820	6870	140	196.2158374	168	192.3957856
DS571365	8665	8722	22	30.83391731	18	20.61383417
DS571365	10366	10431	15	21.02312544	19	21.75904718
DS571367	6048	6116	138	193.412754	162	185.5245076
DS571368	8145	8192	117	163.9803784	102	116.811727
DS571370	4275	4348	69	96.70637701	66	75.58405863
DS571370	5639	5707	336	470.9180098	503	576.0421438
DS571370	6409	6462	71	99.50946041	92	105.3595969
DS571370	7525	7603	13	18.22004205	12	13.74255612
DS571370	21532	21579	43	60.26629292	45	51.53458543
DS571371	4144	4192	10	14.01541696	19	21.75904718
DS571371	23779	23830	208	291.5206727	365	418.0027485
DS571372	4158	4215	213	298.5283812	286	327.5309208
DS571372	12003	12082	27	37.84162579	50	57.26065048
DS571373	6969	7013	114	159.7757533	158	180.9436555
DS571373	12865	12911	141	197.6173791	169	193.5409986
DS571373	13519	13576	7	9.810791871	13	14.88776913
DS571373	19332	19400	14	19.62158374	19	21.75904718
DS571373	20981	21036	22	30.83391731	18	20.61383417
DS571374	3300	3344	22	30.83391731	24	27.48511223
DS571374	18031	18092	73	102.3125438	83	95.0526798
DS571376	1955	2007	36	50.45550105	40	45.80852038
DS571377	6804	6850	126	176.5942537	95	108.7952359
DS571377	10891	10940	8	11.21233357	10	11.4521301
DS571377	13611	13661	14	19.62158374	16	18.32340815
DS571378	4046	4128	268	375.6131745	346	396.2437013
DS571379	19532	19621	21	29.43237561	13	14.88776913
DS571380	847	1014	20	28.03083392	21	24.0494732
DS571380	871	990	5	7.007708479	11	12.59734311
DS571380	871	1014	18	25.22775053	37	42.37288136
DS571380	919	1014	45	63.06937631	45	51.53458543
DS571380	21922	21983	9	12.61387526	7	8.016491067
DS571381	3568	3620	304	426.0686755	328	375.6298672
DS571381	13771	13824	19	26.62929222	46	52.67979844
DS571381	19678	19778	10	14.01541696	12	13.74255612
DS571382	9617	9707	88	123.3356692	103	117.95694
DS571383	6326	6552	315	441.4856342	352	403.1149794
DS571384	3368	3433	54	75.68325158	63	72.14841961
DS571384	9618	9796	218	305.5360897	295	337.8378378
DS571385	23219	23264	42	58.86475123	62	71.0032066
DS571386	8601	8650	32	44.84933427	35	40.08245534
DS571386	9236	9299	52	72.88016819	63	72.14841961
DS571386	11047	11115	13	18.22004205	23	26.33989922
DS571386	11317	11367	14	19.62158374	6	6.871278058
DS571386	16680	16744	39	54.66012614	55	62.98671553
DS571387	5252	5342	87	121.9341275	131	150.0229043
DS571387	11035	11058	12	16.81850035	14	16.03298213
DS571388	15190	15234	7	9.810791871	6	6.871278058
DS571389	19668	19738	59	82.69096006	63	72.14841961
DS571390	5979	6030	81	113.5248774	91	104.2143839
DS571390	16247	16299	139	194.8142957	244	279.4319743
DS571390	16829	16877	41	57.46320953	32	36.64681631
DS571390	20577	20633	31	43.44779257	49	56.11543747
DS571390	20790	21014	41	57.46320953	47	53.82501145
DS571390	21991	22039	36	50.45550105	44	50.38937242
DS571390	22148	22192	46	64.47091801	52	59.5510765
DS571392	3121	3183	198	277.5052558	252	288.5936784
DS571393	5394	5439	94	131.7449194	117	133.9899221
DS571394	16567	16627	66	92.50175193	65	74.43884563
DS571394	16917	16990	75	105.1156272	88	100.7787448
DS571396	5210	5279	23	32.235459	36	41.22766835
DS571396	11450	11583	71	99.50946041	88	100.7787448
DS571397	9766	9867	22	30.83391731	32	36.64681631
DS571397	9952	10059	25	35.0385424	33	37.79202932
DS571397	13647	13702	5	7.007708479	12	13.74255612
DS571397	17858	18059	2004	2808.689559	2327	2664.910673
DS571398	13705	13859	127	177.9957954	191	218.7356848
DS571398	16081	16139	37	51.85704275	42	48.0989464
DS571400	4217	4280	30	42.04625088	38	43.51809437
DS571400	5190	5239	21	29.43237561	14	16.03298213
DS571400	7275	7324	219	306.9376314	260	297.7553825
DS571400	7514	7566	150	210.2312544	149	170.6367384
DS571400	16268	16315	32	44.84933427	22	25.19468621
DS571400	16445	16489	30	42.04625088	25	28.63032524
DS571400	18156	18205	59	82.69096006	76	87.03618873
DS571401	5965	6015	18	25.22775053	18	20.61383417
DS571401	6470	6536	111	155.5711282	152	174.0723775
DS571401	16365	16426	63	88.29712684	66	75.58405863
DS571402	7257	7305	19	26.62929222	12	13.74255612
DS571402	13090	13140	23	32.235459	19	21.75904718
DS571403	17565	17615	246	344.7792572	303	346.9995419
DS571403	18026	18127	13	18.22004205	21	24.0494732
DS571405	1643	1699	171	239.66363	267	305.7718736
DS571405	2271	2334	14	19.62158374	17	19.46862116
DS571405	2496	2557	19	26.62929222	28	32.06596427
DS571406	11330	11383	49	68.6755431	62	71.0032066
DS571406	11596	11688	38	53.25858444	57	65.27714155
DS571406	13700	13751	10	14.01541696	15	17.17819514
DS571408	3966	4035	103	144.3587947	88	100.7787448
DS571408	4361	4410	60	84.09250175	67	76.72927164
DS571408	4584	4643	10	14.01541696	7	8.016491067
DS571408	10793	10836	146	204.6250876	218	249.6564361
DS571411	5294	5351	316	442.8871759	351	401.9697664
DS571411	13416	13481	44	61.66783462	55	62.98671553
DS571413	12388	12443	36	50.45550105	31	35.5016033
DS571413	15616	15663	20	28.03083392	10	11.4521301
DS571414	10814	10871	398	557.813595	504	577.1873568
DS571414	15673	15721	160	224.2466713	194	222.1713239
DS571414	16438	16489	81	113.5248774	68	77.87448465
DS571416	5518	5572	18	25.22775053	25	28.63032524
DS571416	5960	6007	14	19.62158374	10	11.4521301
DS571416	8085	8133	19	26.62929222	20	22.90426019
DS571416	16650	16710	152	213.0343378	157	179.7984425
DS571417	12672	12720	6	8.409250175	6	6.871278058
DS571418	4663	4708	27	37.84162579	23	26.33989922
DS571418	10953	11004	13	18.22004205	23	26.33989922
DS571422	5963	6007	67	93.90329362	88	100.7787448
DS571422	6808	6885	75	105.1156272	97	111.0856619
DS571422	7183	7250	307	430.2733006	432	494.7320202
DS571423	8171	8224	20	28.03083392	37	42.37288136
DS571424	12511	12568	76	106.5171689	116	132.8447091
DS571425	11346	11413	11	15.41695865	8	9.161704077
DS571427	3975	4023	15	21.02312544	26	29.77553825
DS571427	4390	4444	36	50.45550105	21	24.0494732
DS571429	11590	11647	29	40.64470918	32	36.64681631
DS571430	11298	11357	193	270.4975473	250	286.3032524
DS571430	17332	17411	32	44.84933427	43	49.24415941
DS571430	18322	18381	802	1124.03644	964	1103.985341
DS571431	497	549	105	147.1618781	145	166.0558864
DS571431	6190	6246	175	245.2697968	188	215.3000458
DS571431	10942	10994	30	42.04625088	27	30.92075126
DS571431	12413	12466	9	12.61387526	8	9.161704077
DS571431	12553	12632	12	16.81850035	12	13.74255612
DS571431	14718	14800	145	203.2235459	179	204.9931287
DS571431	15194	15248	372	521.3735109	577	660.7879066
DS571432	6568	6624	11	15.41695865	12	13.74255612
DS571436	10725	10773	15	21.02312544	25	28.63032524
DS571436	10886	10945	37	51.85704275	40	45.80852038
DS571436	11055	11099	27	37.84162579	27	30.92075126
DS571437	15400	15451	28	39.24316748	25	28.63032524
DS571438	2573	2627	11	15.41695865	7	8.016491067
DS571438	4638	4704	31	43.44779257	37	42.37288136
DS571438	4778	4907	280	392.4316748	287	328.6761338
DS571438	5004	5064	13	18.22004205	21	24.0494732
DS571438	5187	5240	215	301.3314646	326	373.3394411
DS571438	5751	5805	15	21.02312544	25	28.63032524
DS571438	10166	10220	121	169.5865452	153	175.2175905
DS571439	11487	11544	31	43.44779257	21	24.0494732
DS571439	13061	13124	11	15.41695865	10	11.4521301
DS571439	13491	13538	126	176.5942537	150	171.7819514
DS571439	13822	13872	182	255.0805886	235	269.1250573
DS571440	7314	7375	45	63.06937631	44	50.38937242
DS571441	12425	12481	105	147.1618781	113	129.4090701
DS571444	2809	2860	26	36.44008409	37	42.37288136
DS571446	9848	9902	29	40.64470918	55	62.98671553
DS571447	2831	2902	33	46.25087596	27	30.92075126
DS571448	8287	8338	12	16.81850035	9	10.30691709
DS571448	8432	8485	15	21.02312544	10	11.4521301
DS571448	8909	9008	10	14.01541696	7	8.016491067
DS571450	10119	10163	11	15.41695865	13	14.88776913
DS571451	14833	14886	11	15.41695865	8	9.161704077
DS571452	11683	11745	71	99.50946041	91	104.2143839
DS571459	9895	9948	409	573.2305536	555	635.5932203
DS571463	12693	12738	8	11.21233357	10	11.4521301
DS571463	14950	15036	476	667.1338472	621	711.177279
DS571466	12526	12576	11	15.41695865	17	19.46862116
DS571471	1999	2056	190	266.2929222	145	166.0558864
DS571475	389	432	8	11.21233357	11	12.59734311
DS571481	9668	9773	2246	3147.862649	3004	3440.219881
DS571481	11988	12034	43	60.26629292	41	46.95373339
DS571481	12233	12281	49	68.6755431	53	60.69628951
DS571482	1178	1231	40	56.06166783	57	65.27714155
DS571482	9065	9117	28	39.24316748	28	32.06596427
DS571485	9808	9879	9	12.61387526	7	8.016491067
DS571486	11973	12056	71	99.50946041	89	101.9239579
DS571487	3639	3689	32	44.84933427	22	25.19468621
DS571487	5286	5353	6	8.409250175	6	6.871278058
DS571487	9717	9769	196	274.7021724	221	253.0920751
DS571488	5963	6020	121	169.5865452	171	195.8314246
DS571488	9974	10024	26	36.44008409	30	34.35639029
DS571489	7657	7714	833	1167.484233	948	1085.661933
DS571493	3649	3697	82	114.9264191	89	101.9239579
DS571494	10925	11066	12	16.81850035	9	10.30691709
DS571495	3604	3655	17	23.82620883	13	14.88776913
DS571498	2541	2596	93	130.3433777	113	129.4090701
DS571500	9994	10038	28	39.24316748	23	26.33989922
DS571506	4835	4926	839	1175.893483	1129	1292.945488
DS571507	1285	1346	16	22.42466713	21	24.0494732
DS571507	2487	2550	22	30.83391731	35	40.08245534
DS571507	9145	9234	5	7.007708479	13	14.88776913
DS571508	4927	5073	331	463.9103013	485	555.4283097
DS571508	5218	5275	216	302.7330063	355	406.5506184
DS571516	7342	7394	58	81.28941836	60	68.71278058
DS571522	3369	3419	9	12.61387526	9	10.30691709
DS571522	3507	3549	9	12.61387526	10	11.4521301
DS571522	4865	5011	48	67.2740014	69	79.01969766
DS571525	4707	4762	50	70.07708479	60	68.71278058
DS571528	2786	2830	5	7.007708479	7	8.016491067
DS571528	7343	7403	78	109.3202523	77	88.18140174
DS571528	7955	8017	634	888.5774352	981	1123.453962
DS571534	6060	6119	13	18.22004205	17	19.46862116
DS571534	7492	7568	17	23.82620883	12	13.74255612
DS571534	7915	7969	18	25.22775053	21	24.0494732
DS571534	9201	9261	58	81.28941836	53	60.69628951
DS571539	738	788	13	18.22004205	19	21.75904718
DS571539	918	971	12	16.81850035	7	8.016491067
DS571539	7105	7156	50	70.07708479	47	53.82501145
DS571542	6521	6581	6	8.409250175	9	10.30691709
DS571542	6715	6776	8	11.21233357	11	12.59734311
DS571546	4647	4794	541	758.2340575	529	605.8176821
DS571546	6663	6719	104	145.7603364	73	83.6005497
DS571547	1534	1583	187	262.0882971	232	265.6894182
DS571547	4235	4289	14	19.62158374	14	16.03298213
DS571547	7115	7183	79	110.721794	94	107.6500229
DS571558	6144	6491	30	42.04625088	26	29.77553825
DS571561	1764	2048	16	22.42466713	21	24.0494732
DS571561	4565	4616	11	15.41695865	9	10.30691709
DS571561	5212	5295	279	391.0301331	335	383.6463582
DS571562	3750	3786	22	30.83391731	12	13.74255612
DS571569	3168	3211	27	37.84162579	17	19.46862116
DS571578	2244	2349	448	627.8906797	520	595.510765
DS571579	1794	1850	12	16.81850035	26	29.77553825
DS571579	4788	4846	8	11.21233357	13	14.88776913
DS571588	305	352	6	8.409250175	18	20.61383417
DS571588	784	841	14	19.62158374	21	24.0494732
DS571588	1573	1631	28	39.24316748	22	25.19468621
DS571588	1736	1797	44	61.66783462	33	37.79202932
DS571588	6591	6642	33	46.25087596	46	52.67979844
DS571588	8347	8406	11	15.41695865	18	20.61383417
DS571594	4187	4241	52	72.88016819	66	75.58405863
DS571600	8119	8182	715	1002.102313	997	1141.777371
DS571605	5224	5294	73	102.3125438	85	97.34310582
DS571607	4487	4587	11	15.41695865	6	6.871278058
DS571607	5979	6033	85	119.1310441	105	120.247366
DS571607	6258	6303	27	37.84162579	39	44.66330738
DS571609	5556	5644	61	85.49404345	46	52.67979844
DS571622	4234	4449	66	92.50175193	80	91.61704077
DS571623	7445	7497	16	22.42466713	27	30.92075126
DS571643	3647	3708	7	9.810791871	7	8.016491067
DS571643	4024	4090	7	9.810791871	11	12.59734311
DS571646	4860	4916	18	25.22775053	14	16.03298213
DS571653	979	1032	141	197.6173791	174	199.2670637
DS571653	1129	1179	121	169.5865452	163	186.6697206
DS571661	1308	1331	42	58.86475123	56	64.13192854
DS571675	963	1029	65	91.10021023	93	106.5048099
DS571675	1403	1454	141	197.6173791	195	223.3165369
DS571676	2446	2493	28	39.24316748	28	32.06596427
DS571676	2771	2825	72	100.9110021	93	106.5048099
DS571676	2966	3009	86	120.5325858	65	74.43884563
DS571676	4975	5054	7	9.810791871	16	18.32340815
DS571684	2890	2933	74	103.7140855	125	143.1516262
DS571685	1800	1889	401	562.01822	579	663.0783326
DS571685	1846	1889	10	14.01541696	6	6.871278058
DS571685	2486	2539	10	14.01541696	6	6.871278058
DS571691	4420	4470	52	72.88016819	68	77.87448465
DS571702	3423	3502	14	19.62158374	7	8.016491067
DS571705	1710	1754	41	57.46320953	47	53.82501145
DS571711	2585	2654	29	40.64470918	22	25.19468621
DS571718	3892	3946	1283	1798.177996	1758	2013.284471
DS571731	2108	2152	113	158.3742116	180	206.1383417
DS571736	1537	1595	24	33.6370007	24	27.48511223
DS571748	693	750	12	16.81850035	6	6.871278058
DS571748	2754	2798	118	165.3819201	153	175.2175905
DS571790	1697	1748	9	12.61387526	21	24.0494732
DS571845	1887	1968	137	192.0112123	142	162.6202474
DS571855	2958	3011	23	32.235459	22	25.19468621
DS571865	1739	1911	8	11.21233357	8	9.161704077
DS571906	205	276	6	8.409250175	7	8.016491067
DS571976	1318	1377	11	15.41695865	10	11.4521301
DS571976	1366	1413	356	498.9488437	541	619.5602382
DS571976	1366	1521	9	12.61387526	14	16.03298213
DS571976	1366	1545	26	36.44008409	61	69.85799359
DS571976	1402	1545	5	7.007708479	6	6.871278058
DS571976	1438	1485	5	7.007708479	8	9.161704077
DS571976	1438	1605	24	33.6370007	71	81.31012368
DS571976	1474	1521	14	19.62158374	14	16.03298213
DS571976	1510	1545	7	9.810791871	10	11.4521301
DS571976	1510	1605	13	18.22004205	22	25.19468621
DS571986	479	563	73	102.3125438	130	148.8776913
DS572098	507	644	5	7.007708479	8	9.161704077
DS572169	1506	1553	154	215.8374212	267	305.7718736
DS572199	1331	1360	17	23.82620883	22	25.19468621
DS572461	706	794	92	128.941836	62	71.0032066
DS572467	721	778	15	21.02312544	20	22.90426019
DS572543	710	760	61	85.49404345	63	72.14841961
DS572543	928	971	40	56.06166783	30	34.35639029
DS572585	530	577	12	16.81850035	8	9.161704077
DS572620	250	273	12	16.81850035	26	29.77553825
EH4254	611	675	5	7.007708479	8	9.161704077
EH4254	2179	2235	444	622.284513	517	592.075126
EH4259	89	151	16	22.42466713	22	25.19468621
EH4264	184	242	61	85.49404345	40	45.80852038
			204659	286838.1219	250437	286803.7105
