scaffold_number	intron_start	intron_end	orf_rep1_reads(u)	normalize value(Rep1)	orf_rep2_reads(u)	Normalize value(Rep2)
DS571335	18735	18781	5	7.26744186	7	12.33262861
DS571336	18351	18395	33	47.96511628	7	12.33262861
DS571337	15978	16025	28	40.69767442	22	38.75968992
DS571337	16564	16616	48	69.76744186	12	21.14164905
DS571337	16659	16714	34	49.41860465	7	12.33262861
DS571337	16988	17038	38	55.23255814	10	17.61804087
DS571337	17417	17475	31	45.05813953	24	42.2832981
DS571337	17886	17934	59	85.75581395	73	128.6116984
DS571337	19465	19517	21	30.52325581	28	49.33051445
DS571337	20364	20426	121	175.872093	49	86.32840028
DS571337	20736	20802	47	68.31395349	47	82.80479211
DS571337	20907	20997	34	49.41860465	44	77.51937984
DS571337	26576	26632	10	14.53488372	22	38.75968992
DS571337	26919	26995	7	10.1744186	4	7.04721635
DS571337	27100	27152	15	21.80232558	4	7.04721635
DS571337	27465	27512	9	13.08139535	8	14.0944327
DS571338	3512	3570	9	13.08139535	11	19.37984496
DS571338	11940	11992	64	93.02325581	68	119.8026779
DS571339	8841	8899	24	34.88372093	16	28.1888654
DS571339	26510	26568	47	68.31395349	39	68.71035941
DS571339	27315	27384	13	18.89534884	13	22.90345314
DS571339	29122	29191	16	23.25581395	13	22.90345314
DS571342	15014	15074	57	82.84883721	74	130.3735025
DS571344	12529	12582	40	58.13953488	35	61.66314306
DS571344	12714	12792	7	10.1744186	5	8.809020437
DS571344	24944	24999	8	11.62790698	7	12.33262861
DS571345	3617	3660	29	42.15116279	11	19.37984496
DS571345	7630	7683	158	229.6511628	29	51.09231853
DS571345	7878	7940	71	103.1976744	16	28.1888654
DS571345	10249	10313	12	17.44186047	14	24.66525722
DS571345	22698	22759	11	15.98837209	20	35.23608175
DS571346	1114	1273	2444	3552.325581	1590	2801.268499
DS571346	5992	6050	90	130.8139535	127	223.7491191
DS571346	13488	13547	117	170.0581395	16	28.1888654
DS571346	27507	27556	38	55.23255814	14	24.66525722
DS571347	5754	5809	37	53.77906977	28	49.33051445
DS571347	9573	9628	39	56.68604651	24	42.2832981
DS571347	9746	9789	30	43.60465116	15	26.42706131
DS571347	16368	16464	151	219.4767442	132	232.5581395
DS571347	16753	16809	6	8.720930233	6	10.57082452
DS571347	20084	20145	22	31.97674419	12	21.14164905
DS571349	3865	3910	26	37.79069767	31	54.61592671
DS571349	24351	24411	143	207.8488372	49	86.32840028
DS571349	26454	26527	26	37.79069767	11	19.37984496
DS571349	26652	26698	38	55.23255814	10	17.61804087
DS571351	987	1048	69	100.2906977	97	170.8949965
DS571351	15858	15928	53	77.03488372	13	22.90345314
DS571351	17072	17130	33	47.96511628	45	79.28118393
DS571351	18124	18182	99	143.8953488	32	56.3777308
DS571351	22027	22083	43	62.5	45	79.28118393
DS571352	13296	13346	8	11.62790698	11	19.37984496
DS571352	13624	13672	42	61.04651163	18	31.71247357
DS571352	17169	17221	43	62.5	81	142.7061311
DS571353	10460	10527	42	61.04651163	24	42.2832981
DS571353	11863	11994	76	110.4651163	149	262.508809
DS571353	14069	14148	27	39.24418605	16	28.1888654
DS571353	14195	14260	25	36.3372093	16	28.1888654
DS571353	23962	24009	238	345.9302326	34	59.90133897
DS571355	7033	7082	109	158.4302326	93	163.8477801
DS571356	9076	9164	87	126.4534884	17	29.95066949
DS571356	15879	15992	21	30.52325581	26	45.80690627
DS571356	16972	17018	23	33.43023256	6	10.57082452
DS571357	5684	5736	8	11.62790698	4	7.04721635
DS571357	13801	13862	15	21.80232558	27	47.56871036
DS571357	14034	14087	12	17.44186047	14	24.66525722
DS571358	13852	13900	7	10.1744186	7	12.33262861
DS571358	14238	14307	10	14.53488372	12	21.14164905
DS571359	21324	21451	10	14.53488372	10	17.61804087
DS571360	25198	25242	45	65.40697674	62	109.2318534
DS571361	10567	10612	224	325.5813953	179	315.3629316
DS571361	12176	12295	26	37.79069767	8	14.0944327
DS571361	12190	12303	13	18.89534884	6	10.57082452
DS571361	13856	13913	219	318.3139535	262	461.5926709
DS571362	2246	2298	11	15.98837209	6	10.57082452
DS571362	16769	16821	33	47.96511628	27	47.56871036
DS571365	6820	6870	79	114.8255814	29	51.09231853
DS571365	8665	8722	28	40.69767442	21	36.99788584
DS571365	10366	10431	25	36.3372093	35	61.66314306
DS571367	6048	6116	60	87.20930233	86	151.5151515
DS571368	8145	8192	90	130.8139535	60	105.7082452
DS571370	4275	4348	95	138.0813953	67	118.0408739
DS571370	5639	5707	252	366.2790698	264	465.1162791
DS571370	5649	5707	10	14.53488372	4	7.04721635
DS571370	6409	6462	41	59.59302326	53	93.37561663
DS571370	21532	21579	39	56.68604651	14	24.66525722
DS571371	4144	4192	20	29.06976744	5	8.809020437
DS571371	23779	23830	134	194.7674419	119	209.6546864
DS571372	4158	4215	267	388.0813953	257	452.7836505
DS571372	12003	12082	85	123.5465116	85	149.7533474
DS571373	6969	7013	255	370.6395349	262	461.5926709
DS571373	12865	12911	117	170.0581395	77	135.6589147
DS571373	13519	13576	8	11.62790698	10	17.61804087
DS571373	19332	19400	25	36.3372093	34	59.90133897
DS571373	20981	21036	20	29.06976744	46	81.04298802
DS571374	3300	3344	28	40.69767442	46	81.04298802
DS571374	18031	18092	58	84.30232558	52	91.61381254
DS571376	1955	2007	18	26.1627907	11	19.37984496
DS571377	6804	6850	117	170.0581395	58	102.1846371
DS571377	10891	10940	5	7.26744186	5	8.809020437
DS571377	13611	13661	26	37.79069767	16	28.1888654
DS571378	4046	4128	288	418.6046512	286	503.875969
DS571379	19532	19621	16	23.25581395	13	22.90345314
DS571380	847	1014	25	36.3372093	25	44.04510218
DS571380	871	990	9	13.08139535	11	19.37984496
DS571380	871	1014	32	46.51162791	33	58.13953488
DS571380	919	990	5	7.26744186	4	7.04721635
DS571380	919	1014	61	88.6627907	75	132.1353066
DS571380	21922	21983	34	49.41860465	26	45.80690627
DS571381	3568	3620	585	850.2906977	269	473.9252995
DS571381	13771	13824	27	39.24418605	25	44.04510218
DS571381	19678	19778	11	15.98837209	8	14.0944327
DS571382	9617	9707	202	293.6046512	164	288.9358703
DS571382	9865	9941	6	8.720930233	5	8.809020437
DS571383	6326	6552	368	534.8837209	408	718.8160677
DS571384	3368	3433	111	161.3372093	84	147.9915433
DS571384	9618	9796	175	254.3604651	95	167.3713883
DS571385	23219	23264	39	56.68604651	33	58.13953488
DS571386	8601	8650	26	37.79069767	22	38.75968992
DS571386	9236	9299	56	81.39534884	65	114.5172657
DS571386	11317	11367	13	18.89534884	9	15.85623679
DS571386	16680	16744	19	27.61627907	12	21.14164905
DS571387	5252	5342	71	103.1976744	91	160.324172
DS571388	16869	16939	14	20.34883721	22	38.75968992
DS571389	19668	19738	104	151.1627907	70	123.3262861
DS571390	5979	6030	57	82.84883721	19	33.47427766
DS571390	16247	16299	146	212.2093023	131	230.7963354
DS571390	16829	16877	29	42.15116279	46	81.04298802
DS571390	20577	20633	40	58.13953488	7	12.33262861
DS571390	20790	21014	46	66.86046512	5	8.809020437
DS571390	21991	22039	39	56.68604651	23	40.52149401
DS571390	22148	22192	45	65.40697674	32	56.3777308
DS571392	3121	3183	170	247.0930233	84	147.9915433
DS571393	5394	5439	79	114.8255814	80	140.944327
DS571393	10511	10583	11	15.98837209	5	8.809020437
DS571394	16567	16627	42	61.04651163	56	98.66102889
DS571394	16917	16990	55	79.94186047	44	77.51937984
DS571396	5210	5279	41	59.59302326	35	61.66314306
DS571396	11450	11583	79	114.8255814	38	66.94855532
DS571397	9766	9867	33	47.96511628	13	22.90345314
DS571397	9952	10059	50	72.6744186	15	26.42706131
DS571397	13647	13702	6	8.720930233	9	15.85623679
DS571397	17858	18059	2408	3500	1197	2108.879493
DS571398	13705	13859	78	113.372093	10	17.61804087
DS571398	16081	16139	49	71.22093023	44	77.51937984
DS571400	4217	4280	49	71.22093023	9	15.85623679
DS571400	5190	5239	14	20.34883721	12	21.14164905
DS571400	7275	7324	160	232.5581395	78	137.4207188
DS571400	7514	7566	99	143.8953488	69	121.564482
DS571400	16268	16315	20	29.06976744	38	66.94855532
DS571400	16445	16489	21	30.52325581	44	77.51937984
DS571400	18156	18205	36	52.3255814	41	72.23396758
DS571401	5965	6015	9	13.08139535	5	8.809020437
DS571401	6470	6536	73	106.1046512	17	29.95066949
DS571401	16365	16426	59	85.75581395	28	49.33051445
DS571402	7257	7305	29	42.15116279	28	49.33051445
DS571402	13090	13140	45	65.40697674	9	15.85623679
DS571403	17565	17615	145	210.755814	203	357.6462297
DS571403	18026	18127	18	26.1627907	43	75.75757576
DS571405	1643	1699	169	245.6395349	58	102.1846371
DS571405	2271	2334	10	14.53488372	8	14.0944327
DS571405	2496	2557	22	31.97674419	11	19.37984496
DS571405	5444	5509	6	8.720930233	9	15.85623679
DS571406	11330	11383	50	72.6744186	36	63.42494715
DS571406	11596	11688	32	46.51162791	17	29.95066949
DS571406	13700	13751	14	20.34883721	16	28.1888654
DS571408	3966	4035	61	88.6627907	53	93.37561663
DS571408	4361	4410	31	45.05813953	54	95.13742072
DS571408	4584	4643	9	13.08139535	8	14.0944327
DS571408	8394	8454	9	13.08139535	5	8.809020437
DS571408	10793	10836	162	235.4651163	108	190.2748414
DS571408	12551	12598	5	7.26744186	7	12.33262861
DS571411	5294	5351	234	340.1162791	169	297.7448908
DS571411	13416	13481	24	34.88372093	15	26.42706131
DS571413	12388	12443	23	33.43023256	14	24.66525722
DS571414	10814	10871	430	625	520	916.1381254
DS571414	15673	15721	123	178.7790698	27	47.56871036
DS571414	16438	16489	87	126.4534884	83	146.2297393
DS571416	5518	5572	13	18.89534884	7	12.33262861
DS571416	5960	6007	5	7.26744186	7	12.33262861
DS571416	8085	8133	11	15.98837209	14	24.66525722
DS571416	16650	16710	99	143.8953488	57	100.422833
DS571417	12672	12720	5	7.26744186	5	8.809020437
DS571418	4663	4708	14	20.34883721	10	17.61804087
DS571418	10953	11004	29	42.15116279	9	15.85623679
DS571422	5963	6007	69	100.2906977	60	105.7082452
DS571422	6808	6885	55	79.94186047	47	82.80479211
DS571422	7183	7250	296	430.2325581	295	519.7322058
DS571423	8171	8224	17	24.70930233	29	51.09231853
DS571424	12511	12568	80	116.2790698	75	132.1353066
DS571427	3975	4023	40	58.13953488	27	47.56871036
DS571427	4390	4444	73	106.1046512	73	128.6116984
DS571429	11590	11647	48	69.76744186	21	36.99788584
DS571430	11298	11357	153	222.3837209	131	230.7963354
DS571430	17332	17411	59	85.75581395	10	17.61804087
DS571430	17827	17885	8	11.62790698	11	19.37984496
DS571430	17827	18010	9	13.08139535	15	26.42706131
DS571430	18322	18381	368	534.8837209	389	685.34179
DS571431	497	549	301	437.5	230	405.2149401
DS571431	6190	6246	117	170.0581395	46	81.04298802
DS571431	10942	10994	20	29.06976744	13	22.90345314
DS571431	12413	12466	5	7.26744186	7	12.33262861
DS571431	12553	12632	11	15.98837209	5	8.809020437
DS571431	14718	14800	132	191.8604651	177	311.8393235
DS571431	15194	15248	505	734.0116279	525	924.9471459
DS571432	6568	6624	31	45.05813953	23	40.52149401
DS571432	6571	6624	7	10.1744186	8	14.0944327
DS571436	10725	10773	13	18.89534884	15	26.42706131
DS571436	10886	10945	18	26.1627907	23	40.52149401
DS571436	11055	11099	10	14.53488372	12	21.14164905
DS571437	15400	15451	39	56.68604651	4	7.04721635
DS571438	4638	4704	32	46.51162791	12	21.14164905
DS571438	4778	4907	279	405.5232558	105	184.9894292
DS571438	5004	5064	14	20.34883721	5	8.809020437
DS571438	5187	5240	295	428.7790698	170	299.5066949
DS571438	5751	5805	37	53.77906977	47	82.80479211
DS571438	10166	10220	115	167.1511628	99	174.4186047
DS571439	11487	11544	14	20.34883721	4	7.04721635
DS571439	13061	13124	8	11.62790698	6	10.57082452
DS571439	13491	13538	56	81.39534884	60	105.7082452
DS571439	13822	13872	125	181.6860465	144	253.6997886
DS571440	7314	7375	42	61.04651163	21	36.99788584
DS571441	12425	12481	48	69.76744186	38	66.94855532
DS571444	2809	2860	26	37.79069767	22	38.75968992
DS571446	9848	9902	29	42.15116279	25	44.04510218
DS571448	8432	8485	14	20.34883721	5	8.809020437
DS571452	11683	11745	98	142.4418605	106	186.7512333
DS571459	9895	9948	427	620.6395349	427	752.2903453
DS571463	14950	15036	276	401.1627907	169	297.7448908
DS571466	12526	12576	22	31.97674419	20	35.23608175
DS571471	1999	2056	210	305.2325581	73	128.6116984
DS571480	14459	14484	7	10.1744186	8	14.0944327
DS571480	14884	14989	30	43.60465116	32	56.3777308
DS571481	9668	9773	2502	3636.627907	1848	3255.813953
DS571481	11988	12034	21	30.52325581	11	19.37984496
DS571481	12233	12281	17	24.70930233	20	35.23608175
DS571482	1178	1231	25	36.3372093	21	36.99788584
DS571482	9065	9117	21	30.52325581	30	52.85412262
DS571486	11973	12056	43	62.5	19	33.47427766
DS571487	3639	3689	61	88.6627907	94	165.6095842
DS571487	5286	5353	32	46.51162791	34	59.90133897
DS571487	9717	9769	102	148.255814	64	112.7554616
DS571488	5963	6020	71	103.1976744	70	123.3262861
DS571488	9974	10024	39	56.68604651	38	66.94855532
DS571489	7657	7714	548	796.5116279	400	704.721635
DS571490	6799	7004	11	15.98837209	7	12.33262861
DS571493	3649	3697	87	126.4534884	74	130.3735025
DS571493	3649	3705	10	14.53488372	4	7.04721635
DS571494	10925	11066	9	13.08139535	7	12.33262861
DS571498	2541	2596	95	138.0813953	47	82.80479211
DS571500	9994	10038	26	37.79069767	8	14.0944327
DS571506	4835	4926	874	1270.348837	356	627.2022551
DS571507	1285	1346	11	15.98837209	4	7.04721635
DS571508	4927	5073	145	210.755814	113	199.0838619
DS571508	5218	5275	84	122.0930233	89	156.8005638
DS571508	10702	10787	5	7.26744186	6	10.57082452
DS571516	7342	7394	42	61.04651163	32	56.3777308
DS571522	3369	3419	11	15.98837209	6	10.57082452
DS571522	3507	3549	8	11.62790698	6	10.57082452
DS571522	4862	5011	18	26.1627907	24	42.2832981
DS571522	4865	5011	117	170.0581395	77	135.6589147
DS571525	4707	4762	59	85.75581395	83	146.2297393
DS571525	7777	7825	11	15.98837209	11	19.37984496
DS571528	7343	7403	119	172.9651163	124	218.4637068
DS571528	7955	8017	398	578.4883721	436	768.1465821
DS571534	6060	6119	18	26.1627907	15	26.42706131
DS571534	7492	7568	12	17.44186047	12	21.14164905
DS571534	7915	7969	41	59.59302326	19	33.47427766
DS571534	9201	9261	47	68.31395349	7	12.33262861
DS571539	738	788	7	10.1744186	11	19.37984496
DS571539	918	971	10	14.53488372	14	24.66525722
DS571539	7105	7156	27	39.24418605	43	75.75757576
DS571546	4647	4794	357	518.8953488	153	269.5560254
DS571546	6663	6719	88	127.9069767	38	66.94855532
DS571547	1534	1583	148	215.1162791	134	236.0817477
DS571547	4235	4289	14	20.34883721	18	31.71247357
DS571547	7115	7183	47	68.31395349	37	65.18675123
DS571561	1764	2048	15	21.80232558	18	31.71247357
DS571561	5212	5295	241	350.2906977	215	378.7878788
DS571562	3750	3786	116	168.6046512	154	271.3178295
DS571569	3168	3211	41	59.59302326	51	89.85200846
DS571578	2244	2349	282	409.8837209	318	560.2536998
DS571579	1794	1850	15	21.80232558	10	17.61804087
DS571588	305	352	8	11.62790698	13	22.90345314
DS571588	6591	6642	36	52.3255814	40	70.4721635
DS571588	8347	8406	15	21.80232558	16	28.1888654
DS571591	7583	7636	5	7.26744186	18	31.71247357
DS571594	4187	4241	83	120.6395349	67	118.0408739
DS571594	4948	4999	11	15.98837209	8	14.0944327
DS571600	8119	8182	598	869.1860465	537	946.0887949
DS571602	3175	3235	7	10.1744186	13	22.90345314
DS571605	5224	5294	79	114.8255814	41	72.23396758
DS571607	4487	4587	5	7.26744186	18	31.71247357
DS571607	5979	6033	95	138.0813953	144	253.6997886
DS571607	6258	6303	19	27.61627907	63	110.9936575
DS571609	5556	5644	44	63.95348837	32	56.3777308
DS571622	4234	4449	74	107.5581395	39	68.71035941
DS571623	7445	7497	41	59.59302326	52	91.61381254
DS571653	979	1032	76	110.4651163	35	61.66314306
DS571653	1129	1179	67	97.38372093	43	75.75757576
DS571661	1308	1331	42	61.04651163	58	102.1846371
DS571661	1319	1366	5	7.26744186	6	10.57082452
DS571675	963	1029	41	59.59302326	40	70.4721635
DS571675	1403	1454	72	104.6511628	39	68.71035941
DS571676	2446	2493	45	65.40697674	48	84.56659619
DS571676	2771	2825	73	106.1046512	51	89.85200846
DS571676	2966	3009	53	77.03488372	36	63.42494715
DS571676	4975	5054	11	15.98837209	14	24.66525722
DS571676	5525	5580	15	21.80232558	13	22.90345314
DS571676	5642	5694	11	15.98837209	16	28.1888654
DS571684	2890	2933	118	171.5116279	88	155.0387597
DS571685	1800	1889	361	524.7093023	295	519.7322058
DS571685	1846	1889	13	18.89534884	11	19.37984496
DS571685	2486	2539	7	10.1744186	8	14.0944327
DS571691	4420	4470	51	74.12790698	45	79.28118393
DS571702	3423	3502	7	10.1744186	15	26.42706131
DS571705	1710	1754	32	46.51162791	46	81.04298802
DS571711	2585	2654	15	21.80232558	5	8.809020437
DS571718	3892	3946	925	1344.476744	546	961.9450317
DS571731	2108	2152	130	188.9534884	121	213.1782946
DS571736	1537	1595	34	49.41860465	24	42.2832981
DS571748	2754	2798	79	114.8255814	29	51.09231853
DS571785	1455	1505	23	33.43023256	14	24.66525722
DS571790	1697	1748	119	172.9651163	70	123.3262861
DS571795	1975	2024	8	11.62790698	6	10.57082452
DS571795	1981	2024	11	15.98837209	11	19.37984496
DS571845	1887	1968	104	151.1627907	45	79.28118393
DS571855	2958	3011	16	23.25581395	9	15.85623679
DS571865	1739	1911	5	7.26744186	4	7.04721635
DS571976	1366	1413	816	1186.046512	709	1249.119098
DS571976	1366	1449	8	11.62790698	4	7.04721635
DS571976	1366	1521	8	11.62790698	17	29.95066949
DS571976	1366	1545	75	109.0116279	46	81.04298802
DS571976	1402	1449	10	14.53488372	6	10.57082452
DS571976	1402	1545	11	15.98837209	4	7.04721635
DS571976	1438	1485	12	17.44186047	7	12.33262861
DS571976	1438	1545	8	11.62790698	5	8.809020437
DS571976	1438	1605	82	119.1860465	17	29.95066949
DS571976	1474	1521	41	59.59302326	8	14.0944327
DS571976	1474	1605	14	20.34883721	5	8.809020437
DS571976	1510	1545	14	20.34883721	9	15.85623679
DS571976	1510	1605	40	58.13953488	16	28.1888654
DS571986	479	563	37	53.77906977	23	40.52149401
DS572098	507	644	19	27.61627907	16	28.1888654
DS572169	1506	1553	142	206.3953488	64	112.7554616
DS572199	1331	1360	22	31.97674419	17	29.95066949
DS572335	563	598	12	17.44186047	6	10.57082452
DS572461	706	794	105	152.6162791	23	40.52149401
DS572543	710	760	99	143.8953488	59	103.9464412
DS572543	928	971	50	72.6744186	25	44.04510218
DS572585	299	415	119	172.9651163	160	281.888654
DS572585	459	485	6	8.720930233	6	10.57082452
DS572620	148	432	34	49.41860465	34	59.90133897
DS572620	250	273	71	103.1976744	112	197.3220578
DS572620	274	306	7	10.1744186	11	19.37984496
EH4254	2179	2235	502	729.6511628	326	574.3481325
EH4259	89	151	18	26.1627907	44	77.51937984
EH4264	184	242	33	47.96511628	14	24.66525722
			195554	284235.4651	161320	284214.2354
